season,index,celebrity_name,week,ADCI_actual,ADCI_rule1,ADCI_rule2,ADCI_rule4
2,7,Tia Carrere,3,16.716566231169264,17.3797397908896,16.716566231169264,16.716566231169264
2,8,George Hamilton,3,15.70952473119688,16.33274730534474,15.70952473119688,15.70952473119688
2,9,Lisa Rinna,3,15.432488416756593,16.044720506598136,15.432488416756593,15.432488416756593
2,10,Stacy Keibler,3,15.905240506512024,16.536227445997497,15.905240506512024,15.905240506512024
2,11,Jerry Rice,3,15.729718409441388,16.35374209987713,15.729718409441388,15.729718409441388
2,12,Giselle Fernandez,3,15.558292344707766,16.175515282404813,15.558292344707766,15.558292344707766
2,13,Master P,3,76.54841070667126,79.5852115255274,76.54841070667126,76.54841070667126
2,14,Drew Lachey,3,16.975145373219124,17.648577190989066,16.975145373219124,16.975145373219124
2,7,Tia Carrere,4,15.546814784515778,16.163582388602787,15.546814784515778,15.546814784515778
2,8,George Hamilton,4,16.63343016245513,17.293305578174607,16.63343016245513,16.63343016245513
2,9,Lisa Rinna,4,15.729109243133053,16.353108766943688,15.729109243133053,15.729109243133053
2,10,Stacy Keibler,4,17.095450289537585,17.773654800365623,17.095450289537585,17.095450289537585
2,11,Jerry Rice,4,16.415543075601,17.06677455374335,16.415543075601,16.415543075601
2,13,Master P,4,17.087608533752274,88.82750974642792,85.43804266876138,85.43804266876138
2,14,Drew Lachey,4,15.583933220906241,16.202173374155077,15.583933220906241,15.583933220906241
2,7,Tia Carrere,5,16.22420478095098,16.867845555582868,16.22420478095098,16.22420478095098
2,8,George Hamilton,5,15.663060614837669,16.28443988139358,15.663060614837669,15.663060614837669
2,9,Lisa Rinna,5,15.433051170089207,16.0453055852771,15.433051170089207,15.433051170089207
2,10,Stacy Keibler,5,15.882925890387783,16.513027572506147,15.882925890387783,15.882925890387783
2,11,Jerry Rice,5,15.705573159109335,16.328638967920845,15.705573159109335,15.705573159109335
2,14,Drew Lachey,5,16.166473927006127,16.80782442411409,16.166473927006127,16.166473927006127
2,8,George Hamilton,6,15.548503213734394,80.82668900286855,77.74251606867197,77.74251606867197
2,9,Lisa Rinna,6,16.340939760395806,16.989211602843397,16.340939760395806,16.340939760395806
2,10,Stacy Keibler,6,16.542126244540256,17.198379484304297,16.542126244540256,16.542126244540256
2,11,Jerry Rice,6,79.76514634438095,82.92956033415024,79.76514634438095,79.76514634438095
2,14,Drew Lachey,6,16.44170151838124,17.09397074478932,16.44170151838124,16.44170151838124
2,9,Lisa Rinna,7,16.153453855476656,16.7942878250236,16.153453855476656,16.153453855476656
2,10,Stacy Keibler,7,16.24189075548837,16.886233161695117,16.24189075548837,16.24189075548837
2,11,Jerry Rice,7,80.18360124514254,83.36461602614386,80.18360124514254,80.18360124514254
2,14,Drew Lachey,7,16.124518056102342,16.764204095098897,16.124518056102342,16.124518056102342
2,10,Stacy Keibler,8,17.718618686904325,18.421545308641505,17.718618686904325,17.718618686904325
2,11,Jerry Rice,8,81.01425159113144,84.2282196317445,81.01425159113144,81.01425159113144
2,14,Drew Lachey,8,16.70081763894565,17.363366426220434,16.70081763894565,16.70081763894565
3,16,Harry Hamlin,1,15.583529163594875,16.201753287228428,15.583529163594875,15.583529163594875
3,17,Vivica A. Fox,1,15.695570746897214,16.318239743634955,15.695570746897214,15.695570746897214
3,18,Monique Coleman,1,15.659415801700352,16.280650472549866,15.659415801700352,15.659415801700352
3,19,Joey Lawrence,1,15.520414418884323,16.13613467722989,15.520414418884323,15.520414418884323
3,20,Mario Lopez,1,15.465709822498827,16.07925985991407,15.465709822498827,15.465709822498827
3,21,Emmitt Smith,1,16.465695009880122,17.118916097390972,16.465695009880122,16.465695009880122
3,22,Shanna Moakler,1,15.787943837594945,16.414277426123444,15.787943837594945,15.787943837594945
3,23,Willa Ford,1,15.81287821232998,16.440200988340152,15.81287821232998,15.81287821232998
3,24,Sara Evans,1,15.621307433646315,16.24103028312366,15.621307433646315,15.621307433646315
3,25,Jerry Springer,1,16.895410956531308,17.56567957940728,16.895410956531308,16.895410956531308
3,26,Tucker Carlson,1,15.739320166217299,81.81862387034745,15.739320166217299,78.6966008310865
3,16,Harry Hamlin,2,15.273526719968961,15.879452538961573,15.273526719968961,15.273526719968961
3,17,Vivica A. Fox,2,15.995248208574612,16.6298059010098,15.995248208574612,15.995248208574612
3,18,Monique Coleman,2,16.102970500602172,16.741801712782813,16.102970500602172,16.102970500602172
3,19,Joey Lawrence,2,16.455227332647816,17.108033150259562,16.455227332647816,16.455227332647816
3,20,Mario Lopez,2,15.605641127031951,16.224742468468623,15.605641127031951,15.605641127031951
3,21,Emmitt Smith,2,15.30143346279884,15.908466387983406,15.30143346279884,15.30143346279884
3,22,Shanna Moakler,2,15.290437382876437,15.897034075561796,15.290437382876437,15.290437382876437
3,23,Willa Ford,2,15.677426073860548,16.299375241702734,15.677426073860548,15.677426073860548
3,24,Sara Evans,2,16.846994560399224,17.515342425547338,16.846994560399224,16.846994560399224
3,25,Jerry Springer,2,77.76290882012464,16.16957815363386,15.552581764024929,15.552581764024929
3,16,Harry Hamlin,3,16.060268290391146,16.697405435957755,16.060268290391146,16.060268290391146
3,17,Vivica A. Fox,3,15.787940219224039,16.41427366420584,15.787940219224039,15.787940219224039
3,18,Monique Coleman,3,15.917745387000409,16.549228415574554,15.917745387000409,15.917745387000409
3,19,Joey Lawrence,3,15.638424730278503,16.258826650946865,15.638424730278503,15.638424730278503
3,20,Mario Lopez,3,16.171011975855482,16.81254250479343,16.171011975855482,16.171011975855482
3,21,Emmitt Smith,3,80.72516060107857,83.92765992866138,16.145032120215717,80.72516060107857
3,23,Willa Ford,3,15.734745125734479,16.358968234238006,15.734745125734479,15.734745125734479
3,24,Sara Evans,3,15.899729767516124,16.530498086960492,15.899729767516124,15.899729767516124
3,25,Jerry Springer,3,17.934251980627756,18.64573312827745,17.934251980627756,17.934251980627756
3,17,Vivica A. Fox,4,15.96550587312963,16.598883638407607,15.96550587312963,15.96550587312963
3,18,Monique Coleman,4,16.6780190212631,17.33966335003629,16.6780190212631,16.6780190212631
3,19,Joey Lawrence,4,15.870271985222884,16.499871666199592,15.870271985222884,15.870271985222884
3,20,Mario Lopez,4,16.206012164656208,16.84893120840497,16.206012164656208,16.206012164656208
3,21,Emmitt Smith,4,15.918268861130889,16.5497726567811,15.918268861130889,15.918268861130889
3,23,Willa Ford,4,16.82226818602705,17.489635115408543,16.82226818602705,16.82226818602705
3,24,Sara Evans,4,76.60298090473123,79.641946612716,15.320596180946247,76.60298090473123
3,25,Jerry Springer,4,15.303371270204583,15.91048107138255,15.303371270204583,15.303371270204583
3,18,Monique Coleman,5,16.331945723276085,16.97986075754127,16.331945723276085,16.331945723276085
3,19,Joey Lawrence,5,15.71990773732583,16.343542222331454,15.71990773732583,15.71990773732583
3,20,Mario Lopez,5,15.5206254045351,16.136354033026972,15.5206254045351,15.5206254045351
3,21,Emmitt Smith,5,15.439429750463551,16.051937214381326,15.439429750463551,15.439429750463551
3,23,Willa Ford,5,16.288656129328317,16.93485379450465,16.288656129328317,16.288656129328317
3,24,Sara Evans,5,81.69284041533267,84.93372918595145,81.69284041533267,81.69284041533267
3,25,Jerry Springer,5,79.57169037171235,82.72842964621596,79.57169037171235,79.57169037171235
3,18,Monique Coleman,6,15.692145782995063,16.31467890580562,15.692145782995063,15.692145782995063
3,19,Joey Lawrence,6,15.563169807724408,16.180586242367323,15.563169807724408,15.563169807724408
3,20,Mario Lopez,6,15.896526249243031,16.527167479870982,15.896526249243031,15.896526249243031
3,21,Emmitt Smith,6,15.809260430204375,16.436439682872653,15.809260430204375,15.809260430204375
3,25,Jerry Springer,6,86.15218651992367,89.56998485374524,86.15218651992367,86.15218651992367
3,18,Monique Coleman,7,15.43027531787937,16.042419610463984,15.43027531787937,15.43027531787937
3,19,Joey Lawrence,7,15.699754444957293,16.322589415848874,15.699754444957293,15.699754444957293
3,20,Mario Lopez,7,15.877296172041513,16.507174514013084,15.877296172041513,15.877296172041513
3,21,Emmitt Smith,7,15.502398436126827,16.117403970930972,15.502398436126827,15.502398436126827
3,25,Jerry Springer,7,15.517015637424416,80.66300530271582,77.5850781871221,77.5850781871221
3,18,Monique Coleman,8,15.65047671690298,81.35678379809357,78.2523835845149,78.2523835845149
3,19,Joey Lawrence,8,16.85201977464193,17.520566998269036,16.85201977464193,16.85201977464193
3,20,Mario Lopez,8,15.605333380797795,16.22442251343735,15.605333380797795,15.605333380797795
3,21,Emmitt Smith,8,16.80341062320846,17.47002944218922,16.80341062320846,16.80341062320846
3,19,Joey Lawrence,9,17.143604201449044,89.11859528413015,85.71802100724523,85.71802100724523
3,20,Mario Lopez,9,86.306452236471,89.73037054391459,86.306452236471,86.306452236471
3,21,Emmitt Smith,9,76.88478867169347,79.93493415532048,76.88478867169347,76.88478867169347
3,20,Mario Lopez,10,16.748389524204484,87.06412783038847,83.74194762102242,83.74194762102242
3,21,Emmitt Smith,10,83.7419476210224,87.06412783038844,83.7419476210224,83.7419476210224
4,27,John Ratzenberger,1,15.450889273183382,16.063851355135128,15.450889273183382,15.450889273183382
4,28,Ian Ziering,1,15.92919575215073,16.561133035463065,15.92919575215073,15.92919575215073
4,29,Clyde Drexler,1,15.642938129971323,16.26351910459726,15.642938129971323,15.642938129971323
4,30,Laila Ali,1,15.661779795601841,16.283108249961025,15.661779795601841,15.661779795601841
4,31,Apolo Anton Ohno,1,15.658765142909697,16.279974001059376,15.658765142909697,15.658765142909697
4,32,Shandi Finnessey,1,15.42110132092129,16.032881666021986,15.42110132092129,15.42110132092129
4,33,Paulina Porizkova,1,15.396796807564547,16.007612952815993,15.396796807564547,15.396796807564547
4,34,Heather Mills,1,15.70991822974593,16.333156414625677,15.70991822974593,15.70991822974593
4,35,Billy Ray Cyrus,1,84.37620721474556,87.72354954094467,16.875241442949115,84.37620721474556
4,36,Joey Fatone,1,16.07481240092074,16.712526535171477,16.07481240092074,16.07481240092074
4,37,Leeza Gibbons,1,15.295557649759742,15.90235747181801,15.295557649759742,15.295557649759742
4,27,John Ratzenberger,2,15.396546879681758,16.00735310988478,15.396546879681758,15.396546879681758
4,28,Ian Ziering,2,15.372575678421407,15.982430931811919,15.372575678421407,15.372575678421407
4,29,Clyde Drexler,2,78.31363937829259,81.42046970953128,15.662727875658517,78.31363937829259
4,30,Laila Ali,2,16.81708384674154,17.484245104892988,16.81708384674154,16.81708384674154
4,31,Apolo Anton Ohno,2,16.767823559344063,17.43303058121909,16.767823559344063,16.767823559344063
4,32,Shandi Finnessey,2,15.89569993263317,16.52630838192792,15.89569993263317,15.89569993263317
4,33,Paulina Porizkova,2,15.34692039855614,15.95575786497781,15.34692039855614,15.34692039855614
4,34,Heather Mills,2,15.573633090006284,16.191464620193415,15.573633090006284,15.573633090006284
4,35,Billy Ray Cyrus,2,15.65076033960175,16.271651634094443,15.65076033960175,15.65076033960175
4,36,Joey Fatone,2,16.231620530120374,16.87555549966685,16.231620530120374,16.231620530120374
4,37,Leeza Gibbons,2,16.063239001157836,16.7004939996858,16.063239001157836,16.063239001157836
4,27,John Ratzenberger,3,15.51518146905596,16.130694127711646,15.51518146905596,15.51518146905596
4,28,Ian Ziering,3,15.89012849674582,16.520515918054375,15.89012849674582,15.89012849674582
4,29,Clyde Drexler,3,79.12677489438104,82.26586364324464,79.12677489438104,15.825354978876211
4,30,Laila Ali,3,15.465570455986647,16.079114964504107,15.465570455986647,15.465570455986647
4,31,Apolo Anton Ohno,3,15.858297962013415,16.487422613879108,15.858297962013415,15.858297962013415
4,32,Shandi Finnessey,3,15.864971188481155,16.49436057816981,15.864971188481155,15.864971188481155
4,34,Heather Mills,3,15.892694378370884,16.523183592405744,15.892694378370884,15.892694378370884
4,35,Billy Ray Cyrus,3,15.492259551842494,16.10686286050226,15.492259551842494,15.492259551842494
4,36,Joey Fatone,3,16.17950630361024,16.82137381644169,16.17950630361024,16.17950630361024
4,37,Leeza Gibbons,3,16.004815138253598,16.63975236645726,16.004815138253598,16.004815138253598
4,27,John Ratzenberger,4,15.53715146322194,16.15353570752725,15.53715146322194,15.53715146322194
4,28,Ian Ziering,4,15.768534538236986,16.39409812807264,15.768534538236986,15.768534538236986
4,29,Clyde Drexler,4,15.32458435803465,15.932535717148285,76.62292179017327,76.62292179017327
4,30,Laila Ali,4,15.50882848791035,16.12408911339948,15.50882848791035,15.50882848791035
4,31,Apolo Anton Ohno,4,15.708112047887798,16.331278578575184,15.708112047887798,15.708112047887798
4,34,Heather Mills,4,16.363776827066552,17.012954653350068,16.363776827066552,16.363776827066552
4,35,Billy Ray Cyrus,4,18.499501453770513,19.23340697374945,18.499501453770513,18.499501453770513
4,36,Joey Fatone,4,17.209855537965048,17.89259869236385,17.209855537965048,17.209855537965048
4,37,Leeza Gibbons,4,15.355648876130088,15.96483261555206,15.355648876130088,15.355648876130088
4,27,John Ratzenberger,5,15.535348818869574,16.15166154932117,15.535348818869574,15.535348818869574
4,28,Ian Ziering,5,16.169030331362762,16.810482245218274,16.169030331362762,16.169030331362762
4,29,Clyde Drexler,5,79.60518433325613,82.76325236806846,79.60518433325613,79.60518433325613
4,30,Laila Ali,5,17.035070378711676,17.710879519590872,17.035070378711676,17.035070378711676
4,31,Apolo Anton Ohno,5,15.67723123467633,16.299172672928982,15.67723123467633,15.67723123467633
4,34,Heather Mills,5,15.278612359608843,15.884739934254908,15.278612359608843,15.278612359608843
4,35,Billy Ray Cyrus,5,17.821809441263053,18.528829809224902,17.821809441263053,17.821809441263053
4,36,Joey Fatone,5,16.880584703877105,17.550265145028792,16.880584703877105,16.880584703877105
4,27,John Ratzenberger,6,15.560865414439318,80.8909521501331,77.80432707219657,77.80432707219657
4,28,Ian Ziering,6,15.62176545428621,16.24150647419246,15.62176545428621,15.62176545428621
4,30,Laila Ali,6,16.438979692986592,17.09114094012363,16.438979692986592,16.438979692986592
4,31,Apolo Anton Ohno,6,16.635268075595604,17.295216404339385,16.635268075595604,16.635268075595604
4,34,Heather Mills,6,15.88067217606607,16.510684449646302,15.88067217606607,15.88067217606607
4,35,Billy Ray Cyrus,6,17.55585130573041,18.252320678886345,17.55585130573041,17.55585130573041
4,36,Joey Fatone,6,15.541290631543106,16.157839083434585,15.541290631543106,15.541290631543106
4,27,John Ratzenberger,7,16.016300130287426,16.651692986934464,16.016300130287426,16.016300130287426
4,28,Ian Ziering,7,15.624604843722262,16.244458506857608,15.624604843722262,15.624604843722262
4,30,Laila Ali,7,16.497713590887404,17.152204907944814,16.497713590887404,16.497713590887404
4,31,Apolo Anton Ohno,7,16.310894904544256,16.957974818354657,16.310894904544256,16.310894904544256
4,35,Billy Ray Cyrus,7,17.82098791421968,92.63987845429138,89.10493957109841,17.82098791421968
4,36,Joey Fatone,7,16.79983779765567,17.4663148767954,16.79983779765567,16.79983779765567
4,28,Ian Ziering,8,15.468920690504644,16.082598108312236,15.468920690504644,15.468920690504644
4,30,Laila Ali,8,15.86822442849579,16.497742879543775,15.86822442849579,15.86822442849579
4,31,Apolo Anton Ohno,8,16.501315638562744,17.155949854750638,16.501315638562744,16.501315638562744
4,35,Billy Ray Cyrus,8,80.38966710010763,16.715771370211396,80.38966710010763,80.38966710010763
4,36,Joey Fatone,8,16.495952631980714,17.150374088914308,16.495952631980714,16.495952631980714
4,28,Ian Ziering,9,91.37864145754261,95.00378181829528,91.37864145754261,91.37864145754261
4,30,Laila Ali,9,15.319142492535336,15.92687796393227,15.319142492535336,15.319142492535336
4,31,Apolo Anton Ohno,9,16.78888969114102,17.4549324409652,16.78888969114102,16.78888969114102
4,36,Joey Fatone,9,16.5735996911029,17.23110153403729,16.5735996911029,16.5735996911029
4,30,Laila Ali,10,88.47531452356966,91.9852751499673,88.47531452356966,88.47531452356966
4,31,Apolo Anton Ohno,10,18.82330134711828,19.570052539165207,18.82330134711828,18.82330134711828
4,36,Joey Fatone,10,16.245870087857107,16.890370360696018,16.245870087857107,16.245870087857107
5,38,Cameron Mathison,1,15.642702651061716,16.263274283853658,15.642702651061716,15.642702651061716
5,39,Jane Seymour,1,15.644099484580778,16.264726532046065,15.644099484580778,15.644099484580778
5,40,Sabrina Bryan,1,16.136556589953305,16.776720217303673,16.136556589953305,16.136556589953305
5,41,Jennie Garth,1,17.0916814451133,17.769736439710655,17.0916814451133,17.0916814451133
5,42,Floyd Mayweather Jr. ,1,15.670788779648134,16.292474635158776,15.670788779648134,15.670788779648134
5,43,Josie Maran,1,15.333884788535643,79.71102555479452,15.333884788535643,15.333884788535643
5,44,Albert Reed,1,15.323860768260111,15.93178342138234,15.323860768260111,15.323860768260111
5,45,Helio Castroneves,1,15.290224530338827,15.896812778815427,15.290224530338827,15.290224530338827
5,46,Mel B,1,15.318045146170336,15.925737084039806,15.318045146170336,15.318045146170336
5,47,Wayne Newton,1,15.523810415320355,16.139665398406287,15.523810415320355,15.523810415320355
5,48,Marie Osmond,1,15.519982565053219,16.135685691050046,15.519982565053219,15.519982565053219
5,49,Mark Cuban,1,15.708265854270072,16.33143848670854,15.708265854270072,15.708265854270072
5,38,Cameron Mathison,2,15.507108217079466,16.122300596607385,15.507108217079466,15.507108217079466
5,39,Jane Seymour,2,15.668700005614683,16.290302996038555,15.668700005614683,15.668700005614683
5,40,Sabrina Bryan,2,15.28262847588964,15.888915376445903,15.28262847588964,15.28262847588964
5,41,Jennie Garth,2,16.088538563312976,16.72679723690565,16.088538563312976,16.088538563312976
5,42,Floyd Mayweather Jr. ,2,17.177586748655948,17.85904974733509,17.177586748655948,17.177586748655948
5,44,Albert Reed,2,15.370817106940718,15.980602594920516,15.370817106940718,15.370817106940718
5,45,Helio Castroneves,2,15.68689172606591,16.309216411833326,15.68689172606591,15.68689172606591
5,46,Mel B,2,15.383636606396717,15.993930664914894,15.383636606396717,15.383636606396717
5,47,Wayne Newton,2,78.66899187360772,81.78991962030929,15.733798374721545,78.66899187360772
5,48,Marie Osmond,2,15.273978809007843,15.879922563113032,15.273978809007843,15.273978809007843
5,49,Mark Cuban,2,15.698780838202996,16.321577184520123,15.698780838202996,15.698780838202996
5,38,Cameron Mathison,3,15.47655889036165,16.090539328066924,15.47655889036165,15.47655889036165
5,39,Jane Seymour,3,15.498647882377718,16.113504626572215,15.498647882377718,15.498647882377718
5,40,Sabrina Bryan,3,16.12479853463153,16.764495700670686,16.12479853463153,16.12479853463153
5,41,Jennie Garth,3,15.310772125646855,15.918175530880868,15.310772125646855,15.310772125646855
5,42,Floyd Mayweather Jr. ,3,15.615022703860404,16.23449622781441,15.615022703860404,15.615022703860404
5,45,Helio Castroneves,3,15.901719128958833,16.53256636962968,15.901719128958833,15.901719128958833
5,46,Mel B,3,15.385252520179346,15.995610684643719,15.385252520179346,15.385252520179346
5,47,Wayne Newton,3,16.163789715904127,84.02516862980823,80.81894857952064,80.81894857952064
5,48,Marie Osmond,3,16.1940789756969,16.836524610296227,16.1940789756969,16.1940789756969
5,49,Mark Cuban,3,15.375078193951234,15.985032726231275,15.375078193951234,15.375078193951234
5,38,Cameron Mathison,4,15.845461908196961,16.474077332785686,15.845461908196961,15.845461908196961
5,39,Jane Seymour,4,16.09881996440779,16.73748651802012,16.09881996440779,16.09881996440779
5,40,Sabrina Bryan,4,15.83818338686878,16.46651006059611,15.83818338686878,15.83818338686878
5,41,Jennie Garth,4,15.724277739448222,16.34808558959495,15.724277739448222,15.724277739448222
5,42,Floyd Mayweather Jr. ,4,16.799007068592925,17.46545119135022,16.799007068592925,16.799007068592925
5,45,Helio Castroneves,4,16.25357289602478,16.898378751878877,16.25357289602478,16.25357289602478
5,46,Mel B,4,16.310223871952797,16.957277164801322,16.310223871952797,16.310223871952797
5,48,Marie Osmond,4,15.4897677571459,16.10427221222915,15.4897677571459,15.4897677571459
5,49,Mark Cuban,4,76.53381793424056,79.57003983391525,76.53381793424056,76.53381793424056
5,38,Cameron Mathison,5,15.508528845268446,16.12377758344324,15.508528845268446,15.508528845268446
5,39,Jane Seymour,5,15.514146994391046,16.129618613742576,15.514146994391046,15.514146994391046
5,40,Sabrina Bryan,5,16.44362225720317,17.095967682465975,16.44362225720317,16.44362225720317
5,41,Jennie Garth,5,15.673585213910155,16.295382008547794,15.673585213910155,15.673585213910155
5,45,Helio Castroneves,5,15.447534263078728,16.060363246285,15.447534263078728,15.447534263078728
5,46,Mel B,5,15.94449627986941,16.57704056017458,15.94449627986941,15.94449627986941
5,48,Marie Osmond,5,77.65251909708303,80.73312170402535,15.530503819416605,77.65251909708303
5,49,Mark Cuban,5,15.59391649220423,81.0627634908771,77.96958246102115,77.96958246102115
5,38,Cameron Mathison,6,15.975916068735,16.6097068235218,15.975916068735,15.975916068735
5,39,Jane Seymour,6,84.62499500769312,87.98220715308729,16.924999001538623,84.62499500769312
5,40,Sabrina Bryan,6,15.855303102975924,16.484308943878812,15.855303102975924,15.855303102975924
5,41,Jennie Garth,6,15.658443133219164,16.27963921671705,15.658443133219164,15.658443133219164
5,45,Helio Castroneves,6,15.419832631265331,16.031562645369593,15.419832631265331,15.419832631265331
5,46,Mel B,6,16.49552260844449,17.149927005640134,16.49552260844449,16.49552260844449
5,48,Marie Osmond,6,16.26013130653801,16.90519734527811,16.26013130653801,16.26013130653801
5,38,Cameron Mathison,7,16.80656475144042,17.473308699853767,16.80656475144042,16.80656475144042
5,39,Jane Seymour,7,16.333434299601212,84.90704194063557,81.66717149800606,81.66717149800606
5,41,Jennie Garth,7,15.302422939427377,15.909495118770298,15.302422939427377,15.302422939427377
5,45,Helio Castroneves,7,16.748400844724237,17.412837335701006,16.748400844724237,16.748400844724237
5,46,Mel B,7,16.535241062535622,17.191221155853423,16.535241062535622,16.535241062535622
5,48,Marie Osmond,7,15.483780639886707,16.098047576222964,15.483780639886707,15.483780639886707
5,38,Cameron Mathison,8,15.583290136104635,16.20150477712619,15.583290136104635,15.583290136104635
5,41,Jennie Garth,8,15.412596536926456,16.02403948331748,15.412596536926456,15.412596536926456
5,45,Helio Castroneves,8,16.947478372192144,17.61981259472009,16.947478372192144,16.947478372192144
5,46,Mel B,8,15.812948243118127,16.44027379736436,15.812948243118127,15.812948243118127
5,48,Marie Osmond,8,79.47401470434234,82.62687902515438,79.47401470434234,79.47401470434234
5,41,Jennie Garth,9,16.87444061846577,17.543877313686796,16.87444061846577,16.87444061846577
5,45,Helio Castroneves,9,15.406504491987116,16.017705756978234,15.406504491987116,15.406504491987116
5,46,Mel B,9,16.710622998312015,17.373560780251456,16.710622998312015,16.710622998312015
5,48,Marie Osmond,9,76.43657465378303,79.4689387532631,76.43657465378303,76.43657465378303
5,45,Helio Castroneves,10,16.540088438262316,17.19626083491392,16.540088438262316,16.540088438262316
5,46,Mel B,10,17.105216965185114,17.78380893603134,17.105216965185114,17.105216965185114
5,48,Marie Osmond,10,15.793924285528064,82.10247564110234,78.96962142764032,78.96962142764032
6,50,Cristian de la Fuente,1,15.634367741552504,16.254608714833832,15.634367741552504,15.634367741552504
6,51,Steve Guttenberg,1,15.442291692120257,16.05491269395066,15.442291692120257,15.442291692120257
6,52,Priscilla Presley,1,16.07142232192336,16.709001966188215,16.07142232192336,16.07142232192336
6,53,Marlee Matlin,1,15.374043359393704,15.983956838092062,15.374043359393704,15.374043359393704
6,54,Shannon Elizabeth,1,15.69197556352257,16.31450193344788,15.69197556352257,15.69197556352257
6,55,Marissa Jaret Winokur,1,15.832884117869295,16.46100056091661,15.832884117869295,15.832884117869295
6,56,Jason Taylor,1,15.464966831115268,16.078487392845503,15.464966831115268,15.464966831115268
