season,week,celebrity_name,v_predicted_share,judge_avg_score
2,Week_4,Drew Lachey,0.13535870498105643,9.333333333333334
2,Week_5,Tia Carrere,0.1600986389578983,7.333333333333333
2,Week_5,George Hamilton,0.1708588932654134,8.0
2,Week_5,Lisa Rinna,0.16125901618212266,8.333333333333334
2,Week_5,Stacy Keibler,0.17186452488687115,10.0
2,Week_5,Jerry Rice,0.17900838187840984,7.666666666666667
2,Week_5,Drew Lachey,0.15691054482928463,9.0
2,Week_6,George Hamilton,0.2034273322922366,7.666666666666667
2,Week_6,Lisa Rinna,0.19199756502601886,9.0
2,Week_6,Stacy Keibler,0.2046246533921929,10.0
2,Week_6,Jerry Rice,0.21313024383756973,7.666666666666667
2,Week_6,Drew Lachey,0.18682020545198186,10.0
2,Week_7,Lisa Rinna,0.2410295668046403,8.833333333333334
2,Week_7,Stacy Keibler,0.2568813388752413,9.166666666666666
2,Week_7,Jerry Rice,0.26755907210685304,6.833333333333333
2,Week_7,Drew Lachey,0.23453002221326547,9.166666666666666
2,Week_8,Stacy Keibler,0.3384602714940277,9.5555
2,Week_8,Jerry Rice,0.3525289792652345,8.888866666666667
2,Week_8,Drew Lachey,0.3090107492407378,9.6666
3,Week_1,Harry Hamlin,0.09149057633705508,5.666666666666667
3,Week_1,Vivica A. Fox,0.08888425922193503,7.333333333333333
3,Week_1,Monique Coleman,0.08532138761679145,6.333333333333333
3,Week_1,Joey Lawrence,0.08635099904016151,7.0
3,Week_1,Mario Lopez,0.08677265663302465,8.666666666666666
3,Week_1,Emmitt Smith,0.09724676935940715,8.0
3,Week_1,Shanna Moakler,0.07940234850407715,6.0
3,Week_1,Willa Ford,0.08567126781523862,7.333333333333333
3,Week_1,Sara Evans,0.08775399971893558,5.0
3,Week_1,Jerry Springer,0.10872470801711474,5.333333333333333
3,Week_1,Tucker Carlson,0.10238102773625894,4.0
3,Week_2,Harry Hamlin,0.10192584956880017,7.0
3,Week_2,Vivica A. Fox,0.09902225996602353,8.0
3,Week_2,Monique Coleman,0.09505301275174258,8.666666666666666
3,Week_2,Joey Lawrence,0.09620006005709693,9.666666666666666
3,Week_2,Mario Lopez,0.09666981126099554,7.0
3,Week_2,Emmitt Smith,0.10833858503921395,8.0
3,Week_2,Shanna Moakler,0.08845885721848012,7.333333333333333
3,Week_2,Willa Ford,0.09544279974294753,7.666666666666667
3,Week_2,Sara Evans,0.09776308481718614,7.0
3,Week_2,Jerry Springer,0.12112567957751336,6.333333333333333
3,Week_3,Harry Hamlin,0.11181705880853475,7.333333333333333
3,Week_3,Vivica A. Fox,0.10863169561810707,9.0
3,Week_3,Monique Coleman,0.1042772600057232,9.0
3,Week_3,Joey Lawrence,0.10553562043677756,7.333333333333333
3,Week_3,Mario Lopez,0.10605095779441474,7.333333333333333
3,Week_3,Emmitt Smith,0.11885210656386225,6.333333333333333
3,Week_3,Willa Ford,0.10470487316865244,7.333333333333333
3,Week_3,Sara Evans,0.10725032610033074,8.333333333333334
3,Week_3,Jerry Springer,0.13288010150359722,7.0
3,Week_4,Vivica A. Fox,0.12230779333859033,8.0
3,Week_4,Monique Coleman,0.11740515964632132,8.0
3,Week_4,Joey Lawrence,0.11882194032594834,9.0
3,Week_4,Mario Lopez,0.11940215565517531,9.666666666666666
3,Week_4,Emmitt Smith,0.13381489449057246,8.0
3,Week_4,Willa Ford,0.11788660681570247,9.333333333333334
3,Week_4,Sara Evans,0.12075251744472633,6.666666666666667
3,Week_4,Jerry Springer,0.14960893228296343,7.333333333333333
3,Week_5,Monique Coleman,0.13376575382036301,9.0
3,Week_5,Joey Lawrence,0.13537996512231384,8.333333333333334
3,Week_5,Mario Lopez,0.13604103437281342,9.0
3,Week_5,Emmitt Smith,0.15246221109742025,9.0
3,Week_5,Willa Ford,0.13431429141216011,9.0
3,Week_5,Sara Evans,0.13757957120759695,8.0
3,Week_5,Jerry Springer,0.17045717296733223,8.0
3,Week_6,Monique Coleman,0.1837173826080603,7.666666666666667
3,Week_6,Joey Lawrence,0.1859343826017135,8.0
3,Week_6,Mario Lopez,0.18684231238909055,9.333333333333334
3,Week_6,Emmitt Smith,0.20939558571225045,8.333333333333334
3,Week_6,Jerry Springer,0.23411033668888503,6.0
3,Week_7,Monique Coleman,0.1837173826080603,9.0
3,Week_7,Joey Lawrence,0.1859343826017135,9.5
3,Week_7,Mario Lopez,0.18684231238909055,9.333333333333334
3,Week_7,Emmitt Smith,0.20939558571225045,9.5
3,Week_7,Jerry Springer,0.23411033668888503,7.666666666666667
3,Week_8,Monique Coleman,0.2398744772371106,8.833333333333334
3,Week_8,Joey Lawrence,0.2427691500599146,9.0
3,Week_8,Mario Lopez,0.24395460774510108,9.5
3,Week_8,Emmitt Smith,0.2734017649578737,9.0
3,Week_9,Joey Lawrence,0.31938034283798555,9.833333333333334
3,Week_9,Mario Lopez,0.3209398980031346,9.833333333333334
3,Week_9,Emmitt Smith,0.3596797591588799,9.833333333333334
3,Week_10,Mario Lopez,0.47154074177252003,9.888866666666667
3,Week_10,Emmitt Smith,0.52845925822748,9.888866666666667
4,Week_1,John Ratzenberger,0.09321974482711172,5.666666666666667
4,Week_1,Ian Ziering,0.0894746663420491,7.0
4,Week_1,Clyde Drexler,0.09955410467623382,5.333333333333333
4,Week_1,Laila Ali,0.09602087475451072,7.666666666666667
4,Week_1,Apolo Anton Ohno,0.09486988832994345,7.0
4,Week_1,Shandi Finnessey,0.07935527344437346,6.333333333333333
4,Week_1,Paulina Porizkova,0.0818809423765576,6.333333333333333
4,Week_1,Heather Mills,0.0815004691047406,6.0
4,Week_1,Billy Ray Cyrus,0.09052561360127437,4.333333333333333
4,Week_1,Joey Fatone,0.08727754327059198,8.0
4,Week_1,Leeza Gibbons,0.10632087927261324,5.0
4,Week_2,John Ratzenberger,0.09321974482711172,7.0
4,Week_2,Ian Ziering,0.0894746663420491,7.333333333333333
4,Week_2,Clyde Drexler,0.09955410467623382,6.0
4,Week_2,Laila Ali,0.09602087475451072,9.0
4,Week_2,Apolo Anton Ohno,0.09486988832994345,8.666666666666666
4,Week_2,Shandi Finnessey,0.07935527344437346,6.666666666666667
4,Week_2,Paulina Porizkova,0.0818809423765576,7.0
4,Week_2,Heather Mills,0.0815004691047406,8.0
4,Week_2,Billy Ray Cyrus,0.09052561360127437,7.0
4,Week_2,Joey Fatone,0.08727754327059198,8.0
4,Week_2,Leeza Gibbons,0.10632087927261324,7.0
4,Week_3,John Ratzenberger,0.1015333948828071,6.666666666666667
4,Week_3,Ian Ziering,0.09745431771523717,8.0
4,Week_3,Clyde Drexler,0.10843267422629295,5.333333333333333
4,Week_3,Laila Ali,0.10458433898873792,7.0
4,Week_3,Apolo Anton Ohno,0.1033307037275915,7.666666666666667
4,Week_3,Shandi Finnessey,0.08643244335847372,7.0
4,Week_3,Heather Mills,0.08876895477554415,8.0
4,Week_3,Billy Ray Cyrus,0.09859899198215158,7.0
4,Week_3,Joey Fatone,0.09506124782608315,8.0
4,Week_3,Leeza Gibbons,0.1158029325170807,8.0
4,Week_4,John Ratzenberger,0.11113944901465857,5.333333333333333
4,Week_4,Ian Ziering,0.10667445117414251,8.0
4,Week_4,Clyde Drexler,0.11869146779348769,5.0
4,Week_4,Laila Ali,0.11447904233072022,7.0
4,Week_4,Apolo Anton Ohno,0.11310680088887758,8.666666666666666
4,Week_4,Heather Mills,0.09716736778818877,7.666666666666667
4,Week_4,Billy Ray Cyrus,0.10792742284393614,7.0
4,Week_4,Joey Fatone,0.10405497342259946,9.333333333333334
4,Week_4,Leeza Gibbons,0.12675902474338904,5.333333333333333
4,Week_5,John Ratzenberger,0.12727237058705254,6.0
4,Week_5,Ian Ziering,0.1221592369079968,8.0
4,Week_5,Clyde Drexler,0.13592063491822398,4.333333333333333
4,Week_5,Laila Ali,0.13109673683954118,9.333333333333334
4,Week_5,Apolo Anton Ohno,0.12952530182821526,10.0
4,Week_5,Heather Mills,0.11127211221351029,7.0
4,Week_5,Billy Ray Cyrus,0.12359408903392391,5.666666666666667
4,Week_5,Joey Fatone,0.11915951767153599,8.333333333333334
4,Week_6,John Ratzenberger,0.1472924545247155,6.333333333333333
4,Week_6,Ian Ziering,0.141375019291701,8.0
4,Week_6,Laila Ali,0.15171839779686702,9.333333333333334
4,Week_6,Apolo Anton Ohno,0.14989977432912896,9.333333333333334
4,Week_6,Heather Mills,0.12877533790310983,7.666666666666667
4,Week_6,Billy Ray Cyrus,0.14303557523587784,7.0
4,Week_6,Joey Fatone,0.1379034409185999,9.0
4,Week_7,John Ratzenberger,0.16906368808500843,7.5
4,Week_7,Ian Ziering,0.16227159932713023,9.0
4,Week_7,Laila Ali,0.17414382810480428,9.833333333333334
4,Week_7,Apolo Anton Ohno,0.17205639469427506,9.0
4,Week_7,Billy Ray Cyrus,0.164177601322276,6.333333333333333
4,Week_7,Joey Fatone,0.1582868884665061,9.833333333333334
4,Week_8,Ian Ziering,0.1952876496071715,7.833333333333333
4,Week_8,Laila Ali,0.20957542185570047,8.833333333333334
4,Week_8,Apolo Anton Ohno,0.20706327576147276,9.666666666666666
4,Week_8,Billy Ray Cyrus,0.1975814499476009,6.333333333333333
4,Week_8,Joey Fatone,0.19049220282805443,9.166666666666666
4,Week_9,Ian Ziering,0.2433737973709841,9.666666666666666
4,Week_9,Laila Ali,0.2611796821521821,10.0
4,Week_9,Apolo Anton Ohno,0.2580489642817345,9.833333333333334
4,Week_9,Joey Fatone,0.23739755619509917,10.0
4,Week_10,Laila Ali,0.345189845718629,9.4444
4,Week_10,Apolo Anton Ohno,0.34105211184215284,9.777733333333334
4,Week_10,Joey Fatone,0.31375804243921807,9.5555
5,Week_1,Cameron Mathison,0.08166795679442754,7.0
5,Week_1,Jane Seymour,0.08529330653465196,8.0
5,Week_1,Sabrina Bryan,0.07878016883264115,8.666666666666666
5,Week_1,Jennie Garth,0.0810825355978743,7.0
5,Week_1,Floyd Mayweather Jr. ,0.08873184877756682,6.0
5,Week_1,Josie Maran,0.07331252973754909,5.333333333333333
5,Week_1,Albert Reed,0.07208065541873827,7.0
5,Week_1,Helio Castroneves,0.08913063019706237,8.333333333333334
5,Week_1,Mel B,0.08083356172498234,8.0
5,Week_1,Wayne Newton,0.08751041580766498,6.333333333333333
5,Week_1,Marie Osmond,0.08379987785550191,7.0
5,Week_1,Mark Cuban,0.09777651272133922,7.0
5,Week_2,Cameron Mathison,0.08812891013978857,7.0
5,Week_2,Jane Seymour,0.09204107023319923,7.0
5,Week_2,Sabrina Bryan,0.08501266215494367,8.666666666666666
5,Week_2,Jennie Garth,0.08749717482951462,7.0
5,Week_2,Floyd Mayweather Jr. ,0.09575164402777207,7.0
5,Week_2,Albert Reed,0.07778313372287642,7.0
5,Week_2,Helio Castroneves,0.09618197402822262,9.0
5,Week_2,Mel B,0.08722850401990342,7.666666666666667
5,Week_2,Wayne Newton,0.0944335804852102,5.0
5,Week_2,Marie Osmond,0.09042949273045488,8.0
5,Week_2,Mark Cuban,0.10551185362811427,6.0
5,Week_3,Cameron Mathison,0.09556202381718976,7.666666666666667
5,Week_3,Jane Seymour,0.09980414976008598,9.0
5,Week_3,Sabrina Bryan,0.09218294011269754,9.0
5,Week_3,Jennie Garth,0.09487700564697976,8.666666666666666
5,Week_3,Floyd Mayweather Jr. ,0.10382768688053791,7.0
5,Week_3,Helio Castroneves,0.10429431248259151,8.0
5,Week_3,Mel B,0.09458567416147376,9.0
5,Week_3,Wayne Newton,0.10239845305196704,6.0
5,Week_3,Marie Osmond,0.0980566459335185,8.666666666666666
5,Week_3,Mark Cuban,0.11441110815295832,6.666666666666667
5,Week_4,Cameron Mathison,0.10646374679512707,9.0
5,Week_4,Jane Seymour,0.11118981478968439,8.666666666666666
5,Week_4,Sabrina Bryan,0.10269917696346674,10.0
5,Week_4,Jennie Garth,0.10570058169972461,9.0
5,Week_4,Floyd Mayweather Jr. ,0.11567235733223291,7.666666666666667
5,Week_4,Helio Castroneves,0.11619221561861866,9.0
5,Week_4,Mel B,0.10537601509609457,8.666666666666666
5,Week_4,Marie Osmond,0.10924295559307401,8.666666666666666
5,Week_4,Mark Cuban,0.1274631361119771,7.333333333333333
5,Week_5,Cameron Mathison,0.12038948197294386,8.666666666666666
5,Week_5,Jane Seymour,0.12573373196189602,8.666666666666666
5,Week_5,Sabrina Bryan,0.11613249660912135,9.333333333333334
5,Week_5,Jennie Garth,0.11952649289674558,8.333333333333334
5,Week_5,Helio Castroneves,0.13139045983918304,7.666666666666667
5,Week_5,Mel B,0.11915947213659957,9.666666666666666
5,Week_5,Marie Osmond,0.12353221851520871,7.0
5,Week_5,Mark Cuban,0.14413564606830198,7.0
5,Week_6,Cameron Mathison,0.14066420855115025,8.333333333333334
5,Week_6,Jane Seymour,0.1469084807473243,7.333333333333333
5,Week_6,Sabrina Bryan,0.13569030661883277,8.333333333333334
5,Week_6,Jennie Garth,0.13965588395831743,9.0
5,Week_6,Helio Castroneves,0.15351785506149093,9.333333333333334
5,Week_6,Mel B,0.1392270534334101,10.0
5,Week_6,Marie Osmond,0.1443362116294741,7.666666666666667
5,Week_7,Cameron Mathison,0.16274746150407488,8.5
5,Week_7,Jane Seymour,0.16997203881009412,8.333333333333334
5,Week_7,Jennie Garth,0.1615808373176814,8.833333333333334
5,Week_7,Helio Castroneves,0.17761903659894326,8.666666666666666
5,Week_7,Mel B,0.16108468353369484,9.0
5,Week_7,Marie Osmond,0.16699594223551156,8.666666666666666
5,Week_8,Cameron Mathison,0.1960746735215576,8.5
5,Week_8,Jennie Garth,0.19466914956219478,8.333333333333334
5,Week_8,Helio Castroneves,0.2139916302871452,9.5
5,Week_8,Mel B,0.19407139405613294,9.333333333333334
5,Week_8,Marie Osmond,0.20119315257296952,8.166666666666666
5,Week_9,Jennie Garth,0.24214829804521018,9.666666666666666
5,Week_9,Helio Castroneves,0.2661834665969856,10.0
5,Week_9,Mel B,0.24140475198891131,10.0
5,Week_9,Marie Osmond,0.250263483368893,9.333333333333334
5,Week_10,Helio Castroneves,0.3512342400371952,9.3333
5,Week_10,Mel B,0.3185382461584977,9.4444
5,Week_10,Marie Osmond,0.33022751380430704,7.666666666666667
6,Week_1,Cristian de la Fuente,0.07895401732647522,7.0
6,Week_1,Steve Guttenberg,0.08186799694995815,6.0
6,Week_1,Priscilla Presley,0.08447255186740753,8.0
6,Week_1,Marlee Matlin,0.08049459471308415,7.333333333333333
6,Week_1,Shannon Elizabeth,0.07896383164827854,7.0
6,Week_1,Marissa Jaret Winokur,0.07914523938595477,6.0
6,Week_1,Jason Taylor,0.08722246443892277,7.333333333333333
6,Week_1,Kristi Yamaguchi,0.08785512475616246,9.0
6,Week_1,Monica Seles,0.08744005405965703,5.0
6,Week_1,Penn Jillette,0.0826620654571208,5.333333333333333
6,Week_1,Adam Carolla,0.09406936081862902,5.0
6,Week_1,Mario,0.07685269857834959,8.0
6,Week_2,Cristian de la Fuente,0.07895401732647522,6.666666666666667
6,Week_2,Steve Guttenberg,0.08186799694995815,5.333333333333333
6,Week_2,Priscilla Presley,0.08447255186740753,7.0
6,Week_2,Marlee Matlin,0.08049459471308415,8.0
6,Week_2,Shannon Elizabeth,0.07896383164827854,8.0
6,Week_2,Marissa Jaret Winokur,0.07914523938595477,7.0
6,Week_2,Jason Taylor,0.08722246443892277,9.0
6,Week_2,Kristi Yamaguchi,0.08785512475616246,9.0
6,Week_2,Monica Seles,0.08744005405965703,5.0
6,Week_2,Penn Jillette,0.0826620654571208,5.666666666666667
6,Week_2,Adam Carolla,0.09406936081862902,6.333333333333333
6,Week_2,Mario,0.07685269857834959,8.666666666666666
6,Week_3,Cristian de la Fuente,0.09513702731775012,8.333333333333334
6,Week_3,Steve Guttenberg,0.09864827814994434,7.0
6,Week_3,Priscilla Presley,0.10178668225808933,8.666666666666666
6,Week_3,Marlee Matlin,0.09699337304755472,7.0
6,Week_3,Shannon Elizabeth,0.09514885325686157,8.0
6,Week_3,Marissa Jaret Winokur,0.09536744369062747,6.333333333333333
6,Week_3,Jason Taylor,0.10510023761976113,7.666666666666667
6,Week_3,Kristi Yamaguchi,0.10586257276016578,9.0
6,Week_3,Adam Carolla,0.1133505254451976,7.0
6,Week_3,Mario,0.09260500645404807,7.0
6,Week_4,Cristian de la Fuente,0.1055492822740473,8.666666666666666
6,Week_4,Priscilla Presley,0.11292670751121285,7.333333333333333
6,Week_4,Marlee Matlin,0.10760879543057005,8.0
6,Week_4,Shannon Elizabeth,0.10556240250095184,9.333333333333334
6,Week_4,Marissa Jaret Winokur,0.10580491652568486,8.0
6,Week_4,Jason Taylor,0.11660291434739731,9.666666666666666
6,Week_4,Kristi Yamaguchi,0.11744868312103422,9.666666666666666
6,Week_4,Adam Carolla,0.12575615344977842,6.333333333333333
6,Week_4,Mario,0.10274014483932317,8.0
6,Week_5,Cristian de la Fuente,0.1207320848645904,7.666666666666667
6,Week_5,Priscilla Presley,0.12917072045382214,7.0
6,Week_5,Marlee Matlin,0.12308784998052413,7.333333333333333
6,Week_5,Shannon Elizabeth,0.12074709237874828,7.666666666666667
6,Week_5,Marissa Jaret Winokur,0.12102449098520114,8.0
6,Week_5,Jason Taylor,0.13337573356394103,9.0
6,Week_5,Kristi Yamaguchi,0.13434316247633696,9.666666666666666
6,Week_5,Mario,0.1175188652968359,9.0
6,Week_6,Cristian de la Fuente,0.13864036005714975,9.0
6,Week_6,Marlee Matlin,0.1413455574721487,7.0
6,Week_6,Shannon Elizabeth,0.13865759364645405,8.0
6,Week_6,Marissa Jaret Winokur,0.13897613898360375,8.666666666666666
6,Week_6,Jason Taylor,0.1531594500743569,8.0
6,Week_6,Kristi Yamaguchi,0.1542703783987928,10.0
6,Week_6,Mario,0.13495052136749403,9.333333333333334
6,Week_7,Cristian de la Fuente,0.16146234525846853,7.666666666666667
6,Week_7,Shannon Elizabeth,0.1614824157180746,8.5
6,Week_7,Marissa Jaret Winokur,0.1618533977119625,8.666666666666666
6,Week_7,Jason Taylor,0.1783714641054676,9.166666666666666
6,Week_7,Kristi Yamaguchi,0.17966526551079817,9.0
6,Week_7,Mario,0.15716511169522865,8.5
6,Week_8,Cristian de la Fuente,0.19255689837051987,9.5
6,Week_8,Marissa Jaret Winokur,0.19302326003165168,8.333333333333334
6,Week_8,Jason Taylor,0.21272238942754926,8.666666666666666
6,Week_8,Kristi Yamaguchi,0.21426535218656945,9.166666666666666
6,Week_8,Mario,0.1874320999837098,8.833333333333334
6,Week_9,Cristian de la Fuente,0.23697330200548103,9.333333333333334
6,Week_9,Marissa Jaret Winokur,0.23754723762504276,8.666666666666666
6,Week_9,Jason Taylor,0.2617902939843977,9.166666666666666
6,Week_9,Kristi Yamaguchi,0.26368916638507855,9.5
6,Week_10,Cristian de la Fuente,0.31080391297597904,8.666666666666666
6,Week_10,Jason Taylor,0.34335280413825164,9.5
6,Week_10,Kristi Yamaguchi,0.34584328288576927,10.0
7,Week_1,Ted McGinley,0.07398082175813449,6.166666666666667
7,Week_1,Cloris Leachman,0.07991602818215923,5.333333333333333
7,Week_1,Susan Lucci,0.07597096163264504,6.166666666666667
7,Week_1,Cody Linley,0.06851488727895116,6.833333333333333
7,Week_1,Misty May-Treanor,0.07825870671173454,7.0
7,Week_1,Maurice Greene,0.07882137336529342,6.5
7,Week_1,Warren Sapp,0.07901783520607222,7.166666666666667
7,Week_1,Jeffrey Ross,0.07274043744890978,4.0
7,Week_1,Toni Braxton,0.07253582317065504,7.5
7,Week_1,Lance Bass,0.07065095925976887,7.166666666666667
7,Week_1,Kim Kardashian,0.08162942852851326,6.166666666666667
7,Week_1,Rocco DiSpirito,0.08438084540441142,5.833333333333333
7,Week_1,Brooke Burke,0.08358189205275152,8.166666666666666
7,Week_2,Cloris Leachman,0.09365758732942639,5.0
7,Week_2,Susan Lucci,0.08903416668045061,7.0
7,Week_2,Cody Linley,0.08029602051878143,7.0
7,Week_2,Misty May-Treanor,0.09171528947153701,7.0
7,Week_2,Maurice Greene,0.09237470664280743,6.333333333333333
7,Week_2,Warren Sapp,0.0926049500924406,8.0
7,Week_2,Toni Braxton,0.0850083562415339,7.666666666666667
7,Week_2,Lance Bass,0.08279939002595169,6.666666666666667
7,Week_2,Kim Kardashian,0.09566560682462881,5.666666666666667
7,Week_2,Rocco DiSpirito,0.09889012976696915,5.333333333333333
7,Week_2,Brooke Burke,0.09795379640547296,8.0
7,Week_3,Cloris Leachman,0.11525398172716436,5.333333333333333
7,Week_3,Susan Lucci,0.10956445187498307,7.0
7,Week_3,Cody Linley,0.09881138672817369,7.0
7,Week_3,Maurice Greene,0.11367528307145751,8.0
7,Week_3,Warren Sapp,0.1139586180910057,8.333333333333334
7,Week_3,Toni Braxton,0.10461033447783169,7.333333333333333
7,Week_3,Lance Bass,0.10189200530551225,7.333333333333333
7,Week_3,Rocco DiSpirito,0.12169309005441555,6.666666666666667
7,Week_3,Brooke Burke,0.12054084866945614,9.333333333333334
7,Week_4,Cloris Leachman,0.11525398172716436,7.333333333333333
7,Week_4,Susan Lucci,0.10956445187498307,8.0
7,Week_4,Cody Linley,0.09881138672817369,7.666666666666667
7,Week_4,Maurice Greene,0.11367528307145751,6.666666666666667
7,Week_4,Warren Sapp,0.1139586180910057,7.333333333333333
7,Week_4,Toni Braxton,0.10461033447783169,7.333333333333333
7,Week_4,Lance Bass,0.10189200530551225,8.666666666666666
7,Week_4,Rocco DiSpirito,0.12169309005441555,6.0
7,Week_4,Brooke Burke,0.12054084866945614,8.666666666666666
7,Week_5,Cloris Leachman,0.13122290217926777,7.0
7,Week_5,Susan Lucci,0.12474506420742056,7.333333333333333
7,Week_5,Cody Linley,0.11250211698129023,9.333333333333334
7,Week_5,Maurice Greene,0.1294254682323976,9.0
7,Week_5,Warren Sapp,0.12974806050206986,8.333333333333334
7,Week_5,Toni Braxton,0.11910453315722272,7.333333333333333
7,Week_5,Lance Bass,0.11600956812673258,7.0
7,Week_5,Brooke Burke,0.13724228661359872,9.666666666666666
7,Week_6,Cloris Leachman,0.1489653507351838,5.0
7,Week_6,Susan Lucci,0.14161165416654953,7.666666666666667
7,Week_6,Cody Linley,0.12771335671020054,7.666666666666667
7,Week_6,Maurice Greene,0.1469248884845238,7.0
7,Week_6,Warren Sapp,0.14729109796319043,8.333333333333334
7,Week_6,Lance Bass,0.13169504497795087,9.0
7,Week_6,Brooke Burke,0.15579860696240116,8.666666666666666
7,Week_7,Susan Lucci,0.16639939900083225,8.0
7,Week_7,Cody Linley,0.1500683395447275,7.333333333333333
7,Week_7,Maurice Greene,0.17264266338796883,8.333333333333334
7,Week_7,Warren Sapp,0.17307297427952065,7.0
7,Week_7,Lance Bass,0.1547469836765381,8.333333333333334
7,Week_7,Brooke Burke,0.18306964011041263,10.0
7,Week_8,Cody Linley,0.1800242698539961,8.0
7,Week_8,Maurice Greene,0.20710477317439127,8.0
7,Week_8,Warren Sapp,0.2076209806855615,9.0
7,Week_8,Lance Bass,0.18563684274106304,8.333333333333334
7,Week_8,Brooke Burke,0.2196131335449882,9.166666666666666
7,Week_9,Cody Linley,0.22704673172864373,7.666666666666667
7,Week_9,Warren Sapp,0.2618517222215869,8.166666666666666
7,Week_9,Lance Bass,0.23412531247573323,9.5
7,Week_9,Brooke Burke,0.2769762335740361,8.166666666666666
7,Week_10,Warren Sapp,0.3387678569587989,9.166666666666666
7,Week_10,Lance Bass,0.3028971117482101,9.166666666666666
7,Week_10,Brooke Burke,0.358335031292991,10.0
8,Week_1,Gilles Marini,0.07127453861020987,8.0
8,Week_1,Denise Richards,0.07215496473891077,6.0
8,Week_1,David Alan Grier,0.07461768542569563,6.333333333333333
8,Week_1,Lawrence Taylor,0.08225317154858268,5.333333333333333
8,Week_1,Ty Murray,0.08007211197990535,4.666666666666667
8,Week_1,Shawn Johnson,0.07595509134162774,7.666666666666667
8,Week_1,Steve Wozniak,0.07892633433389996,4.333333333333333
8,Week_1,Belinda Carlisle,0.0745683813715689,5.666666666666667
8,Week_1,Chuck Wicks,0.07087735457752785,6.666666666666667
8,Week_1,Lil' Kim,0.07180353721468385,7.0
8,Week_1,Steve-O,0.08330634758230747,5.666666666666667
