index,celebrity_age_during_season,weeks,elimination_order,score_sum,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media,celebrity_fame_1,celebrity_fame_1.1,celebrity_fame_1.2,celebrity_fame_1.3,celebrity_fame_1.4,ballroom_fame_1,ballroom_fame_1.1,ballroom_fame_1.2,ballroom_fame_1.3,ballroom_fame_1.4,season
33,41,2,1.0,13.333333333333332,0,0,1,0,0,0,0,136,222.27611589052924,363.284350701323,593.7458414536981,970.408231356484,37,53.09112112998832,76.18019304970512,109.31059072723754,156.84923819163083,4
34,39,6,5.0,44.333333333333336,0,0,1,0,0,0,0,594,1125.032554213941,2130.8051313823944,4035.732558066174,7643.654053746706,9,11.21157845653966,13.966610165238237,17.398638404385867,21.674022167526225,4
35,45,8,7.0,50.66666666666667,0,0,0,1,0,0,0,1847,3918.443463217157,8313.047739268675,17636.279140958046,37415.680950384434,218,373.5099219707152,639.9525771127045,1096.4616382675429,1878.6206465742755,4
36,30,10,10.0,89.22216666666667,0,0,0,1,0,0,0,344,616.8993133259976,1106.292915064206,1983.9283129085024,3557.80236605017,0,0.0,0.0,0.0,0.0,4
37,50,4,3.0,25.33333333333333,0,0,0,0,0,0,1,36,51.51488691978921,73.71621039885189,105.4856178570068,150.94665765466107,129,209.72426513862052,340.96331308476255,554.3277540769863,901.2091540289751,4
38,38,8,8.0,64.66666666666667,1,0,0,0,0,0,0,54,80.46983962849211,119.91472388583766,178.69478889237536,266.2877963817905,2095,4500.931775704546,9669.874391191814,20774.91404028014,44633.16025843782,5
39,56,7,7.0,57.0,1,0,0,0,0,0,0,235,405.67164067317873,700.2956597722061,1208.8939968344553,2086.868132322508,129,209.72426513862052,340.96331308476255,554.3277540769863,901.2091540289751,5
40,23,6,6.0,54.0,1,0,0,0,0,0,0,481,891.989175232087,1654.1469620191633,3067.528449821488,5688.57000406908,61,92.01588733744936,138.80202495898632,209.3769096858348,315.83610053631253,5
41,35,9,9.0,75.83333333333333,1,0,0,0,0,0,0,155,256.6639466385112,425.0089129293964,703.7707416064661,1165.371458512434,65,98.67444498786934,149.7945552871391,227.3983785409717,345.206289133412,5
42,30,4,4.0,27.666666666666668,0,0,0,0,0,1,0,1249,2548.112992153886,5198.462626728118,10605.500527135577,21636.52016132026,218,373.5099219707152,639.9525771127045,1096.4616382675429,1878.6206465742755,5
43,29,1,1.0,5.333333333333333,0,0,1,0,0,0,0,190,321.09161242560003,542.630650368798,917.0218446235228,1549.726435366656,37,53.09112112998832,76.18019304970512,109.31059072723754,156.84923819163083,5
44,22,2,2.0,14.0,0,0,1,0,0,0,0,30,42.15347479450939,59.23051457504459,83.22573344016544,116.94179522748564,34,48.37564947394369,68.82951358899608,97.9315418483329,139.33829237934694,5
45,32,10,12.0,88.83330000000001,0,0,0,0,0,1,0,16,21.112126572366314,27.85761802547597,36.75834735990512,48.50293012833273,363,654.4813681826378,1180.0161468270437,2127.5443037271843,3835.917649511138,5
46,32,10,11.0,90.77773333333332,0,0,0,1,0,0,0,520,971.859933493805,1816.368712174196,3394.723030411235,6344.6063433948975,11,13.98079776731155,17.769336928223957,22.584500550247288,28.7044849880676,5
47,65,3,3.0,17.333333333333332,0,0,0,1,0,0,0,224,384.83345529246367,661.1463763943592,1135.8537700086297,1951.40415633657,288,507.3781218831488,893.8630505752469,1574.7449854917045,2774.274837443356,5
48,47,10,10.0,80.83333333333333,0,0,0,1,0,0,0,431,790.5420892887222,1450.0157655150283,2659.625273252521,4878.296334668524,9,11.21157845653966,13.966610165238237,17.398638404385867,21.674022167526225,5
49,49,5,5.0,34.0,0,0,0,0,0,0,1,734,1419.9258507865593,2746.8520732042657,5313.796004127236,10279.559008265089,0,0.0,0.0,0.0,0.0,5
50,34,10,10.0,82.5,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813,6
51,49,3,3.0,18.33333333333333,1,0,0,0,0,0,0,207,352.8315235446996,601.401372013883,1025.0887070025651,1747.2638176820335,50,73.93788183141571,109.3362073943278,161.6817516443394,239.0881249475092,6
52,62,5,5.0,38.0,1,0,0,0,0,0,0,297,524.8462448172644,927.4868036996075,1639.016720671065,2896.403269484561,63,95.33988075395158,144.28083908218568,218.3447300504073,330.4279448612628,6
53,42,6,6.0,44.66666666666666,1,0,0,0,0,0,0,182,306.2517131444878,515.3302846369975,867.1471566226207,1459.1500124398283,24,32.9786114475993,45.316200542155286,62.26939041505117,85.56491798236814,6
54,34,7,7.0,56.5,1,0,0,0,0,0,0,300,530.680806142328,938.7403933595692,1660.5716956880742,2937.4450870829287,315,559.9401498267218,995.3427663110202,1769.309135546465,3145.10229348468,6
55,35,9,9.0,69.66666666666667,1,0,0,0,0,0,0,123,199.01949622581813,322.02243803234467,521.046694232577,843.0768341162217,235,405.67164067317873,700.2956597722061,1208.8939968344553,2086.868132322508,6
56,33,10,11.0,87.16666666666667,0,0,0,0,0,1,0,340,609.0133443479486,1090.874275276096,1953.9911489677645,3500.0196601739626,3193,7155.151115165073,16033.882706184746,35930.11391343056,80515.31307099601,6
57,36,10,12.0,94.0,0,0,0,0,0,1,0,368,664.4045539771043,1199.5473134388978,2165.719287390774,3910.091731463254,248,430.42436646606313,747.0368356762564,1296.543777107924,2250.2582010370725,6
58,34,2,2.0,10.0,0,0,0,0,0,1,0,297,524.8462448172644,927.4868036996075,1639.016720671065,2896.403269484561,11,13.98079776731155,17.769336928223957,22.584500550247288,28.7044849880676,6
59,53,2,1.0,11.0,1,0,0,0,0,0,0,183,308.1031927098604,518.7299309180836,873.3461632241906,1470.3865640998893,0,0.0,0.0,0.0,0.0,6
60,43,4,4.0,24.666666666666664,0,0,0,0,0,0,1,305,540.4180216581051,957.5463545339665,1696.6403493874643,3006.213183873077,979,1949.2204585484244,3880.960567950688,7727.117199049228,15384.93864145876,6
61,21,8,8.0,67.33333333333334,0,0,0,1,0,0,0,842,1651.3658554834817,3238.728252561386,6351.930227398521,12457.673033182102,365,658.449012842302,1187.822198665757,2142.7954908044944,3865.5385634058994,6
62,50,1,2.0,6.166666666666667,1,0,0,0,0,0,0,72,110.42457745237616,169.35537924355296,259.73605822578133,398.3506177601062,18,24.03254452572564,32.08684424338806,42.840472942735936,57.19808741663585,7
63,82,6,7.0,35.0,1,0,0,0,0,0,0,206,350.9570269639541,597.916673666881,1018.6556221471131,1735.4580031498422,92,144.59943968031956,227.27171691154732,357.2104665281951,561.4394924774185,7
64,61,7,8.0,51.16666666666667,1,0,0,0,0,0,0,160,265.7859263896685,441.5134916675887,733.4254524775452,1218.3385207781616,235,405.67164067317873,700.2956597722061,1208.8939968344553,2086.868132322508,7
65,18,9,10.0,68.5,1,0,0,0,0,0,0,877,1727.0286916884568,3400.944243916919,6697.295653451795,13188.622292168327,979,1949.2204585484244,3880.960567950688,7727.117199049228,15384.93864145876,7
66,31,2,4.0,14.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,43,62.634743194944704,91.2351408162016,132.89510733435824,193.5779283663287,7
67,34,8,9.0,59.833333333333336,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813,7
68,35,10,12.0,80.83333333333334,0,0,0,0,0,1,0,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.447027643389,0,0.0,0.0,0.0,0.0,7
69,43,1,1.0,4.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3193,7155.151115165073,16033.882706184746,35930.11391343056,80515.31307099601,7
70,40,5,6.0,37.16666666666667,0,0,0,1,0,0,0,436,800.6360447244283,1470.2249452109538,2699.8052408002,4957.709608992092,51,75.56613219696311,111.96549676880196,165.89803000646933,245.8092640526393,7
71,29,10,11.0,81.16666666666667,0,0,0,1,0,0,0,571,1077.2083695363,2032.185414008848,3833.77782210144,7232.535125937501,374,676.3301721575581,1223.0548175686406,2211.73496076024,3999.633921865938,7
72,27,2,3.0,11.833333333333334,0,0,0,0,0,0,1,1243,2534.6514225214546,5168.509922518119,10539.316997125345,21491.146274471645,248,430.42436646606313,747.0368356762564,1296.543777107924,2250.2582010370725,7
73,41,4,5.0,23.833333333333336,0,0,0,0,0,0,1,53,78.83216547687636,117.25491158063416,174.40487910756713,259.4097035807988,365,658.449012842302,1187.822198665757,2142.7954908044944,3865.5385634058994,7
74,37,10,13.0,89.83333333333333,0,0,0,0,0,0,1,339,607.0432970689194,1087.0252640598935,1946.5233046965504,3485.6162970633663,315,559.9401498267218,995.3427663110202,1769.309135546465,3145.10229348468,7
75,33,11,12.0,101.5,1,0,0,0,0,0,0,128,207.9366134671964,337.79402515786086,548.7480128185822,891.4437768152308,617,1173.0423198379913,2230.1917084779484,4240.047415553364,8061.191339649579,8
76,38,3,2.0,18.33333333333333,1,0,0,0,0,0,0,240,415.176119970688,718.2133774746453,1242.4376807123597,2149.2935649314054,80,123.99351900386702,192.17990943702893,297.86329066177115,461.6639698903082,8
77,52,5,5.0,34.666666666666664,1,0,0,0,0,0,0,127,206.15035786672092,334.6296854218667,543.1813338783156,881.7088690199803,35,49.9430255960178,71.26588016241392,101.69239077354788,145.10930500924405,8
78,50,7,7.0,46.0,0,0,0,0,0,1,0,174,291.47692091886864,488.2689392433582,817.9260171895185,1370.1526266082426,4447,10300.868484656386,23860.555776520563,55269.72049128549,128024.76320315916,8
79,39,10,10.0,72.66666666666667,0,0,0,0,0,1,0,132,215.0954998477668,350.5005610209135,571.1446467402732,930.68669148466,173,289.6347811475164,484.903505493466,811.8203508165523,1359.1410961841148,8
80,17,11,13.0,97.0,0,0,0,0,0,1,0,477,883.8330081429164,1637.6536400061957,3034.407427553192,5622.45166588164,567,1068.9105531100631,2015.1142337743563,3798.9010056502807,7161.702601693142,8
81,58,4,4.0,17.333333333333336,0,0,0,0,1,0,0,556,1046.121844183118,1968.2930087717384,3703.371065160125,6967.944907157739,523,978.0292821853518,1828.950816084117,3420.205456610061,6395.91030144313,8
82,50,2,1.0,11.666666666666668,0,0,0,1,0,0,0,412,752.2928559812008,1373.6517989328904,2508.224356657617,4579.901127940694,17,22.56803847310483,29.959785913149386,39.77256477258468,52.79933952716144,8
83,29,8,8.0,61.16666666666667,0,0,0,1,0,0,0,157,260.3092600463528,431.5981583813991,715.5987085708954,1186.4775179504156,1370,2820.9320420890144,5808.509186922981,11960.153052671129,24626.84596683844,8
84,34,9,9.0,76.66666666666667,0,0,0,1,0,0,0,532,996.5584948945476,1866.7835220798588,3496.915370409486,6550.52766599414,514,959.531929383781,1791.248100208093,3343.8905556375566,6242.35361186596,8
85,34,6,6.0,31.666666666666668,0,0,0,0,0,0,1,195,330.39850420768386,559.8111363214091,948.5167286122942,1607.1205556382936,580,1095.899661832891,2070.6828772507647,3912.5183878315015,7392.6337554129395,8
86,30,4,3.0,23.0,0,0,0,0,0,0,1,335,599.168933965845,1071.651974417214,1916.7181226685227,3428.1729978278,219,375.3950367364225,643.4768657823737,1103.004665157133,1890.69624108268,8
87,26,11,11.0,97.83333333333334,0,0,0,0,0,0,1,381,690.2675752512897,1250.5756573314811,2265.700332426481,4104.828017611721,376,680.3096469794633,1230.907488758833,2227.1229764412224,4029.609696496217,8
88,34,1,1.0,6.3333,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4447,10300.868484656386,23860.555776520563,55269.72049128549,128024.76320315916,9
89,45,3,5.0,20.0,1,0,0,0,0,0,0,77,118.88848632220072,183.56457376602725,283.4248612652329,437.60977586887344,80,123.99351900386702,192.17990943702893,297.86329066177115,461.6639698903082,9
90,33,6,8.0,45.66663333333334,1,0,0,0,0,0,0,322,573.6426836306308,1021.943877276247,1820.592013293908,3243.382882926736,567,1068.9105531100631,2015.1142337743563,3798.9010056502807,7161.702601693142,9
91,45,7,11.0,56.49993333333333,1,0,0,0,0,0,0,95,149.79453384941735,236.19370917014965,372.4265954032359,587.2365079110866,580,1095.899661832891,2070.6828772507647,3912.5183878315015,7392.6337554129395,9
92,39,4,6.0,25.0,0,0,0,0,0,1,0,315,559.9401498267218,995.3427663110202,1769.309135546465,3145.10229348468,69,105.37412947279287,160.92329220505667,245.75582359425687,375.3087822335369,9
93,27,5,7.0,39.99993333333333,0,0,0,0,0,1,0,97,153.2670885632895,242.1732003780124,382.6513541236297,604.6171029002984,138,225.8743912136058,369.7046420733115,605.1218185300962,990.4458142793868,9
94,21,6,9.0,42.6666,0,0,0,0,0,1,0,103,163.72724238452105,260.25834853242407,413.7027350753724,657.6156114643177,173,289.6347811475164,484.903505493466,811.8203508165523,1359.1410961841148,9
95,43,7,10.0,45.1666,0,0,0,0,0,1,0,158,262.1336626162108,434.8990954214516,721.529700957608,1197.071032901246,44,64.238877587428,93.78712258392171,136.92680652149207,199.90964460389907,9
96,30,9,13.0,81.16659999999999,0,0,1,0,0,0,0,348,624.7944575652664,1121.7474546099854,2013.9700931846671,3615.854459551671,514,959.531929383781,1791.248100208093,3343.8905556375566,6242.35361186596,9
97,46,2,3.0,12.666633333333332,0,0,1,0,0,0,0,132,215.0954998477668,350.5005610209135,571.1446467402732,930.68669148466,376,680.3096469794633,1230.907488758833,2227.1229764412224,4029.609696496217,9
98,62,3,4.0,17.666633333333333,0,0,0,0,1,0,0,505,941.0669381737988,1753.6771923243707,3267.975496883009,6089.868702730075,617,1173.0423198379913,2230.1917084779484,4240.047415553364,8061.191339649579,9
99,42,1,2.0,6.3333,0,0,0,1,0,0,0,129,209.72426513862052,340.96331308476255,554.3277540769863,901.2091540289751,17,22.56803847310483,29.959785913149386,39.77256477258468,52.79933952716144,9
100,21,8,12.0,68.83323333333334,0,0,0,1,0,0,0,130,211.5133031369914,344.1375184916982,559.9204866888196,911.004858720184,523,978.0292821853518,1828.950816084117,3420.205456610061,6395.91030144313,9
101,29,10,15.0,94.77766666666668,0,0,0,1,0,0,0,671,1286.4555122446031,2466.419947815979,4728.672932008812,9065.912606534392,219,375.3950367364225,643.4768657823737,1103.004665157133,1890.69624108268,9
102,51,10,16.0,88.22206666666668,0,0,0,1,0,0,0,264,461.0672972956314,805.2388357405224,1406.3230820922863,2456.096903730121,35,49.9430255960178,71.26588016241392,101.69239077354788,145.10930500924405,9
103,24,10,14.0,81.57386666666666,0,0,0,0,0,0,1,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.447027643389,132,215.0954998477668,350.5005610209135,571.1446467402732,930.68669148466,9
104,32,4,3.0,23.5,1,0,0,0,0,0,0,52,77.19757853713917,114.60511792303392,170.13918445425972,252.58332796447127,5606,13289.79870041852,31505.306724517563,74687.68896963616,177057.50121404414,10
105,38,2,1.0,12.666666666666668,1,0,0,0,0,0,0,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.447027643389,693,1332.9275919805957,2563.77484193822,4931.206675967018,9484.763982908144,10
106,40,8,7.0,55.99993333333333,1,0,0,0,0,0,0,127,206.15035786672092,334.6296854218667,543.1813338783156,881.7088690199803,171,285.95370072925533,478.18432140793226,799.6407972941865,1337.1944166103196,10
107,80,3,2.0,13.0,0,0,0,0,1,0,0,185,311.8091829453244,525.5403598325981,885.7746497524012,1492.933350340415,141,231.2815684787204,379.369956865085,622.278572038733,1020.7203132752938,10
108,32,9,8.0,66.49996666666667,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,552,1037.846166492103,1951.312799460784,3668.772660411863,6897.865292281668,10
109,24,10,10.0,87.62956666666668,0,0,0,0,0,1,0,463,855.3406062527982,1580.1459021704177,2919.1424490935638,5392.78849275586,175,293.3201197010616,491.6382435511143,824.0422197030429,1381.1895001258558,10
110,42,7,6.0,54.6666,0,0,1,0,0,0,0,868,1707.5431912148117,3359.105702608362,6608.085335322298,12999.528941585277,14,18.22807636044455,23.73305484301409,30.90056685321995,40.23270658439391,10
111,31,10,11.0,93.59253333333334,0,0,0,1,0,0,0,1002,1999.6523307563969,3990.628187524436,7963.94107421698,15893.326677709145,879,1731.3615264202074,3410.2533960956835,6717.157594247917,13230.74883456444,10
112,32,10,9.0,83.1666,0,0,0,0,0,0,1,246,426.60762916434766,739.8132896797779,1282.967453392548,2224.893104011443,32,45.25483399593906,63.99999999999999,90.5096679918781,127.99999999999996,10
113,35,5,4.0,25.666666666666664,0,0,0,0,0,0,1,602,1141.710881774287,2165.2886006010262,4106.534148651178,7788.163993177325,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813,10
114,32,6,5.0,42.66663333333333,0,0,0,0,0,0,1,67,102.0192867638687,155.34231151952935,236.53599739512077,360.1676678840373,151,249.38747725467337,411.8815484201997,680.2523197898158,1123.48615847034,10
115,58,1,1.0,5.0,1,0,0,0,0,0,0,680,1305.4486816052176,2506.170971036468,4811.290573554154,9236.6072589204,133,216.8886397719965,353.689338813134,576.7759368198303,940.5725442862546,11
116,76,5,5.0,31.83333333333333,1,0,0,0,0,0,0,121,195.4627062104636,315.7493348687436,510.05966510412,823.9474584301981,111,177.76869188586318,284.700070403702,455.9527846439572,730.2173881790349,11
117,19,10,11.0,82.48603333333332,1,0,0,0,0,0,0,371,670.3649522032478,1211.2915610308949,2188.6992167511407,3954.7904200125663,373,674.3412319191319,1219.1316275233562,2204.050197253824,3984.670040825061,11
118,50,10,12.0,89.95833333333334,1,0,0,0,0,0,0,224,384.83345529246367,661.1463763943592,1135.8537700086297,1951.40415633657,879,1731.3615264202074,3410.2533960956835,6717.157594247917,13230.74883456444,11
119,41,7,7.0,55.45833333333333,0,0,0,0,0,1,0,132,215.0954998477668,350.5005610209135,571.1446467402732,930.68669148466,552,1037.846166492103,1951.312799460784,3668.772660411863,6897.865292281668,11
120,39,8,8.0,58.749966666666666,0,0,0,0,0,1,0,640,1221.231425700701,2330.322179873382,4446.660434482399,8485.00228439036,175,293.3201197010616,491.6382435511143,824.0422197030429,1381.1895001258558,11
121,41,3,3.0,17.0,1,0,0,0,0,0,0,169,282.2769232445831,471.48083666525537,787.5039049860953,1315.35017362467,171,285.95370072925533,478.18432140793226,799.6407972941865,1337.1944166103196,11
122,57,2,2.0,9.333333333333332,0,0,0,1,0,0,0,163,271.2728716881002,451.466079226432,751.3527593958379,1250.4393907489998,151,249.38747725467337,411.8815484201997,680.2523197898158,1123.48615847034,11
123,31,9,9.0,79.79163333333334,0,0,0,1,0,0,0,112,179.53115501748678,287.7806751956504,461.2999732998868,739.4439019291465,32,45.25483399593906,63.99999999999999,90.5096679918781,127.99999999999996,11
124,28,4,4.0,22.333333333333336,0,0,0,0,0,0,1,32,45.25483399593906,63.99999999999999,90.5096679918781,127.99999999999996,645,1231.73047328519,2352.185982665668,4491.874656873756,8577.951778370316,11
125,25,6,6.0,48.6666,0,0,0,0,0,0,1,345,618.8722429507604,1110.1531973765348,1991.4289834184765,3572.290207667662,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813,11
126,19,10,10.0,73.68046666666666,0,0,0,0,0,0,1,809,1580.313949921643,3087.011347734167,6030.218907775915,11779.529123658242,693,1332.9275919805957,2563.77484193822,4931.206675967018,9484.763982908144,11
127,49,9,8.0,69.58333333333334,1,0,0,0,0,0,0,268,468.7575475345071,819.9016357110651,1434.0861193113797,2508.35332926,839,1644.894910746185,3224.8858967803285,6322.524909834457,12395.576933555025,12
128,22,10,9.0,86.55553333333334,1,0,0,0,0,0,0,579,1093.8214107075464,2066.3994447707173,3903.751218936781,7374.795622363951,847,1662.1558841324738,3261.820759334358,6401.008935198415,12561.363242059704,12
129,60,10,10.0,79.66663333333334,1,0,0,0,0,0,0,249,432.3338912437965,750.6529860160748,1303.3442828036336,2262.9715076901584,114,183.06079178697712,293.9583639445171,472.0372882112955,757.9957871310279,12
130,35,10,11.0,86.47220000000002,0,0,0,0,0,1,0,351,630.7217797985433,1133.3617194080955,2036.5695749874965,3659.569193788247,295,520.959806515326,919.9970169643578,1624.6829422116236,2869.133936350227,12
131,54,4,3.0,25.0,0,0,0,0,0,1,0,197,334.1279827982114,566.7081669482321,961.1830287192124,1630.2443984052047,220,377.28101248452657,647.0043744606788,1109.5566612656485,1902.7939116875195,12
132,40,6,5.0,44.66666666666667,0,0,0,0,0,1,0,1368,2816.402409025015,5798.335182428285,11937.459924068364,24576.528426743906,635,1210.7405773731234,2308.492512909925,4401.552059751331,8392.342806553039,12
133,31,5,4.0,35.333333333333336,0,0,1,0,0,0,0,11,13.98079776731155,17.769336928223957,22.584500550247288,28.7044849880676,191,322.9510522932139,546.0595925512778,923.3011519855432,1561.1574796715574,12
134,32,2,1.0,10.0,0,0,0,0,0,0,1,102,161.97955031042886,257.2291639094973,408.488865654784,648.6945369174415,750,1454.009987691058,2818.8600590737965,5464.8675730622745,10594.62937685537,12
135,21,8,7.0,62.5,0,0,0,1,0,0,0,163,271.2728716881002,451.466079226432,751.3527593958379,1250.4393907489998,453,835.0414280333827,1539.2807649713686,2837.446375554104,5230.431067132101,12
136,46,3,2.0,15.333333333333334,0,0,0,0,0,0,1,300,530.680806142328,938.7403933595692,1660.5716956880742,2937.4450870829287,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813,12
137,25,7,6.0,49.29166666666667,0,0,0,0,0,0,1,38,54.67162168889681,78.65753205510133,113.16670619733615,162.8159828684024,100,158.48931924611142,251.188643150958,398.1071705534973,630.957344480193,12
138,33,2,2.0,12.0,1,0,0,0,0,0,0,136,222.27611589052924,363.284350701323,593.7458414536981,970.408231356484,96,151.52990687977484,239.18034040617928,377.5309865543874,595.9087003834978,13
139,40,7,7.0,51.5,1,0,0,0,0,0,0,173,289.6347811475164,484.903505493466,811.8203508165523,1359.1410961841148,295,520.959806515326,919.9970169643578,1624.6829422116236,2869.133936350227,13
140,42,10,10.0,88.66659999999999,1,0,0,0,0,0,0,183,308.1031927098604,518.7299309180836,873.3461632241906,1470.3865640998893,1079,2169.319844706019,4361.398135899294,8768.551924810174,17629.09518056148,13
141,28,10,12.0,87.72216666666667,1,0,0,0,0,0,0,221,379.1678456920018,650.5350914330927,1116.1175980350008,1914.913598126074,839,1644.894910746185,3224.8858967803285,6322.524909834457,12395.576933555025,13
142,31,1,1.0,4.666666666666667,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13
143,30,9,9.0,69.1666,0,0,0,0,0,1,0,410,748.2767346534964,1365.6538332285324,2492.4072951104317,4548.805834662889,114,183.06079178697712,293.9583639445171,472.0372882112955,757.9957871310279,13
144,43,4,4.0,30.0,0,0,0,1,0,0,0,55,82.11054948483415,122.5844061218435,183.008598998848,273.21702953172843,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813,13
145,24,3,3.0,21.666666666666664,0,0,0,0,0,0,1,305,540.4180216581051,957.5463545339665,1696.6403493874643,3006.213183873077,847,1662.1558841324738,3261.820759334358,6401.008935198415,12561.363242059704,13
146,41,5,5.0,32.333333333333336,0,0,0,0,0,0,1,39,56.25628739463053,81.14794542121189,117.0533881820382,168.84587297651242,220,377.28101248452657,647.0043744606788,1109.5566612656485,1902.7939116875195,13
147,42,6,6.0,37.66666666666667,0,0,0,0,0,0,1,156,258.48601915381016,428.3014237050246,709.6790385347509,1175.9109586394295,750,1454.009987691058,2818.8600590737965,5464.8675730622745,10594.62937685537,13
148,51,8,8.0,56.33333333333333,0,0,0,0,0,0,1,252,438.06705675071066,761.5188341675798,1323.7948981905722,2301.2338682220234,83,129.11773577858514,200.86011677817484,312.4651022484354,486.0817652065305,13
149,24,10,11.0,81.27766666666668,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,635,1210.7405773731234,2308.492512909925,4401.552059751331,8392.342806553039,13
150,31,10,10.0,92.55553333333334,1,0,0,0,0,0,0,449,826.9342408091075,1522.9849412528597,2804.9184769680105,5165.8867066436005,953,1892.3531641765903,3757.608077617155,7461.407697181887,14815.969008366934,14
151,52,3,2.0,22.666666666666668,1,0,0,0,0,0,0,61,92.01588733744936,138.80202495898632,209.3769096858348,315.83610053631253,236,407.5709327080969,703.8731575785926,1215.5857599258486,2099.311109998552,14
