season,week,index,celebrity_name,v_votes_exp,judge_avg_score
1,Week_6,2,Evander Holyfield,857.0469542449704,5.0
1,Week_6,3,Rachel Hunter,804.3587375433551,7.916666666666667
1,Week_6,4,Joey McIntyre,1501.9810853267052,7.033333333333333
1,Week_6,5,Trista Sutter,1387.6983851733269,6.166666666666667
1,Week_7,0,John O'Hurley,943.0894695052402,8.055555555555555
1,Week_7,1,Kelly Monaco,928.8370289973553,7.111111111111111
1,Week_7,2,Evander Holyfield,1161.1497066664028,5.0
1,Week_7,3,Rachel Hunter,848.4044108617989,7.916666666666667
1,Week_7,4,Joey McIntyre,953.5722679121562,7.033333333333333
1,Week_7,5,Trista Sutter,1062.9616612363225,6.166666666666667
1,Week_8,0,John O'Hurley,1488.8682910061136,8.055555555555555
1,Week_8,1,Kelly Monaco,621.1848238798834,7.111111111111111
1,Week_8,2,Evander Holyfield,1590.045622526102,5.0
1,Week_8,3,Rachel Hunter,1645.2049019017586,7.916666666666667
1,Week_8,4,Joey McIntyre,690.3900946155263,7.033333333333333
1,Week_8,5,Trista Sutter,1083.260256818109,6.166666666666667
1,Week_9,0,John O'Hurley,1020.9814349050926,8.055555555555555
1,Week_9,1,Kelly Monaco,897.6517102301615,7.111111111111111
1,Week_9,2,Evander Holyfield,906.6636154158723,5.0
1,Week_9,3,Rachel Hunter,710.0082512713069,7.916666666666667
1,Week_9,4,Joey McIntyre,411.7437053965512,7.033333333333333
1,Week_9,5,Trista Sutter,1256.5878323836646,6.166666666666667
1,Week_10,0,John O'Hurley,344.8546719095056,8.055555555555555
1,Week_10,1,Kelly Monaco,1148.3685173230524,7.111111111111111
1,Week_10,2,Evander Holyfield,1574.2890935497321,5.0
1,Week_10,3,Rachel Hunter,702.633971760268,7.916666666666667
1,Week_10,4,Joey McIntyre,1186.4769338607123,7.033333333333333
1,Week_10,5,Trista Sutter,1326.154332296406,6.166666666666667
1,Week_11,0,John O'Hurley,1177.961494501398,8.055555555555555
1,Week_11,1,Kelly Monaco,809.3985938035152,7.111111111111111
1,Week_11,2,Evander Holyfield,1258.8423423725321,5.0
1,Week_11,3,Rachel Hunter,1036.1840275625666,7.916666666666667
1,Week_11,4,Joey McIntyre,703.4950333653002,7.033333333333333
1,Week_11,5,Trista Sutter,824.9077445857495,6.166666666666667
2,Week_1,6,Tatum O'Neal,1174.3225595883139,7.666666666666667
2,Week_1,7,Tia Carrere,794.656973232458,6.666666666666667
2,Week_1,8,George Hamilton,1021.8986666600575,6.0
2,Week_1,9,Lisa Rinna,980.6081467616659,6.333333333333333
2,Week_1,10,Stacy Keibler,1137.8342442006024,7.333333333333333
2,Week_1,11,Jerry Rice,1231.6329027221022,7.0
2,Week_1,12,Giselle Fernandez,1129.5515877461594,7.666666666666667
2,Week_1,13,Master P,1085.7655642766272,4.0
2,Week_1,14,Drew Lachey,1034.4294374634483,8.0
2,Week_1,15,Kenny Mayne,1286.8438676858727,4.333333333333333
2,Week_2,6,Tatum O'Neal,899.0530151023747,5.666666666666667
2,Week_2,7,Tia Carrere,1027.1212955086046,7.333333333333333
2,Week_2,8,George Hamilton,885.9090863074439,7.333333333333333
2,Week_2,9,Lisa Rinna,1089.4426321974406,6.666666666666667
2,Week_2,10,Stacy Keibler,1211.9504237497974,9.666666666666666
2,Week_2,11,Jerry Rice,1591.0327111571444,7.666666666666667
2,Week_2,12,Giselle Fernandez,1477.7865099643093,8.0
2,Week_2,13,Master P,600.4511511640613,5.333333333333333
2,Week_2,14,Drew Lachey,1653.2937880164995,9.0
2,Week_2,15,Kenny Mayne,1528.999741565465,4.333333333333333
2,Week_3,6,Tatum O'Neal,736.4702441455952,6.666666666666667
2,Week_3,7,Tia Carrere,2159.7334011895796,8.666666666666666
2,Week_3,8,George Hamilton,975.1472057748679,7.333333333333333
2,Week_3,9,Lisa Rinna,1131.5868741612137,8.333333333333334
2,Week_3,10,Stacy Keibler,3099.316783220713,9.0
2,Week_3,11,Jerry Rice,903.1104542145414,6.333333333333333
2,Week_3,12,Giselle Fernandez,685.39219817484,7.333333333333333
2,Week_3,13,Master P,925.020247413815,4.666666666666667
2,Week_3,14,Drew Lachey,1033.0246466901883,9.0
2,Week_3,15,Kenny Mayne,1163.0431676881633,4.333333333333333
2,Week_4,6,Tatum O'Neal,1197.8218792923694,6.666666666666667
2,Week_4,7,Tia Carrere,1703.2069567223791,8.333333333333334
2,Week_4,8,George Hamilton,777.7605488731349,7.0
2,Week_4,9,Lisa Rinna,639.4932635247503,8.666666666666666
2,Week_4,10,Stacy Keibler,1514.1093919838336,8.666666666666666
2,Week_4,11,Jerry Rice,1162.7294333817579,8.0
2,Week_4,12,Giselle Fernandez,980.0068735804138,7.666666666666667
2,Week_4,13,Master P,606.3042339013898,2.6666666666666665
2,Week_4,14,Drew Lachey,1249.0373451173627,9.333333333333334
2,Week_4,15,Kenny Mayne,1271.5200795383353,4.333333333333333
2,Week_5,6,Tatum O'Neal,864.6134769084905,6.666666666666667
2,Week_5,7,Tia Carrere,2404.7191025459833,7.333333333333333
2,Week_5,8,George Hamilton,709.3497550452328,8.0
2,Week_5,9,Lisa Rinna,1329.8583769581867,8.333333333333334
2,Week_5,10,Stacy Keibler,954.0603300243331,10.0
2,Week_5,11,Jerry Rice,819.0669324200196,7.666666666666667
2,Week_5,12,Giselle Fernandez,669.6934746308535,7.666666666666667
2,Week_5,13,Master P,1604.2420465708885,4.166666666666667
2,Week_5,14,Drew Lachey,764.3979701322971,9.0
2,Week_5,15,Kenny Mayne,858.6177448409742,4.333333333333333
2,Week_6,6,Tatum O'Neal,831.4032440637709,6.666666666666667
2,Week_6,7,Tia Carrere,1105.0822171174075,7.666666666666667
2,Week_6,8,George Hamilton,1202.777555515731,7.666666666666667
2,Week_6,9,Lisa Rinna,1069.4577544197668,9.0
2,Week_6,10,Stacy Keibler,2494.904233878146,10.0
2,Week_6,11,Jerry Rice,2107.838669280102,7.666666666666667
2,Week_6,12,Giselle Fernandez,878.5156146444264,7.666666666666667
2,Week_6,13,Master P,1227.408874434075,4.166666666666667
2,Week_6,14,Drew Lachey,1384.813648086608,10.0
2,Week_6,15,Kenny Mayne,1337.192811697876,4.333333333333333
2,Week_7,6,Tatum O'Neal,1007.2090524346215,6.666666666666667
2,Week_7,7,Tia Carrere,1666.640119838614,7.666666666666667
2,Week_7,8,George Hamilton,891.9339733052338,7.222222222222222
2,Week_7,9,Lisa Rinna,909.3113992032045,8.833333333333334
2,Week_7,10,Stacy Keibler,1614.47721014842,9.166666666666666
2,Week_7,11,Jerry Rice,1135.6023116435706,6.833333333333333
2,Week_7,12,Giselle Fernandez,732.1803169071399,7.666666666666667
2,Week_7,13,Master P,1703.9607441060828,4.166666666666667
2,Week_7,14,Drew Lachey,1013.6893827955289,9.166666666666666
2,Week_7,15,Kenny Mayne,1467.2136129796813,4.333333333333333
2,Week_8,6,Tatum O'Neal,1452.0253755769904,6.666666666666667
2,Week_8,7,Tia Carrere,656.8943233684157,7.666666666666667
2,Week_8,8,George Hamilton,1074.27931883577,7.222222222222222
2,Week_8,9,Lisa Rinna,844.7402532601362,8.023809523809524
2,Week_8,10,Stacy Keibler,1565.284172706502,9.5555
2,Week_8,11,Jerry Rice,1608.4382786535216,8.888866666666667
2,Week_8,12,Giselle Fernandez,819.8044739573662,7.666666666666667
2,Week_8,13,Master P,749.1051672989981,4.166666666666667
2,Week_8,14,Drew Lachey,1015.4559019931045,9.6666
2,Week_8,15,Kenny Mayne,952.851475502211,4.333333333333333
2,Week_9,6,Tatum O'Neal,837.3452938360336,6.666666666666667
2,Week_9,7,Tia Carrere,1116.9236241768162,7.666666666666667
2,Week_9,8,George Hamilton,919.4026141008168,7.222222222222222
2,Week_9,9,Lisa Rinna,1161.2661542575963,8.023809523809524
2,Week_9,10,Stacy Keibler,1906.1675470488653,9.173604166666665
2,Week_9,11,Jerry Rice,929.8840757662077,7.506941666666667
2,Week_9,12,Giselle Fernandez,876.02606041929,7.666666666666667
2,Week_9,13,Master P,1256.5209407750142,4.166666666666667
2,Week_9,14,Drew Lachey,1107.4312349172944,9.145825
2,Week_9,15,Kenny Mayne,1121.1564191848643,4.333333333333333
2,Week_10,6,Tatum O'Neal,1585.6315945085335,6.666666666666667
2,Week_10,7,Tia Carrere,1659.456259714269,7.666666666666667
2,Week_10,8,George Hamilton,659.1796962477042,7.222222222222222
2,Week_10,9,Lisa Rinna,1003.0463547678738,8.023809523809524
2,Week_10,10,Stacy Keibler,1213.774055332869,9.173604166666665
2,Week_10,11,Jerry Rice,817.8475096797947,7.506941666666667
2,Week_10,12,Giselle Fernandez,602.2863289588308,7.666666666666667
2,Week_10,13,Master P,453.08640081908766,4.166666666666667
2,Week_10,14,Drew Lachey,895.4123541701169,9.145825
2,Week_10,15,Kenny Mayne,891.473091041912,4.333333333333333
2,Week_11,6,Tatum O'Neal,1044.1316088580575,6.666666666666667
2,Week_11,7,Tia Carrere,884.2838091903615,7.666666666666667
2,Week_11,8,George Hamilton,1107.250768143146,7.222222222222222
2,Week_11,9,Lisa Rinna,1394.7071036532045,8.023809523809524
2,Week_11,10,Stacy Keibler,923.4164933851271,9.173604166666665
2,Week_11,11,Jerry Rice,951.5930122377902,7.506941666666667
2,Week_11,12,Giselle Fernandez,1600.3241937468458,7.666666666666667
2,Week_11,13,Master P,761.2997852474881,4.166666666666667
2,Week_11,14,Drew Lachey,1874.5322783569572,9.145825
2,Week_11,15,Kenny Mayne,2081.634208493792,4.333333333333333
3,Week_1,16,Harry Hamlin,859.6701456569523,5.666666666666667
3,Week_1,17,Vivica A. Fox,999.8781721290799,7.333333333333333
3,Week_1,18,Monique Coleman,1188.3061834466496,6.333333333333333
3,Week_1,19,Joey Lawrence,652.3783578512179,7.0
3,Week_1,20,Mario Lopez,2104.8893347306057,8.666666666666666
3,Week_1,21,Emmitt Smith,479.64698012513776,8.0
3,Week_1,22,Shanna Moakler,991.5073970017885,6.0
3,Week_1,23,Willa Ford,912.9603692960401,7.333333333333333
3,Week_1,24,Sara Evans,2281.0537091986835,5.0
3,Week_1,25,Jerry Springer,1099.741390189973,5.333333333333333
3,Week_1,26,Tucker Carlson,634.5934506369535,4.0
3,Week_2,16,Harry Hamlin,1105.0281324131008,7.0
3,Week_2,17,Vivica A. Fox,1066.25684633344,8.0
3,Week_2,18,Monique Coleman,1680.1380181542984,8.666666666666666
3,Week_2,19,Joey Lawrence,558.548682937761,9.666666666666666
3,Week_2,20,Mario Lopez,1432.000635553737,7.0
3,Week_2,21,Emmitt Smith,1830.8697116208496,8.0
3,Week_2,22,Shanna Moakler,808.1879271743646,7.333333333333333
3,Week_2,23,Willa Ford,708.1801987801983,7.666666666666667
3,Week_2,24,Sara Evans,801.4150304807786,7.0
3,Week_2,25,Jerry Springer,1496.124042262681,6.333333333333333
3,Week_2,26,Tucker Carlson,1580.9659254237404,4.0
3,Week_3,16,Harry Hamlin,820.1588219995903,7.333333333333333
3,Week_3,17,Vivica A. Fox,1282.1922804606052,9.0
3,Week_3,18,Monique Coleman,1667.9746270529326,9.0
3,Week_3,19,Joey Lawrence,859.8908552091874,7.333333333333333
3,Week_3,20,Mario Lopez,1527.8622728241542,7.333333333333333
3,Week_3,21,Emmitt Smith,974.9516011142496,6.333333333333333
3,Week_3,22,Shanna Moakler,887.3611938794703,6.666666666666667
3,Week_3,23,Willa Ford,995.7318739347393,7.333333333333333
3,Week_3,24,Sara Evans,1155.4281647438906,8.333333333333334
3,Week_3,25,Jerry Springer,552.3391574260461,7.0
3,Week_3,26,Tucker Carlson,731.8943446782021,4.0
3,Week_4,16,Harry Hamlin,471.9298916304282,6.666666666666667
3,Week_4,17,Vivica A. Fox,1174.2893779362703,8.0
3,Week_4,18,Monique Coleman,1641.8151497670735,8.0
3,Week_4,19,Joey Lawrence,1465.2785846358358,9.0
3,Week_4,20,Mario Lopez,484.8141967219091,9.666666666666666
3,Week_4,21,Emmitt Smith,1174.1690701234702,8.0
3,Week_4,22,Shanna Moakler,670.9510305423534,6.666666666666667
3,Week_4,23,Willa Ford,579.3575544455019,9.333333333333334
3,Week_4,24,Sara Evans,816.5227400222543,6.666666666666667
3,Week_4,25,Jerry Springer,700.4025458699574,7.333333333333333
3,Week_4,26,Tucker Carlson,2595.949069161776,4.0
3,Week_5,16,Harry Hamlin,606.620522780781,6.666666666666667
3,Week_5,17,Vivica A. Fox,685.6836717634654,8.083333333333334
3,Week_5,18,Monique Coleman,929.5788993975699,9.0
3,Week_5,19,Joey Lawrence,952.0401743118368,8.333333333333334
3,Week_5,20,Mario Lopez,994.6026715091258,9.0
3,Week_5,21,Emmitt Smith,692.5465064639335,9.0
3,Week_5,22,Shanna Moakler,1073.59598392564,6.666666666666667
3,Week_5,23,Willa Ford,1178.793855538719,9.0
3,Week_5,24,Sara Evans,1347.1191396854747,8.0
3,Week_5,25,Jerry Springer,995.9326089663065,8.0
3,Week_5,26,Tucker Carlson,1653.0133428210484,4.0
3,Week_6,16,Harry Hamlin,612.7606243534566,6.666666666666667
3,Week_6,17,Vivica A. Fox,1459.59390881818,8.083333333333334
3,Week_6,18,Monique Coleman,1389.5800189819877,7.666666666666667
3,Week_6,19,Joey Lawrence,1033.4914337688604,8.0
3,Week_6,20,Mario Lopez,1166.4512527621018,9.333333333333334
3,Week_6,21,Emmitt Smith,1724.2974704999067,8.333333333333334
3,Week_6,22,Shanna Moakler,1315.271291542185,6.666666666666667
3,Week_6,23,Willa Ford,660.6961786928125,8.133333333333333
3,Week_6,24,Sara Evans,1579.9899118622382,7.0
3,Week_6,25,Jerry Springer,1130.8485950411764,6.0
3,Week_6,26,Tucker Carlson,1805.3611616437524,4.0
3,Week_7,16,Harry Hamlin,1052.231109210281,6.666666666666667
3,Week_7,17,Vivica A. Fox,686.7032289137675,8.083333333333334
3,Week_7,18,Monique Coleman,647.9349132379901,9.0
3,Week_7,19,Joey Lawrence,1068.447939028449,9.5
3,Week_7,20,Mario Lopez,1464.9873115597175,9.333333333333334
3,Week_7,21,Emmitt Smith,611.5574340817152,9.5
3,Week_7,22,Shanna Moakler,885.422715124011,6.666666666666667
3,Week_7,23,Willa Ford,1668.3341716268308,8.133333333333333
3,Week_7,24,Sara Evans,884.8520718542123,7.0
3,Week_7,25,Jerry Springer,1855.7514289144522,7.666666666666667
3,Week_7,26,Tucker Carlson,1477.079897191482,4.0
3,Week_8,16,Harry Hamlin,1338.0823220200252,6.666666666666667
3,Week_8,17,Vivica A. Fox,759.3114290112073,8.083333333333334
3,Week_8,18,Monique Coleman,2043.5891146943477,8.833333333333334
3,Week_8,19,Joey Lawrence,1186.1734088832122,9.0
3,Week_8,20,Mario Lopez,1141.760443625483,9.5
3,Week_8,21,Emmitt Smith,1606.86893783687,9.0
3,Week_8,22,Shanna Moakler,1106.1131911813413,6.666666666666667
3,Week_8,23,Willa Ford,1960.6105421079335,8.133333333333333
3,Week_8,24,Sara Evans,1003.92491151752,7.0
3,Week_8,25,Jerry Springer,990.9221275165465,6.809523809523809
3,Week_8,26,Tucker Carlson,1067.120302613862,4.0
3,Week_9,16,Harry Hamlin,1018.3525646177893,6.666666666666667
3,Week_9,17,Vivica A. Fox,992.5902228584862,8.083333333333334
3,Week_9,18,Monique Coleman,492.92742170532614,8.3125
3,Week_9,19,Joey Lawrence,1337.3972780824931,9.833333333333334
3,Week_9,20,Mario Lopez,715.1738839054524,9.833333333333334
3,Week_9,21,Emmitt Smith,956.6321791006716,9.833333333333334
3,Week_9,22,Shanna Moakler,898.4657084497758,6.666666666666667
3,Week_9,23,Willa Ford,1505.8778363659362,8.133333333333333
3,Week_9,24,Sara Evans,453.69137532487605,7.0
3,Week_9,25,Jerry Springer,690.2648659109632,6.809523809523809
3,Week_9,26,Tucker Carlson,3063.851860563538,4.0
3,Week_10,16,Harry Hamlin,1399.7228840128869,6.666666666666667
3,Week_10,17,Vivica A. Fox,1708.301211811137,8.083333333333334
3,Week_10,18,Monique Coleman,913.0419052336543,8.3125
3,Week_10,19,Joey Lawrence,1386.4536024793347,8.62962962962963
3,Week_10,20,Mario Lopez,930.5076005879791,9.888866666666667
3,Week_10,21,Emmitt Smith,969.351249505911,9.888866666666667
3,Week_10,22,Shanna Moakler,549.8050014600751,6.666666666666667
3,Week_10,23,Willa Ford,1029.3409096904916,8.133333333333333
3,Week_10,24,Sara Evans,933.6760102603305,7.0
3,Week_10,25,Jerry Springer,528.5855860251753,6.809523809523809
3,Week_10,26,Tucker Carlson,769.3371123042211,4.0
3,Week_11,16,Harry Hamlin,868.0750753002321,6.666666666666667
3,Week_11,17,Vivica A. Fox,657.94058372437,8.083333333333334
3,Week_11,18,Monique Coleman,1358.5710897375182,8.3125
3,Week_11,19,Joey Lawrence,858.6610019208114,8.62962962962963
3,Week_11,20,Mario Lopez,1118.219905771071,8.955553333333334
3,Week_11,21,Emmitt Smith,1919.5098251099937,8.588886666666667
3,Week_11,22,Shanna Moakler,1137.2249487290785,6.666666666666667
3,Week_11,23,Willa Ford,583.085668359413,8.133333333333333
3,Week_11,24,Sara Evans,1361.275151976881,7.0
3,Week_11,25,Jerry Springer,888.6806827523206,6.809523809523809
3,Week_11,26,Tucker Carlson,578.7888959096426,4.0
4,Week_1,27,John Ratzenberger,896.6274000693779,5.666666666666667
4,Week_1,28,Ian Ziering,1102.9807599183366,7.0
4,Week_1,29,Clyde Drexler,1319.5873058775733,5.333333333333333
4,Week_1,30,Laila Ali,547.9209757378288,7.666666666666667
4,Week_1,31,Apolo Anton Ohno,1121.6620089740231,7.0
4,Week_1,32,Shandi Finnessey,1402.6162445318967,6.333333333333333
4,Week_1,33,Paulina Porizkova,814.6719348879885,6.333333333333333
4,Week_1,34,Heather Mills,1077.039347811947,6.0
4,Week_1,35,Billy Ray Cyrus,1316.4212332141806,4.333333333333333
4,Week_1,36,Joey Fatone,1094.077133658147,8.0
4,Week_1,37,Leeza Gibbons,1464.2727077440484,5.0
4,Week_2,27,John Ratzenberger,955.1342389909197,7.0
4,Week_2,28,Ian Ziering,641.8270299337395,7.333333333333333
4,Week_2,29,Clyde Drexler,742.4058693007306,6.0
4,Week_2,30,Laila Ali,1259.0843741516467,9.0
4,Week_2,31,Apolo Anton Ohno,476.3395473902429,8.666666666666666
4,Week_2,32,Shandi Finnessey,1001.9433490058267,6.666666666666667
4,Week_2,33,Paulina Porizkova,1027.5890892220477,7.0
4,Week_2,34,Heather Mills,1267.6844915041243,8.0
4,Week_2,35,Billy Ray Cyrus,1073.202794599504,7.0
4,Week_2,36,Joey Fatone,1049.8040615058324,8.0
4,Week_2,37,Leeza Gibbons,802.4385323617302,7.0
4,Week_3,27,John Ratzenberger,810.7768023933043,6.666666666666667
4,Week_3,28,Ian Ziering,1286.973821802985,8.0
4,Week_3,29,Clyde Drexler,897.607352267645,5.333333333333333
4,Week_3,30,Laila Ali,1320.0494121063523,7.0
4,Week_3,31,Apolo Anton Ohno,1795.7448229120603,7.666666666666667
4,Week_3,32,Shandi Finnessey,1745.824456232504,7.0
4,Week_3,33,Paulina Porizkova,1557.314558473224,6.666666666666667
4,Week_3,34,Heather Mills,873.1321186289238,8.0
4,Week_3,35,Billy Ray Cyrus,660.5678875341969,7.0
4,Week_3,36,Joey Fatone,899.816685482208,8.0
4,Week_3,37,Leeza Gibbons,872.7831798916837,8.0
4,Week_4,27,John Ratzenberger,918.6082938126671,5.333333333333333
4,Week_4,28,Ian Ziering,878.6187956785338,8.0
4,Week_4,29,Clyde Drexler,1065.106883858762,5.0
4,Week_4,30,Laila Ali,495.6174919012203,7.0
4,Week_4,31,Apolo Anton Ohno,1275.8971608843415,8.666666666666666
4,Week_4,32,Shandi Finnessey,1889.787281510824,6.666666666666667
4,Week_4,33,Paulina Porizkova,1718.6566996179322,6.666666666666667
4,Week_4,34,Heather Mills,1310.3665416551476,7.666666666666667
4,Week_4,35,Billy Ray Cyrus,1737.1372190082893,7.0
4,Week_4,36,Joey Fatone,739.527920378285,9.333333333333334
4,Week_4,37,Leeza Gibbons,874.9838774176429,5.333333333333333
4,Week_5,27,John Ratzenberger,1383.0975084163156,6.0
4,Week_5,28,Ian Ziering,1058.3382225636085,8.0
4,Week_5,29,Clyde Drexler,1884.0322404648307,4.333333333333333
4,Week_5,30,Laila Ali,1184.43452631136,9.333333333333334
4,Week_5,31,Apolo Anton Ohno,1420.6278721291224,10.0
4,Week_5,32,Shandi Finnessey,1308.590238404669,6.666666666666667
4,Week_5,33,Paulina Porizkova,1223.5997110696173,6.666666666666667
4,Week_5,34,Heather Mills,753.7182177373692,7.0
4,Week_5,35,Billy Ray Cyrus,1154.356375740342,5.666666666666667
4,Week_5,36,Joey Fatone,2474.5858642124635,8.333333333333334
4,Week_5,37,Leeza Gibbons,1011.7970997100709,6.333333333333333
4,Week_6,27,John Ratzenberger,1157.9890050109775,6.333333333333333
4,Week_6,28,Ian Ziering,923.4332654794854,8.0
4,Week_6,29,Clyde Drexler,693.7183310032597,5.2
4,Week_6,30,Laila Ali,783.4074672254239,9.333333333333334
4,Week_6,31,Apolo Anton Ohno,582.8208862547697,9.333333333333334
4,Week_6,32,Shandi Finnessey,535.9554026851328,6.666666666666667
4,Week_6,33,Paulina Porizkova,901.942894163316,6.666666666666667
4,Week_6,34,Heather Mills,832.4916134769339,7.666666666666667
4,Week_6,35,Billy Ray Cyrus,694.0330608152474,7.0
4,Week_6,36,Joey Fatone,731.5427208450296,9.0
4,Week_6,37,Leeza Gibbons,835.7657752870629,6.333333333333333
4,Week_7,27,John Ratzenberger,1014.1400037236281,7.5
4,Week_7,28,Ian Ziering,1120.070215253048,9.0
4,Week_7,29,Clyde Drexler,1176.5436746283597,5.2
4,Week_7,30,Laila Ali,1769.3006976721103,9.833333333333334
4,Week_7,31,Apolo Anton Ohno,1138.1443763992586,9.0
4,Week_7,32,Shandi Finnessey,1081.0414297131647,6.666666666666667
4,Week_7,33,Paulina Porizkova,730.8174775394418,6.666666666666667
4,Week_7,34,Heather Mills,844.9365554813141,7.388888888888889
4,Week_7,35,Billy Ray Cyrus,1230.8521335328373,6.333333333333333
4,Week_7,36,Joey Fatone,859.8897766527404,9.833333333333334
4,Week_7,37,Leeza Gibbons,1798.7246910973518,6.333333333333333
4,Week_8,27,John Ratzenberger,1029.4829544471809,6.357142857142857
4,Week_8,28,Ian Ziering,1177.736410389935,7.833333333333333
4,Week_8,29,Clyde Drexler,1052.0824567659224,5.2
4,Week_8,30,Laila Ali,1343.3201451460288,8.833333333333334
4,Week_8,31,Apolo Anton Ohno,2122.2801180013284,9.666666666666666
4,Week_8,32,Shandi Finnessey,791.1771695909853,6.666666666666667
4,Week_8,33,Paulina Porizkova,1447.7282403435997,6.666666666666667
4,Week_8,34,Heather Mills,652.2928898741997,7.388888888888889
4,Week_8,35,Billy Ray Cyrus,1626.7744694274045,6.333333333333333
4,Week_8,36,Joey Fatone,1529.6652892809745,9.166666666666666
4,Week_8,37,Leeza Gibbons,1399.7401551196776,6.333333333333333
4,Week_9,27,John Ratzenberger,1098.0905106682949,6.357142857142857
4,Week_9,28,Ian Ziering,608.0488772981446,9.666666666666666
4,Week_9,29,Clyde Drexler,978.6939471432165,5.2
4,Week_9,30,Laila Ali,2323.4215236580008,10.0
4,Week_9,31,Apolo Anton Ohno,1742.2098386164607,9.833333333333334
4,Week_9,32,Shandi Finnessey,809.098044425391,6.666666666666667
4,Week_9,33,Paulina Porizkova,796.8280602868751,6.666666666666667
4,Week_9,34,Heather Mills,1248.4276758679293,7.388888888888889
4,Week_9,35,Billy Ray Cyrus,1209.4997404247924,6.333333333333333
4,Week_9,36,Joey Fatone,938.6172574302683,10.0
4,Week_9,37,Leeza Gibbons,802.0327085895489,6.333333333333333
4,Week_10,27,John Ratzenberger,977.0456233921764,6.357142857142857
4,Week_10,28,Ian Ziering,1235.7618458150166,8.092592592592593
4,Week_10,29,Clyde Drexler,1122.3285660372703,5.2
4,Week_10,30,Laila Ali,1541.3894236617123,9.444400000000002
4,Week_10,31,Apolo Anton Ohno,1110.6767754492223,9.777733333333334
4,Week_10,32,Shandi Finnessey,2452.6996981886246,6.666666666666667
4,Week_10,33,Paulina Porizkova,1218.1550678535784,6.666666666666667
4,Week_10,34,Heather Mills,1695.8470913412696,7.388888888888889
4,Week_10,35,Billy Ray Cyrus,625.0952975699423,6.333333333333333
4,Week_10,36,Joey Fatone,776.7355803532485,9.5555
4,Week_10,37,Leeza Gibbons,958.5807184388053,6.333333333333333
4,Week_11,27,John Ratzenberger,803.4946869238933,6.357142857142857
4,Week_11,28,Ian Ziering,488.3378978368633,8.092592592592593
4,Week_11,29,Clyde Drexler,967.3276809748021,5.2
4,Week_11,30,Laila Ali,2296.755951552876,8.74444
4,Week_11,31,Apolo Anton Ohno,1335.915995609251,8.961106666666668
4,Week_11,32,Shandi Finnessey,1188.3565573694418,6.666666666666667
4,Week_11,33,Paulina Porizkova,1350.252081256528,6.666666666666667
4,Week_11,34,Heather Mills,995.4373422966636,7.388888888888889
4,Week_11,35,Billy Ray Cyrus,2086.8415536951807,6.333333333333333
4,Week_11,36,Joey Fatone,1052.1366372868745,8.922216666666666
4,Week_11,37,Leeza Gibbons,1260.7459982985738,6.333333333333333
5,Week_1,38,Cameron Mathison,739.5641396997116,7.0
5,Week_1,39,Jane Seymour,993.5700880120339,8.0
5,Week_1,40,Sabrina Bryan,1188.596785993312,8.666666666666666
5,Week_1,41,Jennie Garth,744.6153976913587,7.0
5,Week_1,42,Floyd Mayweather Jr. ,777.2108992071381,6.0
5,Week_1,43,Josie Maran,580.948014836648,5.333333333333333
5,Week_1,44,Albert Reed,1126.014630794645,7.0
