index,celebrity_age_during_season,1,2,3,4,5,6,7,8,9,10,11,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media
19,30,0.0990566037735849,0.1260869565217391,0.1062801932367149,0.1363636363636363,0.1381215469613259,0.2033898305084745,0.2111111111111111,0.2477064220183486,0.3333333333333333,,,1,0,0,0,0,0,0
20,32,0.1226415094339622,0.0913043478260869,0.1062801932367149,0.1464646464646464,0.149171270718232,0.2372881355932203,0.2074074074074074,0.2614678899082568,0.3333333333333333,0.5,,1,0,0,0,0,0,0
21,37,0.1132075471698113,0.1043478260869565,0.0917874396135265,0.1212121212121212,0.149171270718232,0.211864406779661,0.2111111111111111,0.2477064220183486,0.3333333333333333,0.5,,0,0,0,0,0,1,0
22,31,0.0849056603773584,0.0956521739130434,,,,,,,,,,0,0,1,0,0,0,0
23,25,0.1037735849056603,0.0999999999999999,0.1062801932367149,0.1414141414141414,0.149171270718232,,,,,,,0,0,0,1,0,0,0
24,35,0.070754716981132,0.0913043478260869,0.1207729468599033,0.101010101010101,0.1325966850828729,,,,,,,0,0,0,1,0,0,0
25,62,0.0754716981132075,0.0826086956521739,0.1014492753623188,0.1111111111111111,0.1325966850828729,0.1525423728813559,0.1703703703703703,,,,,0,0,0,0,0,0,1
26,37,0.0566037735849056,,,,,,,,,,,0,0,0,0,0,0,1
27,59,0.0825242718446602,0.0857142857142857,0.091743119266055,0.0842105263157894,0.1022727272727272,0.1117647058823529,0.145631067961165,,,,,1,0,0,0,0,0,0
28,42,0.1019417475728155,0.0897959183673469,0.110091743119266,0.1263157894736842,0.1363636363636363,0.1411764705882353,0.174757281553398,0.1872509960159362,0.2447257383966244,,,1,0,0,0,0,0,0
29,44,0.0776699029126213,0.073469387755102,0.073394495412844,0.0789473684210526,0.0738636363636363,,,,,,,0,0,0,0,0,1,0
30,29,0.1116504854368932,0.110204081632653,0.0963302752293577,0.1105263157894736,0.1590909090909091,0.1647058823529411,0.1909385113268608,0.2111553784860558,0.2531645569620253,0.3281854310465651,,0,0,0,0,0,1,0
31,24,0.1019417475728155,0.1061224489795918,0.1055045871559633,0.1368421052631578,0.1704545454545454,0.1647058823529411,0.174757281553398,0.2310756972111554,0.2489451476793249,0.3397685007685367,,0,0,0,0,0,1,0
32,28,0.0922330097087378,0.0816326530612245,0.0963302752293577,,,,,,,,,0,0,1,0,0,0,0
33,41,0.0922330097087378,0.0857142857142857,,,,,,,,,,0,0,1,0,0,0,0
34,39,0.087378640776699,0.0979591836734694,0.110091743119266,0.1210526315789473,0.1193181818181818,0.1352941176470588,,,,,,0,0,1,0,0,0,0
35,45,0.0631067961165048,0.0857142857142857,0.0963302752293577,0.1105263157894736,0.096590909090909,0.1235294117647058,0.1229773462783171,0.1513944223107569,,,,0,0,0,1,0,0,0
36,30,0.116504854368932,0.0979591836734694,0.110091743119266,0.1473684210526316,0.1420454545454545,0.1588235294117647,0.1909385113268608,0.2191235059760956,0.2531645569620253,0.3320460681848982,,0,0,0,1,0,0,0
37,50,0.0728155339805825,0.0857142857142857,0.110091743119266,0.0842105263157894,,,,,,,,0,0,0,0,0,0,1
38,38,0.0817120622568093,0.088235294117647,0.0962343096234309,0.1153846153846153,0.1306532663316583,0.1388888888888889,0.1634615384615384,0.1939163498098859,,,,1,0,0,0,0,0,0
39,56,0.0933852140077821,0.088235294117647,0.1129707112970711,0.1111111111111111,0.1306532663316583,0.1222222222222222,0.1602564102564102,,,,,1,0,0,0,0,0,0
40,23,0.1011673151750972,0.1092436974789916,0.1129707112970711,0.1282051282051282,0.1407035175879397,0.1388888888888889,,,,,,1,0,0,0,0,0,0
41,35,0.0817120622568093,0.088235294117647,0.108786610878661,0.1153846153846153,0.1256281407035176,0.15,0.1698717948717948,0.1901140684410646,0.2478632478632478,,,1,0,0,0,0,0,0
42,30,0.0700389105058365,0.088235294117647,0.0878661087866108,0.0982905982905982,,,,,,,,0,0,0,0,0,1,0
43,29,0.0622568093385213,,,,,,,,,,,0,0,1,0,0,0,0
44,22,0.0817120622568093,0.088235294117647,,,,,,,,,,0,0,1,0,0,0,0
45,32,0.0972762645914396,0.1134453781512605,0.100418410041841,0.1153846153846153,0.1155778894472362,0.1555555555555555,0.1666666666666666,0.2167300380228136,0.2564102564102564,0.352940954028016,,0,0,0,0,0,1,0
46,32,0.0933852140077821,0.0966386554621848,0.1129707112970711,0.1111111111111111,0.1457286432160804,0.1666666666666666,0.173076923076923,0.2129277566539923,0.2564102564102564,0.3571422268889026,,0,0,0,1,0,0,0
47,65,0.0739299610894941,0.0630252100840336,0.0753138075313807,,,,,,,,,0,0,0,1,0,0,0
48,47,0.0817120622568093,0.1008403361344537,0.108786610878661,0.1111111111111111,0.1055276381909547,0.1277777777777778,0.1666666666666666,0.1863117870722433,0.2393162393162393,0.2899168190830813,,0,0,0,1,0,0,0
49,49,0.0817120622568093,0.0756302521008403,0.0836820083682008,0.094017094017094,0.1055276381909547,,,,,,,0,0,0,0,0,0,1
50,34,0.0864197530864197,0.0778210116731517,0.1096491228070175,0.1155555555555555,0.1173469387755102,0.15,0.1488673139158576,0.2134831460674157,0.2545454545454546,0.3076923076923077,,1,0,0,0,0,0,0
51,49,0.074074074074074,0.0622568093385213,0.0921052631578947,,,,,,,,,1,0,0,0,0,0,0
52,62,0.0987654320987654,0.0817120622568093,0.1140350877192982,0.0977777777777777,0.1071428571428571,,,,,,,1,0,0,0,0,0,0
53,42,0.0905349794238683,0.0933852140077821,0.0921052631578947,0.1066666666666666,0.1122448979591836,0.1166666666666666,,,,,,1,0,0,0,0,0,0
54,34,0.0864197530864197,0.0933852140077821,0.1052631578947368,0.1244444444444444,0.1173469387755102,0.1333333333333333,0.1650485436893204,,,,,1,0,0,0,0,0,0
55,35,0.074074074074074,0.0817120622568093,0.0833333333333333,0.1066666666666666,0.1224489795918367,0.1444444444444444,0.1682847896440129,0.1872659176029962,0.2363636363636363,,,1,0,0,0,0,0,0
56,33,0.0905349794238683,0.1050583657587548,0.1008771929824561,0.1288888888888889,0.1377551020408163,0.1333333333333333,0.1779935275080906,0.194756554307116,0.25,0.3372781065088757,,0,0,0,0,0,1,0
57,36,0.1111111111111111,0.1050583657587548,0.1184210526315789,0.1288888888888889,0.1479591836734693,0.1666666666666666,0.174757281553398,0.2059925093632958,0.2590909090909091,0.3550295857988166,,0,0,0,0,0,1,0
58,34,0.0617283950617283,0.0583657587548638,,,,,,,,,,0,0,0,0,0,1,0
59,53,0.0658436213991769,0.0661478599221789,,,,,,,,,,1,0,0,0,0,0,0
60,43,0.0617283950617283,0.0739299610894941,0.0921052631578947,0.0844444444444444,,,,,,,,0,0,0,0,0,0,1
61,21,0.0987654320987654,0.1011673151750972,0.0921052631578947,0.1066666666666666,0.1377551020408163,0.1555555555555555,0.1650485436893204,0.198501872659176,,,,0,0,0,1,0,0,0
62,50,0.0734126984126984,,,,,,,,,,,1,0,0,0,0,0,0
63,82,0.0634920634920634,0.0678733031674208,0.0804020100502512,0.1083743842364532,0.1076923076923077,0.09375,,,,,,1,0,0,0,0,0,0
64,61,0.0734126984126984,0.0950226244343891,0.1055276381909547,0.1182266009852216,0.1128205128205128,0.14375,0.1632653061224489,,,,,1,0,0,0,0,0,0
65,18,0.0813492063492063,0.0950226244343891,0.1055276381909547,0.1133004926108374,0.1435897435897436,0.14375,0.1496598639455782,0.188235294117647,0.2288557213930348,,,1,0,0,0,0,0,0
66,31,0.0833333333333333,0.0950226244343891,,,,,,,,,,0,0,0,0,0,1,0
67,34,0.0773809523809523,0.085972850678733,0.1206030150753769,0.0985221674876847,0.1384615384615384,0.13125,0.1700680272108843,0.188235294117647,,,,0,0,0,0,0,1,0
68,35,0.0853174603174603,0.1085972850678732,0.1256281407035176,0.1083743842364532,0.1282051282051282,0.15625,0.1428571428571428,0.2117647058823529,0.2437810945273631,0.3235294117647059,,0,0,0,0,0,1,0
69,43,0.0476190476190476,,,,,,,,,,,1,0,0,0,0,0,0
70,40,0.0892857142857142,0.1040723981900452,0.1105527638190954,0.1083743842364532,0.1128205128205128,,,,,,,0,0,0,1,0,0,0
71,29,0.0853174603174603,0.090497737556561,0.1105527638190954,0.1280788177339901,0.1076923076923077,0.1687499999999999,0.1700680272108843,0.196078431372549,0.2835820895522388,0.3235294117647059,,0,0,0,1,0,0,0
72,27,0.0734126984126984,0.0769230769230769,,,,,,,,,,0,0,0,0,0,0,1
73,41,0.0694444444444444,0.0723981900452488,0.100502512562814,0.0886699507389162,,,,,,,,0,0,0,0,0,0,1
74,37,0.0972222222222222,0.1085972850678732,0.1407035175879397,0.1280788177339901,0.1487179487179487,0.1624999999999999,0.2040816326530612,0.2156862745098039,0.2437810945273631,0.3529411764705882,,0,0,0,0,0,0,1
75,33,0.0987654320987654,0.1018867924528302,0.1062992125984251,0.1239669421487603,0.138095238095238,0.1397849462365591,0.1483516483516483,0.1762820512820512,0.2097378277153558,0.273972602739726,0.3314285714285714,1,0,0,0,0,0,0
76,38,0.074074074074074,0.0792452830188679,0.0629921259842519,,,,,,,,,1,0,0,0,0,0,0
77,52,0.0781893004115226,0.0641509433962264,0.0944881889763779,0.0909090909090909,0.1047619047619047,,,,,,,1,0,0,0,0,0,0
78,50,0.0658436213991769,0.0754716981132075,0.0787401574803149,0.0785123966942148,0.0952380952380952,0.1182795698924731,0.1153846153846153,,,,,0,0,0,0,0,1,0
79,39,0.0576131687242798,0.0754716981132075,0.0905511811023622,0.1033057851239669,0.1,0.0967741935483871,0.1318681318681318,0.1666666666666666,0.1722846441947565,0.2191780821917808,,0,0,0,0,0,1,0
80,17,0.0946502057613168,0.090566037735849,0.1062992125984251,0.1033057851239669,0.1238095238095238,0.1397849462365591,0.1538461538461538,0.1666666666666666,0.2097378277153558,0.2557077625570776,0.3428571428571428,0,0,0,0,0,1,0
81,58,0.0534979423868312,0.0641509433962264,0.0393700787401574,0.0495867768595041,,,,,,,,0,0,0,0,1,0,0
82,50,0.0699588477366255,0.0679245283018867,,,,,,,,,,0,0,0,1,0,0,0
83,29,0.0823045267489712,0.0754716981132075,0.0905511811023622,0.0909090909090909,0.1095238095238095,0.1236559139784946,0.1483516483516483,0.1634615384615384,,,,0,0,0,1,0,0,0
84,34,0.0864197530864197,0.0867924528301886,0.0984251968503937,0.1115702479338842,0.1238095238095238,0.1505376344086021,0.1428571428571428,0.1794871794871795,0.194756554307116,,,0,0,0,1,0,0,0
85,34,0.0699588477366255,0.0528301886792452,0.0590551181102362,0.0619834710743801,0.0857142857142857,0.086021505376344,,,,,,0,0,0,0,0,0,1
86,30,0.074074074074074,0.0679245283018867,0.0669291338582677,0.0661157024793388,,,,,,,,0,0,0,0,0,0,1
87,26,0.0946502057613168,0.0981132075471698,0.1062992125984251,0.1198347107438016,0.119047619047619,0.1451612903225806,0.1593406593406593,0.1474358974358974,0.2134831460674157,0.2511415525114155,0.3257142857142857,0,0,0,0,0,0,1
88,34,0.0467979676767199,,,,,,,,,,,1,0,0,0,0,0,0
89,45,0.0541874056646528,0.0714285714285714,0.065891472868217,,,,,,,,,1,0,0,0,0,0,0
90,33,0.0591135334523485,0.064625850340136,0.0736434108527131,0.1157024793388429,0.0950413223140495,0.0923076272187096,,,,,,1,0,0,0,0,0,0
91,45,0.0714283603088091,0.0714285714285714,0.0697674418604651,0.0909090909090909,0.1074380165289256,0.1230773491139007,0.1225071225071225,,,,,1,0,0,0,0,0,0
92,39,0.0541874056646528,0.064625850340136,0.065891472868217,0.0702479338842975,,,,,,,,0,0,0,0,0,1,0
93,27,0.0665022325211133,0.0714285714285714,0.1007751937984496,0.0991735537190082,0.0909090909090909,,,,,,,0,0,0,0,0,1,0
94,21,0.0665022325211133,0.064625850340136,0.0775193798449612,0.0661157024793388,0.0909090909090909,0.0923080118354255,,,,,,0,0,0,0,0,1,0
95,43,0.0467982139831092,0.0680272108843537,0.0542635658914728,0.0661157024793388,0.0867768595041322,0.0846149082823748,0.1339031339031339,,,,,0,0,0,0,0,1,0
96,30,0.0837439260844377,0.0680272108843537,0.0891472868217054,0.1074380165289256,0.0991735537190082,0.1384616331364224,0.1566951566951566,0.198473282442748,0.2531258701201785,,,0,0,1,0,0,0,0
97,46,0.0492610315705677,0.0612244897959183,,,,,,,,,,0,0,1,0,0,0,0
98,62,0.0492610315705677,0.0612244897959183,0.0581395348837209,,,,,,,,,0,0,0,0,1,0,0
99,42,0.0467979676767199,,,,,,,,,,,0,0,0,1,0,0,0
100,21,0.078817798296742,0.0918367346938775,0.0813953488372093,0.0743801652892562,0.0991735537190082,0.1269227470402782,0.150997150997151,0.1908396946564885,,,,0,0,0,1,0,0,0
101,29,0.0763547344028942,0.0918367346938775,0.1046511627906976,0.1157024793388429,0.1115702479338842,0.1269235162737101,0.1396011396011396,0.2251908396946564,0.2718749970703024,0.3432030932030932,,0,0,0,1,0,0,0
102,51,0.0738916705090463,0.0850340136054421,0.0813953488372093,0.0991735537190082,0.1198347107438016,0.1192307973373754,0.1481481481481481,0.1908396946564885,0.2312501699224591,0.3512776905634048,,0,0,0,1,0,0,0
103,24,0.0763544880965048,0.064625850340136,0.0775193798449612,0.0950413223140495,0.0991735537190082,0.096153409761803,0.1481481481481481,0.1946564885496183,0.2437489628870599,0.305519216233502,,0,0,0,0,0,0,1
104,32,0.0717703349282296,0.0863636363636363,0.0985221674876847,0.0889487870619946,,,,,,,,1,0,0,0,0,0,0
105,38,0.0861244019138755,0.0909090909090909,,,,,,,,,,1,0,0,0,0,0,0
106,40,0.0861244019138755,0.0954545454545454,0.1034482758620689,0.0970350404312668,0.1040462427745664,0.1244013735931173,0.157556270096463,0.1699604743083003,,,,1,0,0,0,0,0,0
107,80,0.0669856459330143,0.0545454545454545,0.064039408866995,,,,,,,,,0,0,0,0,1,0,0
108,32,0.0861244019138755,0.0727272727272727,0.0985221674876847,0.1185983827493261,0.1040462427745664,0.148325377166335,0.1672025723472668,0.1778656126482213,0.2300884955752212,,,0,0,0,0,0,1,0
109,24,0.1100478468899521,0.1090909090909091,0.1280788177339901,0.1401617250673854,0.1560693641618497,0.1291870355546645,0.1736334405144694,0.2094861660079051,0.2610619469026548,0.325268368450467,,0,0,0,0,0,1,0
110,42,0.1004784688995215,0.1,0.1034482758620689,0.1266846361185983,0.1213872832369942,0.1435401936752898,0.1639871382636656,,,,,0,0,1,0,0,0,0
111,31,0.1196172248803827,0.1272727272727273,0.1133004926108374,0.1347708894878706,0.1676300578034682,0.1722489022690506,0.1736334405144694,0.2332015810276679,0.2610619469026548,0.3481193038992962,,0,0,0,1,0,0,0
112,32,0.1004784688995215,0.1045454545454545,0.1133004926108374,0.105121293800539,0.1271676300578034,0.1626799706984664,0.1639871382636656,0.2094861660079051,0.247787610619469,0.3266123276502367,,0,0,0,0,0,0,1
113,35,0.0765550239234449,0.0681818181818181,0.0738916256157635,0.0862533692722371,0.0867052023121387,,,,,,,0,0,0,0,0,0,1
114,32,0.0956937799043062,0.0909090909090909,0.1034482758620689,0.1024258760107816,0.1329479768786127,0.1196171470430762,,,,,,0,0,0,0,0,0,1
115,58,0.066079295154185,,,,,,,,,,,1,0,0,0,0,0,0
116,76,0.079295154185022,0.085972850678733,0.090497737556561,0.0977653631284916,0.1153846153846153,,,,,,,1,0,0,0,0,0,0
117,19,0.1013215859030837,0.0995475113122171,0.1040723981900452,0.111731843575419,0.1098901098901099,0.1449275432332379,0.1606714628297362,0.2113207547169811,0.2543859649122806,0.3293164561842317,,1,0,0,0,0,0,0
118,50,0.105726872246696,0.1085972850678732,0.1085972850678732,0.1564245810055866,0.1373626373626373,0.1400970921157704,0.1750599520383693,0.2150943396226415,0.2631578947368421,0.361446654088323,,1,0,0,0,0,0,0
119,41,0.0969162995594713,0.0950226244343891,0.1085972850678732,0.1089385474860335,0.1318681318681318,0.1449280263266591,0.1654676258992805,,,,,0,0,0,0,0,1,0
120,39,0.0837004405286343,0.0950226244343891,0.1040723981900452,0.0949720670391061,0.1318681318681318,0.1062800695461289,0.1678657074340527,0.1811320754716981,,,,0,0,0,0,0,1,0
121,41,0.066079295154185,0.0814479638009049,0.0814479638009049,,,,,,,,,1,0,0,0,0,0,0
122,57,0.0704845814977973,0.0542986425339366,,,,,,,,,,0,0,0,1,0,0,0
123,31,0.1013215859030837,0.0950226244343891,0.1085972850678732,0.1340782122905028,0.1483516483516483,0.1739131484985698,0.1750599520383693,0.2150943396226415,0.25,,,0,0,0,1,0,0,0
124,28,0.066079295154185,0.0814479638009049,0.090497737556561,0.0782122905027933,,,,,,,,0,0,0,0,0,0,1
125,25,0.0837004405286343,0.1040723981900452,0.1176470588235294,0.1284916201117318,0.1263736263736264,0.1545889285615942,,,,,,0,0,0,0,0,0,1
126,19,0.079295154185022,0.0995475113122171,0.085972850678733,0.0893854748603352,0.0989010989010989,0.1352651917180396,0.1558752997601918,0.1773584905660377,0.2324561403508772,0.3092368897274452,,0,0,0,0,0,0,1
127,49,0.1159420289855072,0.0972222222222222,0.0981308411214953,0.1213592233009708,0.1134020618556701,0.1333333333333333,0.1750663129973474,0.1769230769230769,0.2042553191489362,,,1,0,0,0,0,0,0
128,22,0.1014492753623188,0.0833333333333333,0.1074766355140187,0.1262135922330096,0.134020618556701,0.1555555555555555,0.169761273209549,0.2115384615384615,0.3106382978723404,0.3396948007112996,,1,0,0,0,0,0,0
129,60,0.1111111111111111,0.0925925925925926,0.0981308411214953,0.1067961165048543,0.1185567010309278,0.1444444444444444,0.1591511936339522,0.2038461538461538,0.2297872340425532,0.3206103985774007,,1,0,0,0,0,0,0
130,35,0.1014492753623188,0.1064814814814814,0.116822429906542,0.1213592233009708,0.1391752577319588,0.15,0.1750663129973474,0.2076923076923076,0.2553191489361702,0.3396948007112996,,0,0,0,0,0,1,0
131,54,0.0821256038647343,0.0787037037037037,0.0934579439252336,0.1019417475728155,,,,,,,,0,0,0,0,0,1,0
132,40,0.0917874396135265,0.1064814814814814,0.0981308411214953,0.1116504854368932,0.134020618556701,0.1222222222222222,,,,,,0,0,0,0,0,1,0
133,31,0.0869565217391304,0.0833333333333333,0.116822429906542,0.1116504854368932,0.1134020618556701,,,,,,,0,0,1,0,0,0,0
134,32,0.0628019323671497,0.0787037037037037,,,,,,,,,,0,0,0,0,0,0,1
135,21,0.0917874396135265,0.1064814814814814,0.0934579439252336,0.1116504854368932,0.134020618556701,0.1555555555555555,0.1591511936339522,0.1999999999999999,,,,0,0,0,1,0,0,0
136,46,0.0676328502415459,0.0787037037037037,0.0700934579439252,,,,,,,,,0,0,0,0,0,0,1
137,25,0.0869565217391304,0.0879629629629629,0.1074766355140187,0.087378640776699,0.1134020618556701,0.1388888888888889,0.1618037135278514,,,,,0,0,0,0,0,0,1
138,33,0.0691244239631336,0.0941704035874439,,,,,,,,,,1,0,0,0,0,0,0
139,40,0.0829493087557603,0.0807174887892376,0.1012658227848101,0.1100478468899521,0.1329787234042553,0.1385542168674698,0.1604095563139931,,,,,1,0,0,0,0,0,0
140,42,0.0921658986175115,0.1031390134529148,0.1139240506329113,0.138755980861244,0.1276595744680851,0.1746987951807228,0.1808873720136519,0.2007722007722007,0.2827007708893286,0.3313613318879616,,1,0,0,0,0,0,0
141,28,0.1013824884792626,0.0986547085201793,0.1097046413502109,0.124401913875598,0.1489361702127659,0.1746987951807228,0.1638225255972696,0.2316602316602316,0.2362879168266533,0.3333329388541484,,1,0,0,0,0,0,0
142,31,0.064516129032258,,,,,,,,,,,0,0,0,0,0,1,0
143,30,0.0967741935483871,0.085201793721973,0.1012658227848101,0.1148325358851674,0.1276595744680851,0.1204819277108433,0.1706484641638225,0.2007722007722007,0.2067502394524871,,,0,0,0,0,0,1,0
144,43,0.1013824884792626,0.0941704035874439,0.1097046413502109,0.1004784688995215,,,,,,,,0,0,0,1,0,0,0
145,24,0.0875576036866359,0.0986547085201793,0.1012658227848101,,,,,,,,,0,0,0,0,0,0,1
146,41,0.0783410138248848,0.0807174887892376,0.0970464135021097,0.0956937799043062,0.101063829787234,,,,,,,0,0,0,0,0,0,1
147,42,0.0783410138248848,0.0762331838565022,0.0759493670886076,0.1004784688995215,0.1117021276595744,0.1144578313253012,,,,,,0,0,0,0,0,0,1
148,51,0.0737327188940092,0.0941704035874439,0.0886075949367088,0.1004784688995215,0.1170212765957446,0.144578313253012,0.1501706484641638,0.1698841698841698,,,,0,0,0,0,0,0,1
149,24,0.0737327188940092,0.0941704035874439,0.1012658227848101,0.1148325358851674,0.1329787234042553,0.1325301204819277,0.1740614334470989,0.1969111969111969,0.2742610728315309,0.33530572925789,,0,0,0,0,0,0,1
150,31,0.0888888888888888,0.0929368029739777,0.1,0.0944206008583691,0.1294642857142857,0.1395352623049752,0.1444141689373297,0.1743119266055046,0.2521739130434782,0.3320893016258233,,1,0,0,0,0,0,0
151,52,0.0851851851851851,0.0780669144981412,0.0857142857142857,,,,,,,,,1,0,0,0,0,0,0
152,44,0.0851851851851851,0.0855018587360594,0.0857142857142857,0.0901287553648068,,,,,,,,1,0,0,0,0,0,0
153,35,0.0962962962962963,0.0817843866171003,0.0892857142857143,0.0944206008583691,0.1071428571428571,0.1434104666175451,0.1389645776566757,,,,,1,0,0,0,0,0,0
154,20,0.0851851851851851,0.0966542750929368,0.0892857142857143,0.111587982832618,0.1160714285714285,0.1085266510413012,0.1416893732970027,0.1712538226299694,,,,1,0,0,0,0,0,0
155,47,0.074074074074074,0.0743494423791821,0.0857142857142857,0.0944206008583691,0.09375,0.116279385254146,0.1280653950953678,0.1559633027522936,,,,1,0,0,0,0,0,0
156,55,0.074074074074074,0.0631970260223048,,,,,,,,,,0,0,0,0,0,1,0
157,37,0.0777777777777777,0.0892193308550185,0.0928571428571428,0.1158798283261802,0.1205357142857143,0.1317829156900813,0.1444141689373297,0.1681957186544342,0.2478260869565217,0.3320893016258233,,0,0,0,0,0,1,0
158,35,0.074074074074074,0.0780669144981412,0.0857142857142857,0.0987124463519313,0.0848214285714285,,,,,,,0,0,0,1,0,0,0
159,67,0.0851851851851851,0.070631970260223,0.0857142857142857,0.0858369098712446,0.0982142857142857,0.0930235082033168,,,,,,0,0,0,1,0,0,0
160,31,0.0962962962962963,0.0966542750929368,0.1035714285714285,0.1030042918454935,0.1294642857142857,0.151162813232439,0.1471389645776566,0.1681957186544342,0.2434782608695652,0.3358213967483534,,0,0,0,1,0,0,0
161,33,0.0777777777777777,0.0929368029739777,0.0964285714285714,0.111587982832618,0.1205357142857143,0.1162789976561951,0.1553133514986376,0.1620795107033639,0.2565217391304348,,,0,0,0,0,0,0,1
162,36,0.0867992766726944,0.092391304347826,0.0917266187050359,0.1228615863141524,0.1271091113610798,0.1216814159292035,0.1384293260352406,0.1469193195013584,,,,1,0,0,0,0,0,0
163,28,0.081374321880651,0.0942028985507246,0.0917266187050359,0.1104199066874028,0.1316085489313835,0.1327433628318584,,,,,,1,0,0,0,0,0,0
164,61,0.0687160940325497,0.0760869565217391,0.0863309352517985,0.093312597200622,0.1181102362204724,0.1216814159292035,0.1157024007920684,0.127962327890669,,,,1,0,0,0,0,0,0
165,36,0.077757685352622,0.0797101449275362,0.0971223021582733,0.1166407465007776,0.1158605174353206,0.1194690265486725,0.1487607608782339,0.1421801970519487,0.1922770048446911,0.3331212530739241,,1,0,0,0,0,0,0
166,30,0.0795660036166365,0.0887681159420289,0.0917266187050359,0.1073094867807153,0.1271091113610798,0.1327433628318584,0.1363640308050477,0.1469193195013584,0.2029153253517561,,,0,0,0,0,0,1,0
167,43,0.0886075949367088,0.0815217391304347,0.0899280575539568,0.1119751166407465,0.1259842519685039,0.1172566371681416,0.142561982617305,0.1458037890899821,0.1914897691271683,,,0,0,0,0,0,1,0
168,20,0.0795660036166365,0.0905797101449275,0.0953237410071942,0.1228615863141524,0.1271091113610798,0.1238938053097345,0.1570244211450198,0.1396711317991905,0.2092203033056099,0.3312148193751337,,0,0,0,0,0,1,0
169,45,0.0614828209764918,,,,,,,,,,,0,0,1,0,0,0,0
170,37,0.077757685352622,0.0833333333333333,0.0917266187050359,,,,,,,,,0,0,0,0,0,1,0
171,35,0.0741410488245931,0.0815217391304347,,,,,,,,,,0,0,0,1,0,0,0
172,36,0.077757685352622,0.0815217391304347,0.0863309352517985,,,,,,,,,0,0,0,1,0,0,0
173,21,0.0705244122965642,0.0652173913043478,0.0809352517985611,0.0995334370139968,,,,,,,,0,0,0,0,0,0,1
174,29,0.0759493670886076,0.0851449275362318,0.0971223021582733,0.1150855365474339,0.1271091113610798,0.1305309734513274,0.1611570777270843,0.1505439151654929,0.2040975973707745,0.3356639275509421,,0,0,0,0,0,0,1
175,41,0.0873362445414847,0.0819672131147541,0.0893618542329433,0.1026785714285714,0.1004784688995215,0.1220159151193634,0.1358695652173913,0.1543408360128617,0.1808510638297872,,,1,0,0,0,0,0,0
176,16,0.1048034934497816,0.1065573770491803,0.1106376351278895,0.1160714285714285,0.138755980861244,0.1352785145888594,0.1630434782608695,0.1864951768488746,0.1950354609929077,0.256410475564509,,1,0,0,0,0,0,0
