index,week,Judge_Share,Has_Previous_Week,log_fame,age_scaled,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media
14,3,0.1483516483516483,1,5.611058501407041,-0.7117814564857969,0,0,0,1,0,0,0
14,4,0.1772151898734177,1,5.611058501407041,-0.7117814564857969,0,0,0,1,0,0,0
14,5,0.1788079470198675,1,5.611058501407041,-0.7117814564857969,0,0,0,1,0,0,0
14,6,0.225563909774436,1,5.611058501407041,-0.7117814564857969,0,0,0,1,0,0,0
14,7,0.2696078431372549,1,5.611058501407041,-0.7117814564857969,0,0,0,1,0,0,0
14,8,0.3438729131809768,1,5.611058501407041,-0.7117814564857969,0,0,0,1,0,0,0
15,1,0.0666666666666666,0,5.170575609472704,0.5246796804241175,0,0,0,0,0,0,1
16,1,0.080188679245283,0,5.248606116111175,1.1065437448523125,1,0,0,0,0,0,0
16,2,0.0913043478260869,1,5.248606116111175,1.1065437448523125,1,0,0,0,0,0,0
16,3,0.1062801932367149,1,5.248606116111175,1.1065437448523125,1,0,0,0,0,0,0
17,1,0.1037735849056603,0,6.069809256416506,0.23374764821002,1,0,0,0,0,0,0
17,2,0.1043478260869565,1,6.069809256416506,0.23374764821002,1,0,0,0,0,0,0
17,3,0.1304347826086956,1,6.069809256416506,0.23374764821002,1,0,0,0,0,0,0
17,4,0.1212121212121212,1,6.069809256416506,0.23374764821002,1,0,0,0,0,0,0
18,1,0.0896226415094339,0,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
18,2,0.1130434782608695,1,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
18,3,0.1304347826086956,1,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
18,4,0.1212121212121212,1,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
18,5,0.149171270718232,1,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
18,6,0.1949152542372881,1,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
18,7,0.2,1,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
18,8,0.2431192660550458,1,7.268837980196771,-1.0027134886998945,1,0,0,0,0,0,0
19,1,0.0990566037735849,0,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,2,0.1260869565217391,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,3,0.1062801932367149,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,4,0.1363636363636363,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,5,0.1381215469613259,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,6,0.2033898305084745,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,7,0.2111111111111111,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,8,0.2477064220183486,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
19,9,0.3333333333333333,1,6.0774107840447895,-0.6390484484322726,1,0,0,0,0,0,0
20,1,0.1226415094339622,0,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,2,0.0913043478260869,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,3,0.1062801932367149,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,4,0.1464646464646464,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,5,0.149171270718232,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,6,0.2372881355932203,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,7,0.2074074074074074,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,8,0.2614678899082568,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,9,0.3333333333333333,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
20,10,0.5,1,7.260383232018932,-0.49358243232522386,1,0,0,0,0,0,0
21,1,0.1132075471698113,0,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,2,0.1043478260869565,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,3,0.0917874396135265,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,4,0.1212121212121212,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,5,0.149171270718232,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,6,0.211864406779661,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,7,0.2111111111111111,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,8,0.2477064220183486,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,9,0.3333333333333333,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
21,10,0.5,1,7.2993389065500685,-0.12991739205760192,0,0,0,0,0,1,0
22,1,0.0849056603773584,0,6.51669439740386,-0.5663154403787483,0,0,1,0,0,0,0
22,2,0.0956521739130434,1,6.51669439740386,-0.5663154403787483,0,0,1,0,0,0,0
23,1,0.1037735849056603,0,8.159153179977599,-1.0027134886998945,0,0,0,1,0,0,0
23,2,0.0999999999999999,1,8.159153179977599,-1.0027134886998945,0,0,0,1,0,0,0
23,3,0.1062801932367149,1,8.159153179977599,-1.0027134886998945,0,0,0,1,0,0,0
23,4,0.1414141414141414,1,8.159153179977599,-1.0027134886998945,0,0,0,1,0,0,0
23,5,0.149171270718232,1,8.159153179977599,-1.0027134886998945,0,0,0,1,0,0,0
24,1,0.070754716981132,0,7.5592604927080425,-0.2753834081646507,0,0,0,1,0,0,0
24,2,0.0913043478260869,1,7.5592604927080425,-0.2753834081646507,0,0,0,1,0,0,0
24,3,0.1207729468599033,1,7.5592604927080425,-0.2753834081646507,0,0,0,1,0,0,0
24,4,0.101010101010101,1,7.5592604927080425,-0.2753834081646507,0,0,0,1,0,0,0
24,5,0.1325966850828729,1,7.5592604927080425,-0.2753834081646507,0,0,0,1,0,0,0
25,1,0.0754716981132075,0,7.280019118100853,1.6884078092805077,0,0,0,0,0,0,1
25,2,0.0826086956521739,1,7.280019118100853,1.6884078092805077,0,0,0,0,0,0,1
25,3,0.1014492753623188,1,7.280019118100853,1.6884078092805077,0,0,0,0,0,0,1
25,4,0.1111111111111111,1,7.280019118100853,1.6884078092805077,0,0,0,0,0,0,1
25,5,0.1325966850828729,1,7.280019118100853,1.6884078092805077,0,0,0,0,0,0,1
25,6,0.1525423728813559,1,7.280019118100853,1.6884078092805077,0,0,0,0,0,0,1
25,7,0.1703703703703703,1,7.280019118100853,1.6884078092805077,0,0,0,0,0,0,1
26,1,0.0566037735849056,0,8.2883571931613,-0.12991739205760192,0,0,0,0,0,0,1
27,1,0.0825242718446602,0,7.06084528701041,1.4702087851199346,1,0,0,0,0,0,0
27,2,0.0857142857142857,1,7.06084528701041,1.4702087851199346,1,0,0,0,0,0,0
27,3,0.091743119266055,1,7.06084528701041,1.4702087851199346,1,0,0,0,0,0,0
27,4,0.0842105263157894,1,7.06084528701041,1.4702087851199346,1,0,0,0,0,0,0
27,5,0.1022727272727272,1,7.06084528701041,1.4702087851199346,1,0,0,0,0,0,0
27,6,0.1117647058823529,1,7.06084528701041,1.4702087851199346,1,0,0,0,0,0,0
27,7,0.145631067961165,1,7.06084528701041,1.4702087851199346,1,0,0,0,0,0,0
28,1,0.1019417475728155,0,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,2,0.0897959183673469,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,3,0.110091743119266,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,4,0.1263157894736842,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,5,0.1363636363636363,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,6,0.1411764705882353,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,7,0.174757281553398,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,8,0.1872509960159362,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
28,9,0.2447257383966244,1,5.97462618075203,0.23374764821002,1,0,0,0,0,0,0
29,1,0.0776699029126213,0,6.558017868296787,0.37921366431706877,0,0,0,0,0,1,0
29,2,0.073469387755102,1,6.558017868296787,0.37921366431706877,0,0,0,0,0,1,0
29,3,0.073394495412844,1,6.558017868296787,0.37921366431706877,0,0,0,0,0,1,0
29,4,0.0789473684210526,1,6.558017868296787,0.37921366431706877,0,0,0,0,0,1,0
29,5,0.0738636363636363,1,6.558017868296787,0.37921366431706877,0,0,0,0,0,1,0
30,1,0.1116504854368932,0,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,2,0.110204081632653,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,3,0.0963302752293577,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,4,0.1105263157894736,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,5,0.1590909090909091,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,6,0.1647058823529411,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,7,0.1909385113268608,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,8,0.2111553784860558,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,9,0.2531645569620253,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
30,10,0.3281854310465651,1,6.7499925817567705,-0.7117814564857969,0,0,0,0,0,1,0
31,1,0.1019417475728155,0,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,2,0.1061224489795918,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,3,0.1055045871559633,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,4,0.1368421052631578,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,5,0.1704545454545454,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,6,0.1647058823529411,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,7,0.174757281553398,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,8,0.2310756972111554,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,9,0.2489451476793249,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
31,10,0.3397685007685367,1,6.46295547152033,-1.075446496753419,0,0,0,0,0,1,0
32,1,0.0922330097087378,0,6.8254567973405695,-0.7845144645393214,0,0,1,0,0,0,0
32,2,0.0816326530612245,1,6.8254567973405695,-0.7845144645393214,0,0,1,0,0,0,0
32,3,0.0963302752293577,1,6.8254567973405695,-0.7845144645393214,0,0,1,0,0,0,0
33,1,0.0922330097087378,0,6.959860864791909,0.1610146401564956,0,0,1,0,0,0,0
33,2,0.0857142857142857,1,6.959860864791909,0.1610146401564956,0,0,1,0,0,0,0
34,1,0.087378640776699,0,8.389639499533974,0.015548624049446843,0,0,1,0,0,0,0
34,2,0.0979591836734694,1,8.389639499533974,0.015548624049446843,0,0,1,0,0,0,0
34,3,0.110091743119266,1,8.389639499533974,0.015548624049446843,0,0,1,0,0,0,0
34,4,0.1210526315789473,1,8.389639499533974,0.015548624049446843,0,0,1,0,0,0,0
34,5,0.1193181818181818,1,8.389639499533974,0.015548624049446843,0,0,1,0,0,0,0
34,6,0.1352941176470588,1,8.389639499533974,0.015548624049446843,0,0,1,0,0,0,0
35,1,0.0631067961165048,0,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
35,2,0.0857142857142857,1,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
35,3,0.0963302752293577,1,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
35,4,0.1105263157894736,1,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
35,5,0.096590909090909,1,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
35,6,0.1235294117647058,1,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
35,7,0.1229773462783171,1,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
35,8,0.1513944223107569,1,9.235007156920753,0.45194667237059316,0,0,0,1,0,0,0
36,1,0.116504854368932,0,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,2,0.0979591836734694,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,3,0.110091743119266,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,4,0.1473684210526316,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,5,0.1420454545454545,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,6,0.1588235294117647,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,7,0.1909385113268608,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,8,0.2191235059760956,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,9,0.2531645569620253,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
36,10,0.3320460681848982,1,7.337069782930996,-0.6390484484322726,0,0,0,1,0,0,0
37,1,0.0728155339805825,0,5.44345329318986,0.8156117126382151,0,0,0,0,0,0,1
37,2,0.0857142857142857,1,5.44345329318986,0.8156117126382151,0,0,0,0,0,0,1
37,3,0.110091743119266,1,5.44345329318986,0.8156117126382151,0,0,0,0,0,0,1
37,4,0.0842105263157894,1,5.44345329318986,0.8156117126382151,0,0,0,0,0,0,1
38,1,0.0817120622568093,0,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
38,2,0.088235294117647,1,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
38,3,0.0962343096234309,1,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
38,4,0.1153846153846153,1,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
38,5,0.1306532663316583,1,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
38,6,0.1388888888888889,1,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
38,7,0.1634615384615384,1,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
38,8,0.1939163498098859,1,5.456232490822838,-0.05718438400407754,1,0,0,0,0,0,0
39,1,0.0933852140077821,0,7.237541648307627,1.2520097609593615,1,0,0,0,0,0,0
39,2,0.088235294117647,1,7.237541648307627,1.2520097609593615,1,0,0,0,0,0,0
39,3,0.1129707112970711,1,7.237541648307627,1.2520097609593615,1,0,0,0,0,0,0
39,4,0.1111111111111111,1,7.237541648307627,1.2520097609593615,1,0,0,0,0,0,0
39,5,0.1306532663316583,1,7.237541648307627,1.2520097609593615,1,0,0,0,0,0,0
39,6,0.1222222222222222,1,7.237541648307627,1.2520097609593615,1,0,0,0,0,0,0
39,7,0.1602564102564102,1,7.237541648307627,1.2520097609593615,1,0,0,0,0,0,0
40,1,0.1011673151750972,0,8.023360906937263,-1.1481795048069432,1,0,0,0,0,0,0
40,2,0.1092436974789916,1,8.023360906937263,-1.1481795048069432,1,0,0,0,0,0,0
40,3,0.1129707112970711,1,8.023360906937263,-1.1481795048069432,1,0,0,0,0,0,0
40,4,0.1282051282051282,1,8.023360906937263,-1.1481795048069432,1,0,0,0,0,0,0
40,5,0.1407035175879397,1,8.023360906937263,-1.1481795048069432,1,0,0,0,0,0,0
40,6,0.1388888888888889,1,8.023360906937263,-1.1481795048069432,1,0,0,0,0,0,0
41,1,0.0817120622568093,0,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,2,0.088235294117647,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,3,0.108786610878661,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,4,0.1153846153846153,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,5,0.1256281407035176,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,6,0.15,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,7,0.1698717948717948,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,8,0.1901140684410646,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
41,9,0.2478632478632478,1,6.758615647543506,-0.2753834081646507,1,0,0,0,0,0,0
42,1,0.0700389105058365,0,8.855701159914881,-0.6390484484322726,0,0,0,0,0,1,0
42,2,0.088235294117647,1,8.855701159914881,-0.6390484484322726,0,0,0,0,0,1,0
42,3,0.0878661087866108,1,8.855701159914881,-0.6390484484322726,0,0,0,0,0,1,0
42,4,0.0982905982905982,1,8.855701159914881,-0.6390484484322726,0,0,0,0,0,1,0
43,1,0.0622568093385213,0,7.3607135983985685,-0.7117814564857969,0,0,1,0,0,0,0
44,1,0.0817120622568093,0,4.679511268394886,-1.2209125128604676,0,0,1,0,0,0,0
44,2,0.088235294117647,1,4.679511268394886,-1.2209125128604676,0,0,1,0,0,0,0
45,1,0.0972762645914396,0,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,2,0.1134453781512605,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,3,0.100418410041841,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,4,0.1153846153846153,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,5,0.1155778894472362,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,6,0.1555555555555555,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,7,0.1666666666666666,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,8,0.2167300380228136,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,9,0.2564102564102564,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
45,10,0.352940954028016,1,4.098179110519792,-0.49358243232522386,0,0,0,0,0,1,0
46,1,0.0933852140077821,0,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,2,0.0966386554621848,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,3,0.1129707112970711,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,4,0.1111111111111111,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,5,0.1457286432160804,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,6,0.1666666666666666,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,7,0.173076923076923,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,8,0.2129277566539923,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,9,0.2564102564102564,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
46,10,0.3571422268889026,1,8.335456677720716,-0.49358243232522386,0,0,0,1,0,0,0
47,1,0.0739299610894941,0,6.97071041469933,1.9066068334410808,0,0,0,1,0,0,0
47,2,0.0630252100840336,1,6.97071041469933,1.9066068334410808,0,0,0,1,0,0,0
47,3,0.0753138075313807,1,6.97071041469933,1.9066068334410808,0,0,0,1,0,0,0
48,1,0.0817120622568093,0,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,2,0.1008403361344537,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,3,0.108786610878661,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,4,0.1111111111111111,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,5,0.1055276381909547,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,6,0.1277777777777778,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,7,0.1666666666666666,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,8,0.1863117870722433,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,9,0.2393162393162393,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
48,10,0.2899168190830813,1,7.589736496990862,0.597412688477642,0,0,0,1,0,0,0
49,1,0.0817120622568093,0,8.697518111839258,0.7428787045846906,0,0,0,0,0,0,1
49,2,0.0756302521008403,1,8.697518111839258,0.7428787045846906,0,0,0,0,0,0,1
49,3,0.0836820083682008,1,8.697518111839258,0.7428787045846906,0,0,0,0,0,0,1
49,4,0.094017094017094,1,8.697518111839258,0.7428787045846906,0,0,0,0,0,0,1
49,5,0.1055276381909547,1,8.697518111839258,0.7428787045846906,0,0,0,0,0,0,1
50,1,0.0864197530864197,0,6.1860100558198035,-0.3481164162181751,1,0,0,0,0,0,0
50,2,0.0778210116731517,1,6.1860100558198035,-0.3481164162181751,1,0,0,0,0,0,0
50,3,0.1096491228070175,1,6.1860100558198035,-0.3481164162181751,1,0,0,0,0,0,0
50,4,0.1155555555555555,1,6.1860100558198035,-0.3481164162181751,1,0,0,0,0,0,0
50,5,0.1173469387755102,1,6.1860100558198035,-0.3481164162181751,1,0,0,0,0,0,0
50,6,0.15,1,6.1860100558198035,-0.3481164162181751,1,0,0,0,0,0,0
50,7,0.1488673139158576,1,6.1860100558198035,-0.3481164162181751,1,0,0,0,0,0,0
