index,season,week,Judge_Share,is_eliminated,Estimated_Fan_Share,Certainty_Sigma,Combined_Score
16,3,1,0.080188679245283,0,0.08935007948044227,0.6931471805599453,0.16953875872572527
17,3,1,0.1037735849056603,0,0.09020004253758865,0.6931471805599453,0.19397362744324895
18,3,1,0.0896226415094339,0,0.09141463640585815,0.6931471805599453,0.18103727791529206
19,3,1,0.0990566037735849,0,0.09113493091144204,0.6931471805599453,0.19019153468502692
20,3,1,0.1226415094339622,0,0.09086681508275754,0.6931471805599453,0.21350832451671975
21,3,1,0.1132075471698113,0,0.09379946856608219,0.6931471805599453,0.20700701573589347
22,3,1,0.0849056603773584,0,0.0876051908526309,0.6931471805599453,0.1725108512299893
23,3,1,0.1037735849056603,0,0.09187717179595382,0.6931471805599453,0.19565075670161414
24,3,1,0.070754716981132,0,0.09114715088903907,0.6931471805599453,0.16190186787017108
25,3,1,0.0754716981132075,0,0.09036859439884076,0.6931471805599453,0.16584029251204827
26,3,1,0.0566037735849056,1,0.09223591907936447,0.6931471805599453,0.14883969266427008
16,3,2,0.0913043478260869,0,0.09842874526366506,0.6931471805599453,0.18973309308975195
17,3,2,0.1043478260869565,0,0.09936507120452445,0.6931471805599453,0.20371289729148095
18,3,2,0.1130434782608695,0,0.10070307729420988,0.6931471805599453,0.21374655555507938
19,3,2,0.1260869565217391,0,0.10039495153742464,0.6931471805599453,0.22648190805916374
20,3,2,0.0913043478260869,0,0.10009959304690962,0.6931471805599453,0.1914039408729965
21,3,2,0.1043478260869565,0,0.10333022702435274,0.6931471805599453,0.20767805311130924
22,3,2,0.0956521739130434,1,0.09650656232595535,0.6931471805599453,0.19215873623899876
23,3,2,0.0999999999999999,0,0.1012126098917396,0.6931471805599453,0.2012126098917395
24,3,2,0.0913043478260869,0,0.1004084131601677,0.6931471805599453,0.19171276098625462
25,3,2,0.0826086956521739,0,0.09955074925105079,0.6931471805599453,0.18215944490322467
16,3,3,0.1062801932367149,1,0.10894240196924974,0.6931471805599453,0.21522259520596465
17,3,3,0.1304347826086956,0,0.10997874147302066,0.6931471805599453,0.24041352408171623
18,3,3,0.1304347826086956,0,0.11145966655104889,0.6931471805599453,0.24189444915974448
19,3,3,0.1062801932367149,0,0.11111862837197979,0.6931471805599453,0.2173988216086947
20,3,3,0.1062801932367149,0,0.1107917211934668,0.6931471805599453,0.2170719144301817
21,3,3,0.0917874396135265,0,0.11436743502018819,0.6931471805599453,0.20615487463371468
23,3,3,0.1062801932367149,0,0.11202362482266784,0.6931471805599453,0.21830381805938276
24,3,3,0.1207729468599033,0,0.11113352789662682,0.6931471805599453,0.23190647475653012
25,3,3,0.1014492753623188,0,0.11018425270175115,0.6931471805599453,0.21163352806406996
17,3,4,0.1212121212121212,1,0.12342495223212867,0.6931471805599453,0.24463707344424987
18,3,4,0.1212121212121212,0,0.12508693803562904,0.6931471805599453,0.24629905924775025
19,3,4,0.1363636363636363,0,0.12470420387812586,0.6931471805599453,0.26106784024176216
20,3,4,0.1464646464646464,0,0.12433732840426708,0.6931471805599453,0.2708019748689135
21,3,4,0.1212121212121212,0,0.12835021582548853,0.6931471805599453,0.24956233703760972
23,3,4,0.1414141414141414,0,0.12571984692150273,0.6931471805599453,0.26713398833564417
24,3,4,0.101010101010101,0,0.12472092504708279,0.6931471805599453,0.2257310260571838
25,3,4,0.1111111111111111,0,0.12365558965577522,0.6931471805599453,0.23476670076688633
18,3,5,0.149171270718232,0,0.1426996334816431,0.6931471805599453,0.2918709041998751
19,3,5,0.1381215469613259,0,0.1422630089638933,0.6931471805599453,0.28038455592521916
20,3,5,0.149171270718232,0,0.14184447609007603,0.6931471805599453,0.291015746808308
21,3,5,0.149171270718232,0,0.14642239264318802,0.6931471805599453,0.29559366336142
23,3,5,0.149171270718232,1,0.14342165823866232,0.6931471805599453,0.2925929289568943
24,3,5,0.1325966850828729,1,0.1422820845342047,0.6931471805599453,0.2748787696170776
25,3,5,0.1325966850828729,0,0.1410667460483325,0.6931471805599453,0.2736634311312054
18,3,6,0.1949152542372881,0,0.19977653814902643,0.6931471805599453,0.3946917923863145
19,3,6,0.2033898305084745,0,0.19916527284652466,0.6931471805599453,0.40255510335499917
20,3,6,0.2372881355932203,0,0.1985793354716853,0.6931471805599453,0.4358674710649056
21,3,6,0.211864406779661,0,0.2049883240486145,0.6931471805599453,0.4168527308282755
25,3,6,0.1525423728813559,0,0.1974905294841492,0.6931471805599453,0.3500329023655051
18,3,7,0.2,0,0.19977653814902643,0.6931471805599453,0.3997765381490265
19,3,7,0.2111111111111111,0,0.19916527284652466,0.6931471805599453,0.41027638395763577
20,3,7,0.2074074074074074,0,0.1985793354716853,0.6931471805599453,0.4059867428790927
21,3,7,0.2111111111111111,0,0.2049883240486145,0.6931471805599453,0.4160994351597256
25,3,7,0.1703703703703703,1,0.1974905294841492,0.6931471805599453,0.36786089985451953
18,3,8,0.2431192660550458,1,0.24893978886082258,0.6931471805599453,0.4920590549158684
19,3,8,0.2477064220183486,0,0.2481780965382275,0.6931471805599453,0.4958845185565761
20,3,8,0.2614678899082568,0,0.24744796512374995,0.6931471805599453,0.5089158550320068
21,3,8,0.2477064220183486,0,0.2554341494772,0.6931471805599453,0.5031405714955486
19,3,9,0.3333333333333333,1,0.33043701804120484,0.6931471805599453,0.6637703513745381
20,3,9,0.3333333333333333,0,0.3294648837120941,0.6931471805599453,0.6627982170454274
21,3,9,0.3333333333333333,0,0.34009809824670106,0.6931471805599453,0.6734314315800344
20,3,10,0.5,1,0.4920595860127305,0.6931471805599453,0.9920595860127305
21,3,10,0.5,0,0.5079404139872694,0.6931471805599453,1.0079404139872694
27,4,1,0.0825242718446602,0,0.08911528389212595,0.6931471805599453,0.17163955573678613
28,4,1,0.1019417475728155,0,0.09052950174928173,0.6931471805599453,0.19247124932209725
29,4,1,0.0776699029126213,0,0.09363979510545398,0.6931471805599453,0.17130969801807527
30,4,1,0.1116504854368932,0,0.09483659518695675,0.6931471805599453,0.20648708062384996
31,4,1,0.1019417475728155,0,0.09527358451946831,0.6931471805599453,0.1972153320922838
32,4,1,0.0922330097087378,0,0.08811538379289457,0.6931471805599453,0.18034839350163237
33,4,1,0.0922330097087378,0,0.08712367973235335,0.6931471805599453,0.17935668944109115
34,4,1,0.087378640776699,0,0.08714437742628986,0.6931471805599453,0.17452301820298888
35,4,1,0.0631067961165048,0,0.09053041137977783,0.6931471805599453,0.15363720749628262
36,4,1,0.116504854368932,0,0.09188634639704019,0.6931471805599453,0.20839120076597217
37,4,1,0.0728155339805825,0,0.09180504081835762,0.6931471805599453,0.16462057479894013
27,4,2,0.0857142857142857,0,0.08911528389212595,0.6931471805599453,0.17482956960641166
28,4,2,0.0897959183673469,0,0.09052950174928173,0.6931471805599453,0.18032542011662864
29,4,2,0.073469387755102,0,0.09363979510545398,0.6931471805599453,0.16710918286055598
30,4,2,0.110204081632653,0,0.09483659518695675,0.6931471805599453,0.20504067681960975
31,4,2,0.1061224489795918,0,0.09527358451946831,0.6931471805599453,0.2013960334990601
32,4,2,0.0816326530612245,0,0.08811538379289457,0.6931471805599453,0.16974803685411907
33,4,2,0.0857142857142857,1,0.08712367973235335,0.6931471805599453,0.17283796544663904
34,4,2,0.0979591836734694,0,0.08714437742628986,0.6931471805599453,0.18510356109975926
35,4,2,0.0857142857142857,0,0.09053041137977783,0.6931471805599453,0.17624469709406354
36,4,2,0.0979591836734694,0,0.09188634639704019,0.6931471805599453,0.18984553007050958
37,4,2,0.0857142857142857,0,0.09180504081835762,0.6931471805599453,0.17751932653264332
27,4,3,0.091743119266055,0,0.09762032590132054,0.6931471805599453,0.18936344516737552
28,4,3,0.110091743119266,0,0.09916951479554134,0.6931471805599453,0.20926125791480735
29,4,3,0.073394495412844,0,0.10257665033747361,0.6931471805599453,0.1759711457503176
30,4,3,0.0963302752293577,0,0.10388767139797377,0.6931471805599453,0.20021794662733147
31,4,3,0.1055045871559633,0,0.10436636640058204,0.6931471805599453,0.20987095355654534
32,4,3,0.0963302752293577,1,0.09652499669074555,0.6931471805599453,0.19285527192010327
34,4,3,0.110091743119266,0,0.09546131879150939,0.6931471805599453,0.20555306191077538
35,4,3,0.0963302752293577,0,0.09917051123994008,0.6931471805599453,0.1955007864692978
36,4,3,0.110091743119266,0,0.10065585485895828,0.6931471805599453,0.2107475979782243
37,4,3,0.110091743119266,0,0.10056678958595534,0.6931471805599453,0.21065853270522134
27,4,4,0.0842105263157894,0,0.10804983595977326,0.6931471805599453,0.19226036227556265
28,4,4,0.1263157894736842,0,0.1097645362985169,0.6931471805599453,0.2360803257722011
29,4,4,0.0789473684210526,0,0.11353568163120745,0.6931471805599453,0.19248305005226005
30,4,4,0.1105263157894736,0,0.1149867688839794,0.6931471805599453,0.225513084673453
31,4,4,0.1368421052631578,0,0.1155166064565242,0.6931471805599453,0.252358711719682
34,4,4,0.1210526315789473,0,0.10566016596126403,0.6931471805599453,0.22671279754021134
35,4,4,0.1105263157894736,0,0.10976563920052869,0.6931471805599453,0.2202919549900023
36,4,4,0.1473684210526316,0,0.11140967319546786,0.6931471805599453,0.25877809424809944
37,4,4,0.0842105263157894,1,0.11131109241273818,0.6931471805599453,0.19552161872852758
27,4,5,0.1022727272727272,0,0.12158341916646875,0.6931471805599453,0.22385614643919594
28,4,5,0.1363636363636363,0,0.12351289113816125,0.6931471805599453,0.25987652750179757
29,4,5,0.0738636363636363,1,0.1277563843341425,0.6931471805599453,0.2016200206977788
30,4,5,0.1590909090909091,0,0.12938922484827872,0.6931471805599453,0.2884801339391878
31,4,5,0.1704545454545454,0,0.12998542625016557,0.6931471805599453,0.30043997170471093
34,4,5,0.1193181818181818,0,0.11889443545337498,0.6931471805599453,0.2382126172715568
35,4,5,0.096590909090909,0,0.12351413218213331,0.6931471805599453,0.2201050412730423
36,4,5,0.1420454545454545,0,0.125364086627275,0.6931471805599453,0.2674095411727295
27,4,6,0.1117647058823529,0,0.13939158393684978,0.6931471805599453,0.2511562898192027
28,4,6,0.1411764705882353,0,0.14160366315077394,0.6931471805599453,0.28278013373900923
30,4,6,0.1647058823529411,0,0.14834069579231593,0.6931471805599453,0.31304657814525705
31,4,6,0.1647058823529411,0,0.1490242220356484,0.6931471805599453,0.3137301043885895
34,4,6,0.1352941176470588,1,0.1363087482877278,0.6931471805599453,0.27160286593478655
35,4,6,0.1235294117647058,0,0.14160508596883734,0.6931471805599453,0.26513449773354314
36,4,6,0.1588235294117647,0,0.14372600082784662,0.6931471805599453,0.3025495302396113
27,4,7,0.145631067961165,1,0.16139052428805467,0.6931471805599453,0.30702159224921965
28,4,7,0.174757281553398,0,0.1639517163917592,0.6931471805599453,0.3387089979451572
30,4,7,0.1909385113268608,0,0.1717519952856183,0.6931471805599453,0.3626905066124791
31,4,7,0.174757281553398,0,0.17254339642807215,0.6931471805599453,0.34730067798147013
35,4,7,0.1229773462783171,0,0.1639533637606084,0.6931471805599453,0.2869307100389255
36,4,7,0.1909385113268608,0,0.16640900384588722,0.6931471805599453,0.357347515172748
28,4,8,0.1872509960159362,0,0.195504249761274,0.6931471805599453,0.3827552457772102
30,4,8,0.2111553784860558,0,0.20480569354383676,0.6931471805599453,0.4159610720298926
31,4,8,0.2310756972111554,0,0.2057493999594863,0.6931471805599453,0.43682509717064166
35,4,8,0.1513944223107569,1,0.19550621416651495,0.6931471805599453,0.3469006364772719
36,4,8,0.2191235059760956,0,0.1984344425688879,0.6931471805599453,0.4175579485449835
28,4,9,0.2447257383966244,1,0.2430152391528102,0.6931471805599453,0.4877409775494346
30,4,9,0.2531645569620253,0,0.2545770982328354,0.6931471805599453,0.5077416551948607
31,4,9,0.2489451476793249,0,0.2557501419931074,0.6931471805599453,0.5046952896724324
36,4,9,0.2531645569620253,0,0.24665752062124702,0.6931471805599453,0.4998220775832723
30,4,10,0.3281854310465651,1,0.3363041257896949,0.6931471805599453,0.66448955683626
31,4,10,0.3397685007685367,0,0.33785375244130555,0.6931471805599453,0.6776222532098423
36,4,10,0.3320460681848982,1,0.3258421217689995,0.6931471805599453,0.6578881899538978
38,5,1,0.0817120622568093,0,0.08322213867572828,0.6931471805599453,0.16493420093253758
39,5,1,0.0933852140077821,0,0.08179269306959451,0.6931471805599453,0.17517790707737663
40,5,1,0.1011673151750972,0,0.08407849889704225,0.6931471805599453,0.18524581407213944
41,5,1,0.0817120622568093,0,0.08332452693190395,0.6931471805599453,0.16503658918871325
42,5,1,0.0700389105058365,0,0.08657168527038456,0.6931471805599453,0.15661059577622105
43,5,1,0.0622568093385213,1,0.08056729027008609,0.6931471805599453,0.1428240996086074
44,5,1,0.0817120622568093,0,0.08127934878720693,0.6931471805599453,0.1629914110440162
45,5,1,0.0972762645914396,0,0.08685024322038155,0.6931471805599453,0.18412650781182116
46,5,1,0.0933852140077821,0,0.08390271511751127,0.6931471805599453,0.17728792912529337
47,5,1,0.0739299610894941,0,0.08167069237994673,0.6931471805599453,0.15560065346944082
48,5,1,0.0817120622568093,0,0.08289147010609872,0.6931471805599453,0.16460353236290803
49,5,1,0.0817120622568093,0,0.08384869727411523,0.6931471805599453,0.16556075953092453
38,5,2,0.088235294117647,0,0.09051465952323474,0.6931471805599453,0.17874995364088175
39,5,2,0.088235294117647,0,0.08895995563788606,0.6931471805599453,0.17719524975553305
40,5,2,0.1092436974789916,0,0.09144606017088576,0.6931471805599453,0.20068975764987734
41,5,2,0.088235294117647,0,0.09062601977297587,0.6931471805599453,0.17886131389062288
42,5,2,0.088235294117647,0,0.09415771742101196,0.6931471805599453,0.18239301153865894
44,5,2,0.088235294117647,1,0.08840162844661353,0.6931471805599453,0.17663692256426053
45,5,2,0.1134453781512605,0,0.09446068461703312,0.6931471805599453,0.20790606276829363
46,5,2,0.0966386554621848,0,0.09125487295547484,0.6931471805599453,0.18789352841765963
47,5,2,0.0630252100840336,0,0.08882726437254743,0.6931471805599453,0.151852474456581
48,5,2,0.1008403361344537,0,0.09015501540123402,0.6931471805599453,0.19099535153568772
49,5,2,0.0756302521008403,0,0.09119612168110272,0.6931471805599453,0.16682637378194304
38,5,3,0.0962343096234309,0,0.09929225670839617,0.6931471805599453,0.19552656633182708
39,5,3,0.1129707112970711,0,0.09758678647735634,0.6931471805599453,0.21055749777442745
40,5,3,0.1129707112970711,0,0.10031397929667141,0.6931471805599453,0.2132846905937425
41,5,3,0.108786610878661,0,0.09941441604217312,0.6931471805599453,0.20820102692083411
42,5,3,0.0878661087866108,0,0.10328859765355314,0.6931471805599453,0.19115470644016394
45,5,3,0.100418410041841,0,0.10362094488614515,0.6931471805599453,0.20403935492798614
46,5,3,0.1129707112970711,0,0.10010425183183934,0.6931471805599453,0.21307496312891044
47,5,3,0.0753138075313807,1,0.09744122756733709,0.6931471805599453,0.17275503509871779
48,5,3,0.108786610878661,0,0.09889773634370105,0.6931471805599453,0.20768434722236206
49,5,3,0.0836820083682008,0,0.1000398031928274,0.6931471805599453,0.1837218115610282
38,5,4,0.1153846153846153,0,0.11001195682888787,0.6931471805599453,0.22539657221350318
39,5,4,0.1111111111111111,0,0.10812236217518673,0.6931471805599453,0.21923347328629783
40,5,4,0.1282051282051282,0,0.11114398570000658,0.6931471805599453,0.23934911390513477
41,5,4,0.1153846153846153,0,0.11014730461731799,0.6931471805599453,0.22553192000193328
42,5,4,0.0982905982905982,1,0.11443974709276804,0.6931471805599453,0.21273034538336624
45,5,4,0.1153846153846153,0,0.11480797489437285,0.6931471805599453,0.23019259027898814
46,5,4,0.1111111111111111,0,0.1109116158297689,0.6931471805599453,0.22202272694088
48,5,4,0.1111111111111111,0,0.1095748436161585,0.6931471805599453,0.2206859547272696
49,5,4,0.094017094017094,0,0.11084020924553259,0.6931471805599453,0.20485730326262658
38,5,5,0.1306532663316583,0,0.12422865239008454,0.6931471805599453,0.2548819187217428
39,5,5,0.1306532663316583,0,0.12209486798919512,0.6931471805599453,0.2527481343208534
40,5,5,0.1407035175879397,0,0.12550697181262224,0.6931471805599453,0.2662104894005619
41,5,5,0.1256281407035176,0,0.12438149098913613,0.6931471805599453,0.2500096316926537
45,5,5,0.1155778894472362,0,0.12964445334743327,0.6931471805599453,0.24522234279466948
46,5,5,0.1457286432160804,0,0.12524457310008424,0.6931471805599453,0.27097321631616467
48,5,5,0.1055276381909547,0,0.12373505163136218,0.6931471805599453,0.2292626898223169
49,5,5,0.1055276381909547,1,0.12516393874008233,0.6931471805599453,0.23069157693103703
38,5,6,0.1388888888888889,0,0.14200220806075764,0.6931471805599453,0.28089109694964653
39,5,6,0.1222222222222222,0,0.13956314033666725,0.6931471805599453,0.26178536255888946
40,5,6,0.1388888888888889,1,0.14346341831390688,0.6931471805599453,0.2823523072027958
41,5,6,0.15,0,0.14217691347794342,0.6931471805599453,0.2921769134779434
45,5,6,0.1555555555555555,0,0.148192854739804,0.6931471805599453,0.3037484102953595
46,5,6,0.1666666666666666,0,0.1431634778745975,0.6931471805599453,0.3098301445412641
48,5,6,0.1277777777777778,0,0.14143798719632336,0.6931471805599453,0.26921576497410116
38,5,7,0.1634615384615384,0,0.16578650707623735,0.6931471805599453,0.32924804553777576
39,5,7,0.1602564102564102,1,0.16293891390130363,0.6931471805599453,0.3231953241577138
41,5,7,0.1698717948717948,0,0.16599047433335307,0.6931471805599453,0.33586226920514783
45,5,7,0.1666666666666666,0,0.17301404039052978,0.6931471805599453,0.3396807070571964
46,5,7,0.173076923076923,0,0.16714228082679206,0.6931471805599453,0.3402192039037151
48,5,7,0.1666666666666666,0,0.16512778347178417,0.6931471805599453,0.33179445013845077
38,5,8,0.1939163498098859,1,0.19805783571772653,0.6931471805599453,0.39197418552761243
41,5,8,0.1901140684410646,0,0.19830150641333413,0.6931471805599453,0.3884155748543987
45,5,8,0.2167300380228136,0,0.20669225133484462,0.6931471805599453,0.42342228935765824
46,5,8,0.2129277566539923,0,0.1996775188843083,0.6931471805599453,0.4126052755383006
48,5,8,0.1863117870722433,0,0.19727088764978645,0.6931471805599453,0.3835826747220298
41,5,9,0.2478632478632478,1,0.24727656836800826,0.6931471805599453,0.495139816231256
45,5,9,0.2564102564102564,0,0.2577395983659634,0.6931471805599453,0.5141498547762198
46,5,9,0.2564102564102564,0,0.24899241837847091,0.6931471805599453,0.5054026747887272
48,5,9,0.2393162393162393,0,0.24599141488755738,0.6931471805599453,0.4853076542037967
45,5,10,0.352940954028016,0,0.34240942627115256,0.6931471805599453,0.6953503802991685
46,5,10,0.3571422268889026,1,0.3307887172299479,0.6931471805599453,0.6879309441188506
48,5,10,0.2899168190830813,1,0.3268018564988996,0.6931471805599453,0.6167186755819809
50,6,1,0.0864197530864197,0,0.08292288424423097,0.6931471805599453,0.1693426373306507
51,6,1,0.074074074074074,0,0.08172372069242204,0.6931471805599453,0.15579779476649602
52,6,1,0.0987654320987654,0,0.08081955590884979,0.6931471805599453,0.1795849880076152
53,6,1,0.0905349794238683,0,0.08226440252144983,0.6931471805599453,0.17279938194531813
54,6,1,0.0864197530864197,0,0.08276781205635882,0.6931471805599453,0.16918756514277852
55,6,1,0.074074074074074,0,0.0828254888504532,0.6931471805599453,0.1568995629245272
56,6,1,0.0905349794238683,0,0.0859039893748337,0.6931471805599453,0.17643896879870202
57,6,1,0.1111111111111111,0,0.08568381471533669,0.6931471805599453,0.1967949258264478
58,6,1,0.0617283950617283,0,0.08578143915621314,0.6931471805599453,0.14750983421794145
59,6,1,0.0658436213991769,0,0.08143333322647911,0.6931471805599453,0.14727695462565601
60,6,1,0.0617283950617283,0,0.08376187979897902,0.6931471805599453,0.1454902748607073
61,6,1,0.0987654320987654,0,0.08411167945439366,0.6931471805599453,0.18287711155315906
50,6,2,0.0778210116731517,0,0.08292288424423097,0.6931471805599453,0.16074389591738267
51,6,2,0.0622568093385213,0,0.08172372069242204,0.6931471805599453,0.14398053003094333
52,6,2,0.0817120622568093,0,0.08081955590884979,0.6931471805599453,0.1625316181656591
53,6,2,0.0933852140077821,0,0.08226440252144983,0.6931471805599453,0.17564961652923194
54,6,2,0.0933852140077821,0,0.08276781205635882,0.6931471805599453,0.1761530260641409
55,6,2,0.0817120622568093,0,0.0828254888504532,0.6931471805599453,0.16453755110726248
56,6,2,0.1050583657587548,0,0.0859039893748337,0.6931471805599453,0.1909623551335885
57,6,2,0.1050583657587548,0,0.08568381471533669,0.6931471805599453,0.19074218047409147
58,6,2,0.0583657587548638,1,0.08578143915621314,0.6931471805599453,0.14414719791107694
59,6,2,0.0661478599221789,1,0.08143333322647911,0.6931471805599453,0.14758119314865803
60,6,2,0.0739299610894941,0,0.08376187979897902,0.6931471805599453,0.1576918408884731
61,6,2,0.1011673151750972,0,0.08411167945439366,0.6931471805599453,0.18527899462949085
50,6,3,0.1096491228070175,0,0.09957295289865153,0.6931471805599453,0.20922207570566903
51,6,3,0.0921052631578947,1,0.0981330095470627,0.6931471805599453,0.1902382727049574
52,6,3,0.1140350877192982,0,0.09704729770493606,0.6931471805599453,0.21108238542423424
