index,season,week,placement,Judge_Share,Has_Previous_Week,is_eliminated,log_fame,age_scaled,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media
1,1,5,1,0.3219178082191781,1,0,293.9583639445171,-0.7117814564857969,1,0,0,0,0,0,0
4,1,5,3,0.3082191780821918,1,1,61.60756339459819,-0.49358243232522386,0,0,0,1,0,0,0
0,1,6,2,0.4954128440366973,1,1,106.7174147996562,0.8156117126382151,1,0,0,0,0,0,0
1,1,6,1,0.5045871559633028,1,0,293.9583639445171,-0.7117814564857969,1,0,0,0,0,0,0
6,2,1,9,0.1179487179487179,0,0,306.37858690953266,0.23374764821002,1,0,0,0,0,0,0
7,2,1,6,0.1025641025641025,0,0,464.7931997293919,0.015548624049446843,1,0,0,0,0,0,0
8,2,1,5,0.0923076923076923,0,0,278.5555382441356,1.9793398414946053,1,0,0,0,0,0,0
9,2,1,4,0.0974358974358974,0,0,340.96331308476255,0.23374764821002,1,0,0,0,0,0,0
10,2,1,3,0.1128205128205128,0,0,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,1,2,0.1076923076923077,0,0,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
12,2,1,8,0.1179487179487179,0,0,104.10929003497904,0.37921366431706877,0,0,0,0,0,0,1
13,2,1,7,0.0615384615384615,0,0,3345.1787473792806,-0.2753834081646507,0,0,0,1,0,0,0
14,2,1,1,0.123076923076923,0,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
15,2,1,10,0.0666666666666666,0,1,175.01612487910566,0.5246796804241175,0,0,0,0,0,0,1
6,2,2,9,0.0849999999999999,1,1,306.37858690953266,0.23374764821002,1,0,0,0,0,0,0
7,2,2,6,0.1099999999999999,1,0,464.7931997293919,0.015548624049446843,1,0,0,0,0,0,0
8,2,2,5,0.1099999999999999,1,0,278.5555382441356,1.9793398414946053,1,0,0,0,0,0,0
9,2,2,4,0.0999999999999999,1,0,340.96331308476255,0.23374764821002,1,0,0,0,0,0,0
10,2,2,3,0.145,1,0,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,2,2,0.1149999999999999,1,0,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
12,2,2,8,0.12,1,0,104.10929003497904,0.37921366431706877,0,0,0,0,0,0,1
13,2,2,7,0.0799999999999999,1,0,3345.1787473792806,-0.2753834081646507,0,0,0,1,0,0,0
14,2,2,1,0.1349999999999999,1,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
7,2,3,6,0.1428571428571428,1,0,464.7931997293919,0.015548624049446843,1,0,0,0,0,0,0
8,2,3,5,0.1208791208791208,1,0,278.5555382441356,1.9793398414946053,1,0,0,0,0,0,0
9,2,3,4,0.1373626373626373,1,0,340.96331308476255,0.23374764821002,1,0,0,0,0,0,0
10,2,3,3,0.1483516483516483,1,0,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,3,2,0.1043956043956044,1,0,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
12,2,3,8,0.1208791208791208,1,1,104.10929003497904,0.37921366431706877,0,0,0,0,0,0,1
13,2,3,7,0.0769230769230769,1,0,3345.1787473792806,-0.2753834081646507,0,0,0,1,0,0,0
14,2,3,1,0.1483516483516483,1,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
7,2,4,6,0.1582278481012658,1,0,464.7931997293919,0.015548624049446843,1,0,0,0,0,0,0
8,2,4,5,0.1329113924050633,1,0,278.5555382441356,1.9793398414946053,1,0,0,0,0,0,0
9,2,4,4,0.1645569620253164,1,0,340.96331308476255,0.23374764821002,1,0,0,0,0,0,0
10,2,4,3,0.1645569620253164,1,0,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,4,2,0.1518987341772152,1,0,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
13,2,4,7,0.050632911392405,1,1,3345.1787473792806,-0.2753834081646507,0,0,0,1,0,0,0
14,2,4,1,0.1772151898734177,1,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
7,2,5,6,0.1456953642384106,1,1,464.7931997293919,0.015548624049446843,1,0,0,0,0,0,0
8,2,5,5,0.1589403973509933,1,0,278.5555382441356,1.9793398414946053,1,0,0,0,0,0,0
9,2,5,4,0.1655629139072847,1,0,340.96331308476255,0.23374764821002,1,0,0,0,0,0,0
10,2,5,3,0.1986754966887417,1,0,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,5,2,0.152317880794702,1,0,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
14,2,5,1,0.1788079470198675,1,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
8,2,6,5,0.1729323308270676,1,1,278.5555382441356,1.9793398414946053,1,0,0,0,0,0,0
9,2,6,4,0.2030075187969924,1,0,340.96331308476255,0.23374764821002,1,0,0,0,0,0,0
10,2,6,3,0.225563909774436,1,0,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,6,2,0.1729323308270676,1,0,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
14,2,6,1,0.225563909774436,1,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
9,2,7,4,0.2598039215686274,1,1,340.96331308476255,0.23374764821002,1,0,0,0,0,0,0
10,2,7,3,0.2696078431372549,1,0,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,7,2,0.2009803921568627,1,0,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
14,2,7,1,0.2696078431372549,1,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
10,2,8,3,0.339920718960216,1,1,7472.467684066333,-0.9299804806463702,0,0,0,0,0,1,0
11,2,8,2,0.3162063678588072,1,1,2317.2202697125285,0.30648065626354437,0,0,0,0,0,1,0
14,2,8,1,0.3438729131809768,1,0,272.43351463786223,-0.7117814564857969,0,0,0,1,0,0,0
16,3,1,9,0.080188679245283,0,0,189.3008262480598,1.1065437448523125,1,0,0,0,0,0,0
17,3,1,8,0.1037735849056603,0,0,431.5981583813991,0.23374764821002,1,0,0,0,0,0,0
18,3,1,4,0.0896226415094339,0,0,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,1,3,0.0990566037735849,0,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,1,2,0.1226415094339622,0,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,1,1,0.1132075471698113,0,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
22,3,1,10,0.0849056603773584,0,0,675.338978201373,-0.5663154403787483,0,0,1,0,0,0,0
23,3,1,7,0.1037735849056603,0,0,3494.225523233259,-1.0027134886998945,0,0,0,1,0,0,0
24,3,1,6,0.070754716981132,0,0,1917.4262984415604,-0.2753834081646507,0,0,0,1,0,0,0
25,3,1,5,0.0754716981132075,0,0,1450.0157655150283,1.6884078092805077,0,0,0,0,0,0,1
26,3,1,11,0.0566037735849056,0,1,3976.294897344386,-0.12991739205760192,0,0,0,0,0,0,1
16,3,2,9,0.0913043478260869,1,0,189.3008262480598,1.1065437448523125,1,0,0,0,0,0,0
17,3,2,8,0.1043478260869565,1,0,431.5981583813991,0.23374764821002,1,0,0,0,0,0,0
18,3,2,4,0.1130434782608695,1,0,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,2,3,0.1260869565217391,1,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,2,2,0.0913043478260869,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,2,1,0.1043478260869565,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
22,3,2,10,0.0956521739130434,1,1,675.338978201373,-0.5663154403787483,0,0,1,0,0,0,0
23,3,2,7,0.0999999999999999,1,0,3494.225523233259,-1.0027134886998945,0,0,0,1,0,0,0
24,3,2,6,0.0913043478260869,1,0,1917.4262984415604,-0.2753834081646507,0,0,0,1,0,0,0
25,3,2,5,0.0826086956521739,1,0,1450.0157655150283,1.6884078092805077,0,0,0,0,0,0,1
16,3,3,9,0.1062801932367149,1,1,189.3008262480598,1.1065437448523125,1,0,0,0,0,0,0
17,3,3,8,0.1304347826086956,1,0,431.5981583813991,0.23374764821002,1,0,0,0,0,0,0
18,3,3,4,0.1304347826086956,1,0,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,3,3,0.1062801932367149,1,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,3,2,0.1062801932367149,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,3,1,0.0917874396135265,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
23,3,3,7,0.1062801932367149,1,0,3494.225523233259,-1.0027134886998945,0,0,0,1,0,0,0
24,3,3,6,0.1207729468599033,1,0,1917.4262984415604,-0.2753834081646507,0,0,0,1,0,0,0
25,3,3,5,0.1014492753623188,1,0,1450.0157655150283,1.6884078092805077,0,0,0,0,0,0,1
17,3,4,8,0.1212121212121212,1,1,431.5981583813991,0.23374764821002,1,0,0,0,0,0,0
18,3,4,4,0.1212121212121212,1,0,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,4,3,0.1363636363636363,1,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,4,2,0.1464646464646464,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,4,1,0.1212121212121212,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
23,3,4,7,0.1414141414141414,1,0,3494.225523233259,-1.0027134886998945,0,0,0,1,0,0,0
24,3,4,6,0.101010101010101,1,0,1917.4262984415604,-0.2753834081646507,0,0,0,1,0,0,0
25,3,4,5,0.1111111111111111,1,0,1450.0157655150283,1.6884078092805077,0,0,0,0,0,0,1
18,3,5,4,0.149171270718232,1,0,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,5,3,0.1381215469613259,1,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,5,2,0.149171270718232,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,5,1,0.149171270718232,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
23,3,5,7,0.149171270718232,1,1,3494.225523233259,-1.0027134886998945,0,0,0,1,0,0,0
24,3,5,6,0.1325966850828729,1,1,1917.4262984415604,-0.2753834081646507,0,0,0,1,0,0,0
25,3,5,5,0.1325966850828729,1,0,1450.0157655150283,1.6884078092805077,0,0,0,0,0,0,1
18,3,6,4,0.1949152542372881,1,0,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,6,3,0.2033898305084745,1,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,6,2,0.2372881355932203,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,6,1,0.211864406779661,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
25,3,6,5,0.1525423728813559,1,0,1450.0157655150283,1.6884078092805077,0,0,0,0,0,0,1
18,3,7,4,0.2,1,0,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,7,3,0.2111111111111111,1,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,7,2,0.2074074074074074,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,7,1,0.2111111111111111,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
25,3,7,5,0.1703703703703703,1,1,1450.0157655150283,1.6884078092805077,0,0,0,0,0,0,1
18,3,8,4,0.2431192660550458,1,1,1433.8821224661442,-1.0027134886998945,1,0,0,0,0,0,0
19,3,8,3,0.2477064220183486,1,0,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,8,2,0.2614678899082568,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,8,1,0.2477064220183486,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
19,3,9,3,0.3333333333333333,1,1,434.8990954214516,-0.6390484484322726,1,0,0,0,0,0,0
20,3,9,2,0.3333333333333333,1,0,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,9,1,0.3333333333333333,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
20,3,10,2,0.5,1,1,1421.801695899833,-0.49358243232522386,1,0,0,0,0,0,0
21,3,10,1,0.5,1,0,1478.321634405721,-0.12991739205760192,0,0,0,0,0,1,0
27,4,1,6,0.0825242718446602,0,0,1164.4298722669391,1.4702087851199346,1,0,0,0,0,0,0
28,4,1,4,0.1019417475728155,0,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
29,4,1,8,0.0776699029126213,0,0,703.8731575785926,0.37921366431706877,0,0,0,0,0,1,0
30,4,1,3,0.1116504854368932,0,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,1,1,0.1019417475728155,0,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
32,4,1,10,0.0922330097087378,0,0,919.9970169643578,-0.7845144645393214,0,0,1,0,0,0,0
33,4,1,11,0.0922330097087378,0,0,1052.486969916047,0.1610146401564956,0,0,1,0,0,0,0
34,4,1,7,0.087378640776699,0,0,4400.230762463108,0.015548624049446843,0,0,1,0,0,0,0
35,4,1,5,0.0631067961165048,0,0,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,1,2,0.116504854368932,0,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
37,4,1,9,0.0728155339805825,0,0,230.23934350492604,0.8156117126382151,0,0,0,0,0,0,1
27,4,2,6,0.0857142857142857,1,0,1164.4298722669391,1.4702087851199346,1,0,0,0,0,0,0
28,4,2,4,0.0897959183673469,1,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
29,4,2,8,0.073469387755102,1,0,703.8731575785926,0.37921366431706877,0,0,0,0,0,1,0
30,4,2,3,0.110204081632653,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,2,1,0.1061224489795918,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
32,4,2,10,0.0816326530612245,1,0,919.9970169643578,-0.7845144645393214,0,0,1,0,0,0,0
33,4,2,11,0.0857142857142857,1,1,1052.486969916047,0.1610146401564956,0,0,1,0,0,0,0
34,4,2,7,0.0979591836734694,1,0,4400.230762463108,0.015548624049446843,0,0,1,0,0,0,0
35,4,2,5,0.0857142857142857,1,0,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,2,2,0.0979591836734694,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
37,4,2,9,0.0857142857142857,1,0,230.23934350492604,0.8156117126382151,0,0,0,0,0,0,1
27,4,3,6,0.091743119266055,1,0,1164.4298722669391,1.4702087851199346,1,0,0,0,0,0,0
28,4,3,4,0.110091743119266,1,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
29,4,3,8,0.073394495412844,1,0,703.8731575785926,0.37921366431706877,0,0,0,0,0,1,0
30,4,3,3,0.0963302752293577,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,3,1,0.1055045871559633,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
32,4,3,10,0.0963302752293577,1,1,919.9970169643578,-0.7845144645393214,0,0,1,0,0,0,0
34,4,3,7,0.110091743119266,1,0,4400.230762463108,0.015548624049446843,0,0,1,0,0,0,0
35,4,3,5,0.0963302752293577,1,0,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,3,2,0.110091743119266,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
37,4,3,9,0.110091743119266,1,0,230.23934350492604,0.8156117126382151,0,0,0,0,0,0,1
27,4,4,6,0.0842105263157894,1,0,1164.4298722669391,1.4702087851199346,1,0,0,0,0,0,0
28,4,4,4,0.1263157894736842,1,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
29,4,4,8,0.0789473684210526,1,0,703.8731575785926,0.37921366431706877,0,0,0,0,0,1,0
30,4,4,3,0.1105263157894736,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,4,1,0.1368421052631578,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
34,4,4,7,0.1210526315789473,1,0,4400.230762463108,0.015548624049446843,0,0,1,0,0,0,0
35,4,4,5,0.1105263157894736,1,0,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,4,2,0.1473684210526316,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
37,4,4,9,0.0842105263157894,1,1,230.23934350492604,0.8156117126382151,0,0,0,0,0,0,1
27,4,5,6,0.1022727272727272,1,0,1164.4298722669391,1.4702087851199346,1,0,0,0,0,0,0
28,4,5,4,0.1363636363636363,1,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
29,4,5,8,0.0738636363636363,1,1,703.8731575785926,0.37921366431706877,0,0,0,0,0,1,0
30,4,5,3,0.1590909090909091,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,5,1,0.1704545454545454,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
34,4,5,7,0.1193181818181818,1,0,4400.230762463108,0.015548624049446843,0,0,1,0,0,0,0
35,4,5,5,0.096590909090909,1,0,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,5,2,0.1420454545454545,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
27,4,6,6,0.1117647058823529,1,0,1164.4298722669391,1.4702087851199346,1,0,0,0,0,0,0
28,4,6,4,0.1411764705882353,1,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
30,4,6,3,0.1647058823529411,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,6,1,0.1647058823529411,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
34,4,6,7,0.1352941176470588,1,1,4400.230762463108,0.015548624049446843,0,0,1,0,0,0,0
35,4,6,5,0.1235294117647058,1,0,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,6,2,0.1588235294117647,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
27,4,7,6,0.145631067961165,1,1,1164.4298722669391,1.4702087851199346,1,0,0,0,0,0,0
28,4,7,4,0.174757281553398,1,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
30,4,7,3,0.1909385113268608,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,7,1,0.174757281553398,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
35,4,7,5,0.1229773462783171,1,0,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,7,2,0.1909385113268608,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
28,4,8,4,0.1872509960159362,1,0,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
30,4,8,3,0.2111553784860558,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,8,1,0.2310756972111554,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
35,4,8,5,0.1513944223107569,1,1,10248.735270049228,0.45194667237059316,0,0,0,1,0,0,0
36,4,8,2,0.2191235059760956,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
28,4,9,4,0.2447257383966244,1,1,392.32104262980016,0.23374764821002,1,0,0,0,0,0,0
30,4,9,3,0.2531645569620253,1,0,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,9,1,0.2489451476793249,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
36,4,9,2,0.2531645569620253,1,0,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
30,4,10,3,0.3281854310465651,1,1,853.0524269340186,-0.7117814564857969,0,0,0,0,0,1,0
31,4,10,1,0.3397685007685367,1,0,639.9525771127045,-1.075446496753419,0,0,0,0,0,1,0
36,4,10,2,0.3320460681848982,1,1,1535.2041006861598,-0.6390484484322726,0,0,0,1,0,0,0
38,5,1,5,0.0817120622568093,0,0,233.21335906918443,-0.05718438400407754,1,0,0,0,0,0,0
39,5,1,6,0.0933852140077821,0,0,1389.671006742562,1.2520097609593615,1,0,0,0,0,0,0
40,5,1,7,0.1011673151750972,0,0,3050.415642304246,-1.1481795048069432,1,0,0,0,0,0,0
41,5,1,4,0.0817120622568093,0,0,860.448821162554,-0.2753834081646507,1,0,0,0,0,0,0
42,5,1,9,0.0700389105058365,0,0,7013.264637704566,-0.6390484484322726,0,0,0,0,0,1,0
43,5,1,12,0.0622568093385213,0,1,1571.958623314479,-0.7117814564857969,0,0,1,0,0,0,0
44,5,1,11,0.0817120622568093,0,0,106.7174147996562,-1.2209125128604676,0,0,1,0,0,0,0
45,5,1,1,0.0972762645914396,0,0,59.23051457504459,-0.49358243232522386,0,0,0,0,0,1,0
46,5,1,2,0.0933852140077821,0,0,4168.105059456358,-0.49358243232522386,0,0,0,1,0,0,0
47,5,1,10,0.0739299610894941,0,0,1063.9790586378228,1.9066068334410808,0,0,0,1,0,0,0
48,5,1,3,0.0817120622568093,0,0,1976.792290857128,0.597412688477642,0,0,0,1,0,0,0
49,5,1,8,0.0817120622568093,0,0,5987.032133489062,0.7428787045846906,0,0,0,0,0,0,1
38,5,2,5,0.088235294117647,1,0,233.21335906918443,-0.05718438400407754,1,0,0,0,0,0,0
39,5,2,6,0.088235294117647,1,0,1389.671006742562,1.2520097609593615,1,0,0,0,0,0,0
40,5,2,7,0.1092436974789916,1,0,3050.415642304246,-1.1481795048069432,1,0,0,0,0,0,0
41,5,2,4,0.088235294117647,1,0,860.448821162554,-0.2753834081646507,1,0,0,0,0,0,0
42,5,2,9,0.088235294117647,1,0,7013.264637704566,-0.6390484484322726,0,0,0,0,0,1,0
44,5,2,11,0.088235294117647,1,1,106.7174147996562,-1.2209125128604676,0,0,1,0,0,0,0
45,5,2,1,0.1134453781512605,1,0,59.23051457504459,-0.49358243232522386,0,0,0,0,0,1,0
46,5,2,2,0.0966386554621848,1,0,4168.105059456358,-0.49358243232522386,0,0,0,1,0,0,0
47,5,2,10,0.0630252100840336,1,0,1063.9790586378228,1.9066068334410808,0,0,0,1,0,0,0
48,5,2,3,0.1008403361344537,1,0,1976.792290857128,0.597412688477642,0,0,0,1,0,0,0
49,5,2,8,0.0756302521008403,1,0,5987.032133489062,0.7428787045846906,0,0,0,0,0,0,1
38,5,3,5,0.0962343096234309,1,0,233.21335906918443,-0.05718438400407754,1,0,0,0,0,0,0
39,5,3,6,0.1129707112970711,1,0,1389.671006742562,1.2520097609593615,1,0,0,0,0,0,0
40,5,3,7,0.1129707112970711,1,0,3050.415642304246,-1.1481795048069432,1,0,0,0,0,0,0
41,5,3,4,0.108786610878661,1,0,860.448821162554,-0.2753834081646507,1,0,0,0,0,0,0
42,5,3,9,0.0878661087866108,1,0,7013.264637704566,-0.6390484484322726,0,0,0,0,0,1,0
45,5,3,1,0.100418410041841,1,0,59.23051457504459,-0.49358243232522386,0,0,0,0,0,1,0
46,5,3,2,0.1129707112970711,1,0,4168.105059456358,-0.49358243232522386,0,0,0,1,0,0,0
47,5,3,10,0.0753138075313807,1,1,1063.9790586378228,1.9066068334410808,0,0,0,1,0,0,0
48,5,3,3,0.108786610878661,1,0,1976.792290857128,0.597412688477642,0,0,0,1,0,0,0
49,5,3,8,0.0836820083682008,1,0,5987.032133489062,0.7428787045846906,0,0,0,0,0,0,1
38,5,4,5,0.1153846153846153,1,0,233.21335906918443,-0.05718438400407754,1,0,0,0,0,0,0
39,5,4,6,0.1111111111111111,1,0,1389.671006742562,1.2520097609593615,1,0,0,0,0,0,0
40,5,4,7,0.1282051282051282,1,0,3050.415642304246,-1.1481795048069432,1,0,0,0,0,0,0
41,5,4,4,0.1153846153846153,1,0,860.448821162554,-0.2753834081646507,1,0,0,0,0,0,0
42,5,4,9,0.0982905982905982,1,1,7013.264637704566,-0.6390484484322726,0,0,0,0,0,1,0
45,5,4,1,0.1153846153846153,1,0,59.23051457504459,-0.49358243232522386,0,0,0,0,0,1,0
46,5,4,2,0.1111111111111111,1,0,4168.105059456358,-0.49358243232522386,0,0,0,1,0,0,0
48,5,4,3,0.1111111111111111,1,0,1976.792290857128,0.597412688477642,0,0,0,1,0,0,0
49,5,4,8,0.094017094017094,1,0,5987.032133489062,0.7428787045846906,0,0,0,0,0,0,1
38,5,5,5,0.1306532663316583,1,0,233.21335906918443,-0.05718438400407754,1,0,0,0,0,0,0
39,5,5,6,0.1306532663316583,1,0,1389.671006742562,1.2520097609593615,1,0,0,0,0,0,0
40,5,5,7,0.1407035175879397,1,0,3050.415642304246,-1.1481795048069432,1,0,0,0,0,0,0
41,5,5,4,0.1256281407035176,1,0,860.448821162554,-0.2753834081646507,1,0,0,0,0,0,0
45,5,5,1,0.1155778894472362,1,0,59.23051457504459,-0.49358243232522386,0,0,0,0,0,1,0
